,Unnamed: 0,id,original_title,release_date,runtime,genres,budget,revenue,vote_average,vote_count,popularity,overview,year,month,day,fixed_budget,fixed_revenue,fixed_gross
6247,6443,277216,Straight Outta Compton,2015-08-11,147,"Drama,Music,History",28000000,201634991,7.8,3284,82.197,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.",2015,8,11,31826625.455520004,229191476.33157665,197364850.87605664
6248,6444,257211,The Intern,2015-09-23,121,Comedy,35000000,194564672,7.2,5733,38.256,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",2015,9,23,39783281.8194,221154890.8078607,181371608.98846072
6249,6445,76757,Jupiter Ascending,2015-02-04,127,"Fiction,Fantasy,Action",176000003,183987723,5.4,5998,64.802,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",2015,2,4,200053077.70183563,209132441.01196292,9079363.310127288
6250,6446,312221,Creed,2015-11-25,133,Drama,37000000,173567581,7.4,6122,159.177,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",2015,11,25,42056612.20908,197288228.27527255,155231616.06619254
6251,6447,166424,Fantastic Four,2015-08-05,100,"Action,Adventure,Fiction",120000000,167977596,4.4,5300,61.33,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",2015,8,5,136399823.3808,190934286.88609484,54534463.50529483
6252,6448,296098,Bridge of Spies,2015-10-15,141,"Thriller,Drama",40000000,165478348,7.2,6030,15.495,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",2015,10,15,45466607.7936,188093478.67122132,142626870.87762132
6253,6449,257445,Goosebumps,2015-08-05,103,"Adventure,Horror,Comedy",58000000,158162788,6.3,3298,43.721,"After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it’s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong.",2015,8,5,65926581.30072,179778136.23845762,113851554.93773761
6254,6450,365222,葉問3,2015-12-24,105,"Action,Drama,History",36000000,156844753,7.0,1371,26.889,"When a band of brutal gangsters led by a crooked property developer make a play to take over the city, Master Ip is forced to take a stand.",2015,12,24,40919947.014240004,178279971.72837672,137360024.71413672
6255,6451,273248,The Hateful Eight,2015-12-25,188,"Drama,Mystery,Western",44000000,155760117,7.7,12392,22.55,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,2015,12,25,50013268.572960004,177047103.73810622,127033835.16514622
6256,6452,256591,Focus,2015-02-25,105,"Romance,Comedy,Crime,Drama",50100000,153962963,6.9,6866,59.234,"Nicky, an accomplished con artist, gets romantically involved with his disciple Jess but later ends their relationship. Years later, she returns as a femme fatale to spoil his plans.",2015,2,25,56946926.261484005,175004341.33653873,118057415.07505473
6257,6453,351694,西游记之大圣归来,2015-07-10,89,"Fantasy,Animation,Comedy",10000000,150000000,6.9,199,77.643,"The all-powerful Monkey King once roamed freely between Heaven and Earth, but after angering the Gods, he was imprisoned within an ice cage deep within the mountains. 500 years later, monsters attack a small village and a child flees to the mountains. Unknowingly, the child releases the Monkey King from his curse. With the help and encouragement from this special child, Monkey King saves the village from the evil monsters.",2015,7,10,11366651.9484,170499779.226,159133127.27760002
6258,6454,348892,बजरंगी भाईजान,2015-07-17,159,"Action,Comedy,Drama",13000000,150000000,7.9,373,9.146,A young mute girl from Pakistan loses herself in India with no way to head back. A devoted man with a magnanimous spirit undertakes the task to get her back to her motherland and unite her with her family.,2015,7,17,14776647.532920003,170499779.226,155723131.69308
6259,6455,274854,The Last Witch Hunter,2015-10-21,106,"Fantasy,Action,Adventure",90000000,146936910,5.9,3163,59.617,"The modern world holds many secrets, but by far the most astounding is that witches still live among us; vicious supernatural creatures intent on unleashing the Black Death upon the world and putting an end to the human race once and for all. Armies of witch hunters have battled this unnatural enemy for centuries, including Kaulder, a valiant warrior who many years ago slayed the all-powerful Witch Queen, decimating her followers in the process. In the moments right before her death, the Queen cursed Kaulder with immortality, forever separating him from his beloved wife and daughter. Today, Kaulder is the last living hunter who has spent his immortal life tracking down rogue witches, all the while yearning for his long-lost family.",2015,10,21,102299867.5356,167018071.43433756,64718203.89873755
6260,6456,271718,Trainwreck,2015-07-17,125,"Comedy,Drama,Romance",35000000,140795793,5.8,2322,17.998,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",2015,7,17,39783281.8194,160037677.48299736,120254395.66359736
6261,6457,257088,Point Break,2015-12-03,114,Action,105000000,133718711,5.9,1994,36.998,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break"".",2015,12,3,119349845.45820002,151993404.69256872,32643559.234368697
6262,6458,318846,The Big Short,2015-12-11,131,"Comedy,Drama",28000000,133346506,7.3,7648,32.188,The men who made millions from a global economic meltdown.,2015,12,11,31826625.455520004,151570332.22372326,119743706.76820326
6263,6459,266647,Pan,2015-09-24,111,"Fantasy,Adventure,Family,Action",150000000,128388320,6.0,2457,26.188,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",2015,9,24,170499779.226,145934534.76798028,-24565244.458019733
6264,6460,309302,狼图腾,2015-02-19,116,"Adventure,Drama",38000000,123205624,6.5,330,5.082,"In 1969, a young Beijing student, Chen Zhen, is sent to live among the nomadic herdsmen of Inner Mongolia. Caught between the advance of civilization from the south and the nomads' traditional enemies - the marauding wolves - to the north; humans and animals, residents and invaders alike, struggle to find their true place in the world",2015,2,19,43193277.40392,140043544.6093438,96850267.2054238
6265,6461,300168,天將雄師,2015-02-19,127,"Adventure,History",65000000,121545703,6.3,464,31.202,"Huo An, the commander of the Protection Squad of the Western Regions, was framed by evil forces and becomes enslaved. On the other hand, a Roman general escapes to China after rescuing the Prince. The heroic duo meet in the Western Desert and a thrilling story unfolds.",2015,2,19,73883237.66460001,138156770.18245977,64273532.51785976
6266,6462,264999,Magic Mike XXL,2015-07-01,115,"Comedy,Drama",14800000,117813057,6.2,1560,34.327,"Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.",2015,7,1,16822644.883632004,133914001.38960105,117091356.50596905
6267,6463,257091,Get Hard,2015-03-26,100,Comedy,40000000,111811453,6.0,2331,16.475,"When obscenely rich hedge-fund manager James is convicted of fraud and sentenced to a stretch in San Quentin, the judge gives him one month to get his affairs in order. Knowing that he won't survive more than a few minutes in prison on his own, James desperately turns to Darnell-- a black businessman who's never even had a parking ticket -- for help. As Darnell puts James through the wringer, both learn that they were wrong about many things, including each other.",2015,3,26,45466607.7936,127092187.00958852,81625579.21598852
6268,6464,203801,The Man from U.N.C.L.E.,2015-08-13,116,"Comedy,Action,Adventure",75000000,108145109,7.1,5432,22.63,"At the height of the Cold War, a mysterious criminal organization plans to use nuclear weapons and technology to upset the fragile balance of power between the United States and Soviet Union. CIA agent Napoleon Solo and KGB agent Illya Kuryakin are forced to put aside their hostilities and work together to stop the evildoers in their tracks. The duo's only lead is the daughter of a missing German scientist, whom they must find soon to prevent a global catastrophe.",2015,8,13,85249889.613,122924781.39247806,37674891.77947806
6269,6465,256961,Paul Blart: Mall Cop 2,2015-04-16,94,"Action,Comedy,Family",38000000,107597242,5.2,1339,25.9,"Security guard Paul Blart is headed to Las Vegas to attend a Security Guard Expo with his teenage daughter Maya before she departs for college. While at the convention, he inadvertently discovers a heist - and it's up to Blart to apprehend the criminals.",2015,4,16,43193277.40392,122302040.04217665,79108762.63825664
6270,6466,263109,Shaun the Sheep Movie,2015-02-05,85,"Family,Animation,Comedy,Adventure",25000000,106209378,7.0,1160,17.058,"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.",2015,2,5,28416629.871,120724503.33820522,92307873.46720523
6271,6467,266294,Sisters,2015-12-18,118,Comedy,30000000,105011053,6.0,1216,13.237,Two disconnected sisters are summoned to clean out their childhood bedrooms before their parents sell their family home.,2015,12,18,34099955.8452,119362409.01859857,85262453.17339857
6272,6468,198184,Chappie,2015-03-04,120,"Crime,Action,Fiction",49000000,104399548,6.8,6998,91.913,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",2015,3,4,55696594.54716,118667332.56862794,62970738.02146794
6273,6469,296099,Vacation,2015-07-28,99,Comedy,31000000,104384188,6.3,3217,48.784,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",2015,7,28,35236621.04004,118649873.39123519,83413252.35119519
6274,6470,280092,Insidious: Chapter 3,2015-05-28,97,"Horror,Drama,Thriller",10000000,104303851,6.3,2822,48.367,"A twisted new tale of terror begins for a teenage girl and her family, and revealing more mysteries of the otherworldly realm, 'The Further'.",2015,5,28,11366651.9484,118558557.11947735,107191905.17107734
6275,6471,274479,Joy,2015-12-24,124,"Drama,Comedy",60000000,101134059,6.5,3666,14.637,A story based on the life of a struggling Long Island single mom who became one of the country's most successful entrepreneurs.,2015,12,24,68199911.6904,114955564.87819506,46755653.18779506
6276,6473,261023,Black Mass,2015-09-04,123,"Drama,Crime,History",53000000,98837872,6.4,2912,20.112,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",2015,9,4,60243255.32652001,112345569.034451,52102313.70793098
6277,6474,314365,Spotlight,2015-11-06,129,"Drama,History",20000000,98690254,7.8,7306,15.359,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",2015,11,6,22733303.8968,112177776.79171911,89444472.89491911
6278,6475,298312,The Visit,2015-09-10,94,"Horror,Thriller,Mystery",5000000,98450062,6.3,3989,27.518,"A brother and sister are sent to their grandparents' remote Pennsylvania farm for a week, where they discover that the elderly couple is involved in something deeply disturbing.",2015,9,10,5683325.9742,111904758.90524009,106221432.9310401
6279,6476,309809,The Little Prince,2015-07-29,108,"Adventure,Animation,Fantasy,Family",64000000,97571250,7.6,2426,27.975,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",2015,7,29,72746572.46976,110905843.89203236,38159271.422272354
6280,6477,243688,Poltergeist,2015-05-20,93,Horror,35000000,95437994,5.2,2028,34.15,"A family's suburban home is invaded by angry spirits. When the terrifying apparitions escalate their attacks and take the youngest daughter, the family must come together to rescue her.",2015,5,20,39783281.8194,108481046.04514876,68697764.22574876
6281,6478,205775,In the Heart of the Sea,2015-11-20,122,"Thriller,Drama,Adventure,Action,History",100000000,93920758,6.7,3565,23.226,"In the winter of 1820, the New England whaling ship Essex is assaulted by something no one could believe—a whale of mammoth size and will, and an almost human sense of vengeance.",2015,11,20,113666519.484,106756456.6915905,-6910062.7924094945
6282,6479,307081,Southpaw,2015-03-24,123,"Action,Drama",30000000,91709827,7.4,4810,85.272,"Billy ""The Great"" Hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. However, when tragedy strikes, Billy hits rock bottom, losing his family, his house and his manager. He soon finds an unlikely savior in Tick Willis, a former fighter who trains the city's toughest amateur boxers. With his future on the line, Hope fights to reclaim the trust of those he loves the most.",2015,3,24,34099955.8452,104243368.3756977,70143412.5304977
6283,6480,256040,బాహుబలి:ద బిగినింగ్,2015-07-10,158,"Action,Drama",25130430,90747520,7.6,598,55.969,"The young Shivudu is left as a foundling in a small village by his mother. By the time he’s grown up, it has become apparent that he possesses exceptional gifts. He meets the beautiful warrior princess Avanthika and learns that her queen has been held captive for the last 25 years. Shividu sets off to rescue her, discovering his own origins in the process.",2015,7,10,28564885.112362985,103149547.50204681,74584662.38968383
6284,6481,346646,베테랑,2015-08-05,119,"Action,Comedy,Crime",7528230,87970000,6.9,153,9.046,"When an old collaborator gets severely injured, a veteran policeman tries to figure out the way to bring to justice the ultimately suspected aggressor, a spoiled young executive, heir to a mega corporation, who believes he is above the law.",2015,8,5,8557077.019750332,99992437.1900748,91435360.17032447
6285,6482,268238,The Second Best Exotic Marigold Hotel,2015-02-26,122,"Drama,Comedy",10000000,85978266,6.4,614,9.281,As the Best Exotic Marigold Hotel has only a single remaining vacancy - posing a rooming predicament for two fresh arrivals - Sonny pursues his expansionist dream of opening a second hotel.,2015,2,26,11366651.9484,97728502.47489534,86361850.52649534
6286,6483,286565,Paper Towns,2015-06-18,109,"Mystery,Drama,Romance",12000000,85512300,6.1,4743,15.677,"Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life-dressed like a ninja and summoning him for an ingenious campaign of revenge-he follows. After their all-nighter ends and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are clues-and they're for him. Urged down a disconnected path, the closer he gets, the less Q sees of the girl he thought he knew.",2015,6,18,13639982.338080002,97198855.14071655,83558872.80263655
6287,6484,273481,Sicario,2015-09-17,122,"Action,Crime,Thriller",30000000,84872444,7.4,7156,73.178,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,2015,9,17,34099955.8452,96471553.095807,62371597.250607
6288,6486,354072,我的少女時代,2015-08-13,134,"Romance,Comedy",2700000,82027760,7.3,123,10.403,"Office worker Truly Lin goes on a journey through her memories. 20 years ago, she had a crush on the most popular guy in school. Taiyu, a ruffian and a bully, is in love with the campus belle. Truly teams up with Taiyu to tear the golden couple apart and help each other to get the ones they love.",2015,8,13,3068996.0260680006,93238099.80268878,90169103.77662078
6289,6487,249070,Hitman: Agent 47,2015-08-20,96,"Action,Crime,Thriller",35000000,81967450,5.8,2596,74.261,An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.,2015,8,20,39783281.8194,93169547.52478796,53386265.705387965
6290,6488,335462,战狼,2015-04-02,90,"Action,War",12000000,80000000,6.3,158,18.738,A Chinese special force soldier with extraordinary marksmanship is confronted by a group of deadly foreign mercenaries who are hired to assassinate him by a vicious drug lord.,2015,4,2,13639982.338080002,90933215.5872,77293233.24912
6291,6489,252838,The Wedding Ringer,2015-01-16,101,Comedy,23000000,79799880,6.5,1397,28.898,"Doug Harris is a loveable but socially awkward groom-to-be with a problem: he has no best man.  With less than two weeks to go until he marries the girl of his dreams, Doug is referred to Jimmy Callahan, owner and CEO of Best Man, Inc., a company that provides flattering best men for socially challenged guys in need.  What ensues is a hilarious wedding charade as they try to pull off the big con, and an unexpected budding bromance between Doug and his fake best man Jimmy.",2015,1,16,26143299.48132,90705746.14840864,64562446.667088635
6292,6490,146301,Paranormal Activity: The Ghost Dimension,2015-10-21,88,"Horror,Thriller",10000000,78096553,5.3,1195,42.513,"Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan.",2015,10,21,11366651.9484,88769633.63207738,77402981.68367738
6293,6491,361759,جوانی پھر نہیں آنی,2015-09-25,158,"Romance,Adventure,Comedy,Music",20000000,77000000,7.2,9,0.866,"The movie revolves around three childhood friends, who are married and settled in their lives but are afraid of their wives.",2015,9,25,22733303.8968,87523220.00268,64789916.10588001
6294,6492,201085,Crimson Peak,2015-10-13,119,"Horror,Thriller,Romance,Fantasy,Mystery",55000000,74679822,6.6,4381,26.974,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds… and remembers.",2015,10,13,62516585.7162,84885954.42424652,22369368.70804652
6295,6493,287948,The Transporter Refueled,2015-09-02,95,"Action,Thriller,Crime",25000000,72629670,5.5,1291,42.589,"The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frank’s father.",2015,9,2,28416629.871,82555618.00171492,54138988.130714916
6296,6494,241554,Run All Night,2015-03-11,114,Action,50000000,71561644,6.4,2462,22.812,"Brooklyn mobster and prolific hit man Jimmy Conlon has seen better days. Longtime best friend of a mob boss, Jimmy is haunted by the sins of his past—as well as a dogged police detective who’s been one step behind Jimmy for 30 years. But when Jimmy’s estranged son becomes a target, Jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. Now, with nowhere safe to turn, Jimmy has just one night to figure out exactly where his loyalties lie and to see if he can finally make things right.",2015,3,11,56833259.742,81341630.02033073,24508370.27833073
6297,6495,323272,War Room,2015-08-28,120,"Drama,Romance",3000000,67790117,7.8,392,49.761,"The family-friendly movie explores the transformational role prayer plays in the lives of the Jordan family. Tony and Elizabeth Jordan, a middle-class couple who seemingly have it all – great jobs, a beautiful daughter, their dream home. But appearances can be deceiving. In reality, the Jordan’s marriage has become a war zone and their daughter is collateral damage. With the help of Miss Clara, an older, wiser woman, Elizabeth discovers she can start fighting for her family instead of against them. Through a newly energized faith, Elizabeth and Tony’s real enemy doesn’t have a prayer.",2015,8,28,3409995.5845200005,77054666.5480314,73644670.9635114
6298,6496,362136,प्रेम रतन धन पायो,2015-11-11,164,"Romance,Music,Drama,Action",23400000,67000000,5.7,90,6.028,"While recovering from an assassination attempt four days before his coronation, a stern prince is replaced by a romantic lookalike.",2015,11,11,26597965.559256002,76156568.05428001,49558602.49502401
6299,6497,293863,The Age of Adaline,2015-04-16,112,"Romance,Fantasy,Drama",25000000,65663276,7.5,5641,28.705,"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.",2015,4,16,28416629.871,74637160.40837272,46220530.537372716
6300,6498,243938,Hot Tub Time Machine 2,2015-02-20,93,Comedy,36000000,64780213,5.2,765,17.423,"When Lou, who has become the ""father of the Internet,"" is shot by an unknown assailant, Jacob and Nick fire up the time machine again to save their friend.",2015,2,20,40919947.014240004,73633413.43142171,32713466.417181708
6301,6499,306819,The Danish Girl,2015-01-01,119,Drama,15000000,64191523,7.6,5271,17.257,"When Gerda Wegener asks her husband Einar to fill in as a portrait model, Einar discovers the person she's meant to be and begins living her life as Lili Elbe. Having realized her true self and with Gerda's love and support, Lili embarks on a groundbreaking journey as a transgender pioneer.",2015,1,1,17049977.9226,72964269.99787137,55914292.07527137
6302,6500,243940,The Lazarus Effect,2015-01-29,83,"Horror,Thriller,Mystery,Fiction",3300000,64110728,5.3,1222,11.101,"Medical researcher Frank, his fiancee Zoe and their team have achieved the impossible: they have found a way to revive the dead. After a successful, but unsanctioned, experiment on a lifeless animal, they are ready to make their work public. However, when their dean learns what they've done, he shuts them down. Zoe is killed during an attempt to recreate the experiment, leading Frank to test the process on her. Zoe is revived -- but something evil is within her.",2015,1,29,3750995.142972001,72872433.13345425,69121437.99048224
6303,6501,228205,The Longest Ride,2015-04-09,128,"Drama,Romance",34000000,63013281,7.6,2803,28.529,The lives of a young couple intertwine with a much older man as he reflects back on a lost love while he's trapped in an automobile crash.,2015,4,9,38646616.624560006,71625003.32537267,32978386.70081266
6304,6502,167073,Brooklyn,2015-10-20,111,"Romance,Drama",11000000,62076141,7.3,2774,15.485,"In 1950s Ireland and New York, young Eilis Lacey has to choose between two men and two countries.",2015,10,20,12503317.143240001,70559788.90468033,58056471.76144032
6305,6504,287903,Krampus,2015-11-26,98,"Horror,Comedy,Fantasy",15000000,61788393,6.1,1698,24.389,"When his dysfunctional family clashes over the holidays, young Max is disillusioned and turns his back on Christmas.  Little does he know, this lack of festive spirit has unleashed the wrath of Krampus: a demonic force of ancient evil intent on punishing non-believers.",2015,11,26,17049977.9226,70232715.7681955,53182737.845595494
6306,6505,303857,ドラゴンボールZ 復活の「F」,2015-04-18,93,"Action,Animation,Fiction",5000000,61768190,6.9,1490,350.189,"One peaceful day on Earth, two remnants of Frieza's army named Sorbet and Tagoma arrive searching for the Dragon Balls with the aim of reviving Frieza. They succeed, and Frieza subsequently seeks revenge on the Saiyans.",2015,4,18,5683325.9742,70209751.72126414,64526425.747064136
6307,6506,304357,Woman in Gold,2015-03-20,109,Drama,11000000,61619773,7.3,1210,10.634,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.",2015,3,20,12503317.143240001,70041051.28304158,57537734.13980158
6308,6507,285783,The Walk,2015-09-30,123,"Adventure,Drama,Thriller,History",35000000,61181942,7.0,2806,15.261,The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974.,2015,9,30,39783281.8194,69543384.02411959,29760102.20471959
6309,6508,370665,दिलवाले,2015-12-18,158,"Crime,Action,Comedy",26000000,61000000,6.6,247,9.461,Raj is a Mafia member. One day he meet a girl (Meera) while chasing by his rival gang and falls in love with her. Later he finds out that this girl is the daughter of the leader of his rival gang. Yet their love story continues until he was shot by his girlfriend upon a deep misunderstanding. After that incident these two lovers lives separate until their siblings fallen in love. With this new love story their paths intertwines again.,2015,12,18,29553295.065840006,69336576.88524,39783281.8194
6310,6509,304372,The Perfect Guy,2015-09-11,100,Thriller,12000000,60273173,5.7,289,6.633,"After a painful breakup, Leah seems to meet the perfect guy. But she soon discovers someone mysteriously lurking around her surroundings.",2015,9,11,13639982.338080002,68510417.93167004,54870435.593590036
6311,6510,328425,The Gift,2015-07-31,108,"Thriller,Mystery,Drama",5000000,58978653,6.7,2761,13.624,Simon and Robyn are a young married couple whose life is going as planned until a chance run-in with Simon's high school acquaintance sends their world into a tailspin.,2015,7,31,5683325.9742,67038982.10364576,61355656.129445754
6312,6511,362045,बाजीराव मस्तानी,2015-12-18,158,"History,Romance,Drama",19500000,56000000,7.3,227,6.443,"Peshwa Bajirao married to Kashibai, falls in love with Mastani, a warrior princess in distress. They struggle to make their love triumph amid opposition from his conservative family.",2015,12,18,22164971.29938,63653250.91104001,41488279.61166
6313,6512,192141,No Escape,2015-08-26,103,Thriller,5000000,54418872,6.9,2162,36.836,"In their new overseas home, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape in an environment where foreigners are being immediately executed.",2015,8,26,5683325.9742,61856037.74485303,56172711.770653024
6314,6513,283445,Sinister 2,2015-08-19,97,Horror,10000000,53329150,5.8,1823,24.302,A young mother and her twin sons move into a rural house that's marked for death.,2015,8,19,11366651.9484,60617388.6754016,49250736.7270016
6315,6514,241251,The Boy Next Door,2015-01-23,91,Thriller,4000000,52425855,4.8,1860,16.318,"A recently cheated on married woman falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",2015,1,23,4546660.77936,59590644.688228585,55043983.90886858
6316,6515,296100,The Night Before,2015-11-20,101,"Comedy,Adventure,Fantasy",25000000,52395996,6.1,1438,10.572,"In New York City for their annual tradition of Christmas Eve debauchery, three lifelong best friends set out to find the Holy Grail of Christmas parties since their yearly reunion might be coming to an end.",2015,11,20,28416629.871,59556705.002175875,31140075.131175876
6317,6516,268920,Hot Pursuit,2015-05-08,87,"Action,Comedy,Crime",35000000,51680201,5.7,1435,12.191,An uptight by-the-book cop must protect the widow of a drug boss from crooked cops and gunmen.,2015,5,8,39783281.8194,58743085.73903537,18959803.91963537
6318,6517,321741,Concussion,2015-11-12,123,"Drama,History",35000000,50363790,7.1,2248,16.151,"A dramatic thriller based on the incredible true David vs. Goliath story of American immigrant Dr. Bennet Omalu, the brilliant forensic neuropathologist who made the first discovery of CTE, a football-related brain trauma, in a pro player and fought for the truth to be known. Omalu's emotional quest puts him at dangerous odds with one of the most powerful institutions in the world.",2015,11,12,39783281.8194,57246767.17323084,17463485.353830844
6319,6519,188222,Entourage,2015-06-03,104,Comedy,30000000,49263404,6.2,866,14.246,"Movie star Vincent Chase, together with his boys, Eric, Turtle and Johnny, are back…and back in business with super agent-turned-studio head Ari Gold. Some of their ambitions have changed, but the bond between them remains strong as they navigate the capricious and often cutthroat world of Hollywood.",2015,6,3,34099955.8452,55995996.70614165,21896040.86094165
6320,6521,210860,Mortdecai,2015-01-21,107,"Comedy,Adventure",60000000,47318560,5.5,2390,17.367,"An art dealer, Charles Mortdecai, searches for a stolen painting rumored to contain a secret code that gains access to hidden Nazi gold.",2015,1,21,68199911.6904,53785360.22194824,-14414551.46845176
6321,6523,272878,Max,2015-06-26,111,"Adventure,Drama",20000000,43967255,7.1,659,29.958,A dog that helped soldiers in Afghanistan returns to the U.S. and is adopted by his handler's family after suffering a traumatic experience.,2015,6,26,22733303.8968,49976048.471154965,27242744.574354965
6322,6524,272693,The DUFF,2015-02-20,100,"Romance,Comedy",8500000,43528634,6.8,4059,21.769,"Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine.",2015,2,20,9661654.156140001,49477483.24672906,39815829.09058906
6323,6526,276907,Legend,2015-09-09,132,"Crime,Thriller",25000000,42972994,7.0,3172,147.571,"Suave, charming and volatile, Reggie Kray and his unstable twin brother Ronnie start to leave their mark on the London underworld in the 1960s. Using violence to get what they want, the siblings orchestrate robberies and murders while running nightclubs and protection rackets. With police Detective Leonard ""Nipper"" Read hot on their heels, the brothers continue their rapid rise to power and achieve tabloid notoriety.",2015,9,9,28416629.871,48845906.597868145,20429276.726868145
6324,6527,299245,The Gallows,2015-07-10,87,"Horror,Thriller",100000,42664410,5.0,840,13.319,"20 years after a horrific accident during a small town school play, students at the school resurrect the failed show in a misguided attempt to honor the anniversary of the tragedy - but soon discover that some things are better left alone.",2015,7,10,113666.51948400003,48495149.90538366,48381483.38589966
6325,6528,333348,Love the Coopers,2015-11-12,107,"Comedy,Family,Drama",17000000,42426912,6.0,680,12.414,"When four generations of the Cooper clan come together for their annual Christmas Eve celebration, a series of unexpected visitors and unlikely events turn the night upside down, leading them all toward a surprising rediscovery of family bonds and the spirit of the holiday.",2015,11,12,19323308.312280003,48225194.19493954,28901885.882659536
