,Unnamed: 0,id,original_title,release_date,vote_average,vote_count,popularity,budget,revenue,overview,overview_punct_sep,overview_tokenize,overview_sent_tokenize,overview_lower,overview_stopwords,overview_stemmed,overview_pos
0,0,12230,One Hundred and One Dalmatians,1961-01-25,7.2,5391,86.694,4000000,85000000,"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement. In a Disney animation classic, Dalmatian Pongo is tired of his bachelor-dog life. He spies lovely Perdita and maneuvers his master, Roger, into meeting Perdita's owner, Anita. The owners fall in love and marry, keeping Pongo and Perdita together too. After Perdita gives birth to a litter of 15 puppies, Anita's old school friend Cruella De Vil wants to buy them all. Roger declines her offer, so Cruella hires the criminal Badun brothers to steal them -- so she can have a fur coat.","['When', 'a', 'litter', 'of', 'dalmatian', 'puppies', 'are', 'abducted', 'by', 'the', 'minions', 'of', 'Cruella', 'De', 'Vil', ',', 'the', 'parents', 'must', 'find', 'them', 'before', 'she', 'uses', 'them', 'for', 'a', 'diabolical', 'fashion', 'statement', '.', 'In', 'a', 'Disney', 'animation', 'classic', ',', 'Dalmatian', 'Pongo', 'is', 'tired', 'of', 'his', 'bachelor-dog', 'life', '.', 'He', 'spies', 'lovely', 'Perdita', 'and', 'maneuvers', 'his', 'master', ',', 'Roger', ',', 'into', 'meeting', ""Perdita's"", 'owner', ',', 'Anita', '.', 'The', 'owners', 'fall', 'in', 'love', 'and', 'marry', ',', 'keeping', 'Pongo', 'and', 'Perdita', 'together', 'too', '.', 'After', 'Perdita', 'gives', 'birth', 'to', 'a', 'litter', 'of', '15', 'puppies', ',', ""Anita's"", 'old', 'school', 'friend', 'Cruella', 'De', 'Vil', 'wants', 'to', 'buy', 'them', 'all', '.', 'Roger', 'declines', 'her', 'offer', ',', 'so', 'Cruella', 'hires', 'the', 'criminal', 'Badun', 'brothers', 'to', 'steal', 'them', '--', 'so', 'she', 'can', 'have', 'a', 'fur', 'coat', '.']","['When', 'a', 'litter', 'of', 'dalmatian', 'puppies', 'are', 'abducted', 'by', 'the', 'minions', 'of', 'Cruella', 'De', 'Vil', ',', 'the', 'parents', 'must', 'find', 'them', 'before', 'she', 'uses', 'them', 'for', 'a', 'diabolical', 'fashion', 'statement', '.', 'In', 'a', 'Disney', 'animation', 'classic', ',', 'Dalmatian', 'Pongo', 'is', 'tired', 'of', 'his', 'bachelor-dog', 'life', '.', 'He', 'spies', 'lovely', 'Perdita', 'and', 'maneuvers', 'his', 'master', ',', 'Roger', ',', 'into', 'meeting', 'Perdita', ""'s"", 'owner', ',', 'Anita', '.', 'The', 'owners', 'fall', 'in', 'love', 'and', 'marry', ',', 'keeping', 'Pongo', 'and', 'Perdita', 'together', 'too', '.', 'After', 'Perdita', 'gives', 'birth', 'to', 'a', 'litter', 'of', '15', 'puppies', ',', 'Anita', ""'s"", 'old', 'school', 'friend', 'Cruella', 'De', 'Vil', 'wants', 'to', 'buy', 'them', 'all', '.', 'Roger', 'declines', 'her', 'offer', ',', 'so', 'Cruella', 'hires', 'the', 'criminal', 'Badun', 'brothers', 'to', 'steal', 'them', '--', 'so', 'she', 'can', 'have', 'a', 'fur', 'coat', '.']","[['When', 'a', 'litter', 'of', 'dalmatian', 'puppies', 'are', 'abducted', 'by', 'the', 'minions', 'of', 'Cruella', 'De', 'Vil', ',', 'the', 'parents', 'must', 'find', 'them', 'before', 'she', 'uses', 'them', 'for', 'a', 'diabolical', 'fashion', 'statement', '.'], ['In', 'a', 'Disney', 'animation', 'classic', ',', 'Dalmatian', 'Pongo', 'is', 'tired', 'of', 'his', 'bachelor-dog', 'life', '.'], ['He', 'spies', 'lovely', 'Perdita', 'and', 'maneuvers', 'his', 'master', ',', 'Roger', ',', 'into', 'meeting', 'Perdita', ""'s"", 'owner', ',', 'Anita', '.'], ['The', 'owners', 'fall', 'in', 'love', 'and', 'marry', ',', 'keeping', 'Pongo', 'and', 'Perdita', 'together', 'too', '.'], ['After', 'Perdita', 'gives', 'birth', 'to', 'a', 'litter', 'of', '15', 'puppies', ',', 'Anita', ""'s"", 'old', 'school', 'friend', 'Cruella', 'De', 'Vil', 'wants', 'to', 'buy', 'them', 'all', '.'], ['Roger', 'declines', 'her', 'offer', ',', 'so', 'Cruella', 'hires', 'the', 'criminal', 'Badun', 'brothers', 'to', 'steal', 'them', '--', 'so', 'she', 'can', 'have', 'a', 'fur', 'coat', '.']]","['when', 'a', 'litter', 'of', 'dalmatian', 'puppies', 'are', 'abducted', 'by', 'the', 'minions', 'of', 'cruella', 'de', 'vil', ',', 'the', 'parents', 'must', 'find', 'them', 'before', 'she', 'uses', 'them', 'for', 'a', 'diabolical', 'fashion', 'statement', '.', 'in', 'a', 'disney', 'animation', 'classic', ',', 'dalmatian', 'pongo', 'is', 'tired', 'of', 'his', 'bachelor-dog', 'life', '.', 'he', 'spies', 'lovely', 'perdita', 'and', 'maneuvers', 'his', 'master', ',', 'roger', ',', 'into', 'meeting', 'perdita', ""'s"", 'owner', ',', 'anita', '.', 'the', 'owners', 'fall', 'in', 'love', 'and', 'marry', ',', 'keeping', 'pongo', 'and', 'perdita', 'together', 'too', '.', 'after', 'perdita', 'gives', 'birth', 'to', 'a', 'litter', 'of', '15', 'puppies', ',', 'anita', ""'s"", 'old', 'school', 'friend', 'cruella', 'de', 'vil', 'wants', 'to', 'buy', 'them', 'all', '.', 'roger', 'declines', 'her', 'offer', ',', 'so', 'cruella', 'hires', 'the', 'criminal', 'badun', 'brothers', 'to', 'steal', 'them', '--', 'so', 'she', 'can', 'have', 'a', 'fur', 'coat', '.']","['litter', 'dalmatian', 'puppies', 'abducted', 'minions', 'cruella', 'de', 'vil', ',', 'parents', 'must', 'find', 'uses', 'diabolical', 'fashion', 'statement', '.', 'disney', 'animation', 'classic', ',', 'dalmatian', 'pongo', 'tired', 'bachelor-dog', 'life', '.', 'spies', 'lovely', 'perdita', 'maneuvers', 'master', ',', 'roger', ',', 'meeting', 'perdita', ""'s"", 'owner', ',', 'anita', '.', 'owners', 'fall', 'love', 'marry', ',', 'keeping', 'pongo', 'perdita', 'together', '.', 'perdita', 'gives', 'birth', 'litter', '15', 'puppies', ',', 'anita', ""'s"", 'old', 'school', 'friend', 'cruella', 'de', 'vil', 'wants', 'buy', '.', 'roger', 'declines', 'offer', ',', 'cruella', 'hires', 'criminal', 'badun', 'brothers', 'steal', '--', 'fur', 'coat', '.']","['when', 'a', 'litter', 'of', 'dalmatian', 'puppi', 'are', 'abduct', 'by', 'the', 'minion', 'of', 'cruella', 'de', 'vil', ',', 'the', 'parent', 'must', 'find', 'them', 'befor', 'she', 'use', 'them', 'for', 'a', 'diabol', 'fashion', 'statement', '.', 'in', 'a', 'disney', 'anim', 'classic', ',', 'dalmatian', 'pongo', 'is', 'tire', 'of', 'hi', 'bachelor-dog', 'life', '.', 'he', 'spi', 'love', 'perdita', 'and', 'maneuv', 'hi', 'master', ',', 'roger', ',', 'into', 'meet', 'perdita', ""'s"", 'owner', ',', 'anita', '.', 'the', 'owner', 'fall', 'in', 'love', 'and', 'marri', ',', 'keep', 'pongo', 'and', 'perdita', 'togeth', 'too', '.', 'after', 'perdita', 'give', 'birth', 'to', 'a', 'litter', 'of', '15', 'puppi', ',', 'anita', ""'s"", 'old', 'school', 'friend', 'cruella', 'de', 'vil', 'want', 'to', 'buy', 'them', 'all', '.', 'roger', 'declin', 'her', 'offer', ',', 'so', 'cruella', 'hire', 'the', 'crimin', 'badun', 'brother', 'to', 'steal', 'them', '--', 'so', 'she', 'can', 'have', 'a', 'fur', 'coat', '.']","[('when', 'WRB'), ('a', 'DT'), ('litter', 'NN'), ('of', 'IN'), ('dalmatian', 'JJ'), ('puppies', 'NNS'), ('are', 'VBP'), ('abducted', 'VBN'), ('by', 'IN'), ('the', 'DT'), ('minions', 'NNS'), ('of', 'IN'), ('cruella', 'NN'), ('de', 'FW'), ('vil', 'FW'), (',', ','), ('the', 'DT'), ('parents', 'NNS'), ('must', 'MD'), ('find', 'VB'), ('them', 'PRP'), ('before', 'IN'), ('she', 'PRP'), ('uses', 'VBZ'), ('them', 'PRP'), ('for', 'IN'), ('a', 'DT'), ('diabolical', 'JJ'), ('fashion', 'NN'), ('statement', 'NN'), ('.', '.'), ('in', 'IN'), ('a', 'DT'), ('disney', 'NN'), ('animation', 'NN'), ('classic', 'JJ'), (',', ','), ('dalmatian', 'JJ'), ('pongo', 'NN'), ('is', 'VBZ'), ('tired', 'VBN'), ('of', 'IN'), ('his', 'PRP$'), ('bachelor-dog', 'JJ'), ('life', 'NN'), ('.', '.'), ('he', 'PRP'), ('spies', 'VBZ'), ('lovely', 'RB'), ('perdita', 'JJ'), ('and', 'CC'), ('maneuvers', 'NNS'), ('his', 'PRP$'), ('master', 'NN'), (',', ','), ('roger', 'NN'), (',', ','), ('into', 'IN'), ('meeting', 'VBG'), ('perdita', 'NN'), (""'s"", 'POS'), ('owner', 'NN'), (',', ','), ('anita', 'RB'), ('.', '.'), ('the', 'DT'), ('owners', 'NNS'), ('fall', 'VBP'), ('in', 'IN'), ('love', 'NN'), ('and', 'CC'), ('marry', 'NN'), (',', ','), ('keeping', 'VBG'), ('pongo', 'NN'), ('and', 'CC'), ('perdita', 'VB'), ('together', 'RB'), ('too', 'RB'), ('.', '.'), ('after', 'IN'), ('perdita', 'JJ'), ('gives', 'VBZ'), ('birth', 'NN'), ('to', 'TO'), ('a', 'DT'), ('litter', 'NN'), ('of', 'IN'), ('15', 'CD'), ('puppies', 'NNS'), (',', ','), ('anita', 'VBP'), (""'s"", 'POS'), ('old', 'JJ'), ('school', 'NN'), ('friend', 'NN'), ('cruella', 'NN'), ('de', 'IN'), ('vil', 'FW'), ('wants', 'VBZ'), ('to', 'TO'), ('buy', 'VB'), ('them', 'PRP'), ('all', 'DT'), ('.', '.'), ('roger', 'NN'), ('declines', 'VBZ'), ('her', 'PRP$'), ('offer', 'NN'), (',', ','), ('so', 'IN'), ('cruella', 'JJ'), ('hires', 'NNS'), ('the', 'DT'), ('criminal', 'JJ'), ('badun', 'NN'), ('brothers', 'NNS'), ('to', 'TO'), ('steal', 'VB'), ('them', 'PRP'), ('--', ':'), ('so', 'IN'), ('she', 'PRP'), ('can', 'MD'), ('have', 'VB'), ('a', 'DT'), ('fur', 'JJ'), ('coat', 'NN'), ('.', '.')]"
1,1,1725,West Side Story,1961-12-13,7.3,1530,16.23,6000000,43656822,"In the slums of the upper West Side of Manhattan, New York, a gang of Polish-American teenagers called the Jets compete with a rival gang of recently immigrated Puerto Ricans, the Sharks, to ""own"" the neighborhood streets. Tensions are high between the gangs but two kids, one from each rival gang, fall in love leading to tragedy.","['In', 'the', 'slums', 'of', 'the', 'upper', 'West', 'Side', 'of', 'Manhattan', ',', 'New', 'York', ',', 'a', 'gang', 'of', 'Polish-American', 'teenagers', 'called', 'the', 'Jets', 'compete', 'with', 'a', 'rival', 'gang', 'of', 'recently', 'immigrated', 'Puerto', 'Ricans', ',', 'the', 'Sharks', ',', 'to', '""', 'own', '""', 'the', 'neighborhood', 'streets', '.', 'Tensions', 'are', 'high', 'between', 'the', 'gangs', 'but', 'two', 'kids', ',', 'one', 'from', 'each', 'rival', 'gang', ',', 'fall', 'in', 'love', 'leading', 'to', 'tragedy', '.']","['In', 'the', 'slums', 'of', 'the', 'upper', 'West', 'Side', 'of', 'Manhattan', ',', 'New', 'York', ',', 'a', 'gang', 'of', 'Polish-American', 'teenagers', 'called', 'the', 'Jets', 'compete', 'with', 'a', 'rival', 'gang', 'of', 'recently', 'immigrated', 'Puerto', 'Ricans', ',', 'the', 'Sharks', ',', 'to', '``', 'own', ""''"", 'the', 'neighborhood', 'streets', '.', 'Tensions', 'are', 'high', 'between', 'the', 'gangs', 'but', 'two', 'kids', ',', 'one', 'from', 'each', 'rival', 'gang', ',', 'fall', 'in', 'love', 'leading', 'to', 'tragedy', '.']","[['In', 'the', 'slums', 'of', 'the', 'upper', 'West', 'Side', 'of', 'Manhattan', ',', 'New', 'York', ',', 'a', 'gang', 'of', 'Polish-American', 'teenagers', 'called', 'the', 'Jets', 'compete', 'with', 'a', 'rival', 'gang', 'of', 'recently', 'immigrated', 'Puerto', 'Ricans', ',', 'the', 'Sharks', ',', 'to', '``', 'own', ""''"", 'the', 'neighborhood', 'streets', '.'], ['Tensions', 'are', 'high', 'between', 'the', 'gangs', 'but', 'two', 'kids', ',', 'one', 'from', 'each', 'rival', 'gang', ',', 'fall', 'in', 'love', 'leading', 'to', 'tragedy', '.']]","['in', 'the', 'slums', 'of', 'the', 'upper', 'west', 'side', 'of', 'manhattan', ',', 'new', 'york', ',', 'a', 'gang', 'of', 'polish-american', 'teenagers', 'called', 'the', 'jets', 'compete', 'with', 'a', 'rival', 'gang', 'of', 'recently', 'immigrated', 'puerto', 'ricans', ',', 'the', 'sharks', ',', 'to', '``', 'own', ""''"", 'the', 'neighborhood', 'streets', '.', 'tensions', 'are', 'high', 'between', 'the', 'gangs', 'but', 'two', 'kids', ',', 'one', 'from', 'each', 'rival', 'gang', ',', 'fall', 'in', 'love', 'leading', 'to', 'tragedy', '.']","['slums', 'upper', 'west', 'side', 'manhattan', ',', 'new', 'york', ',', 'gang', 'polish-american', 'teenagers', 'called', 'jets', 'compete', 'rival', 'gang', 'recently', 'immigrated', 'puerto', 'ricans', ',', 'sharks', ',', '``', ""''"", 'neighborhood', 'streets', '.', 'tensions', 'high', 'gangs', 'two', 'kids', ',', 'one', 'rival', 'gang', ',', 'fall', 'love', 'leading', 'tragedy', '.']","['in', 'the', 'slum', 'of', 'the', 'upper', 'west', 'side', 'of', 'manhattan', ',', 'new', 'york', ',', 'a', 'gang', 'of', 'polish-american', 'teenag', 'call', 'the', 'jet', 'compet', 'with', 'a', 'rival', 'gang', 'of', 'recent', 'immigr', 'puerto', 'rican', ',', 'the', 'shark', ',', 'to', '``', 'own', ""''"", 'the', 'neighborhood', 'street', '.', 'tension', 'are', 'high', 'between', 'the', 'gang', 'but', 'two', 'kid', ',', 'one', 'from', 'each', 'rival', 'gang', ',', 'fall', 'in', 'love', 'lead', 'to', 'tragedi', '.']","[('in', 'IN'), ('the', 'DT'), ('slums', 'NNS'), ('of', 'IN'), ('the', 'DT'), ('upper', 'JJ'), ('west', 'JJ'), ('side', 'NN'), ('of', 'IN'), ('manhattan', 'NN'), (',', ','), ('new', 'JJ'), ('york', 'NN'), (',', ','), ('a', 'DT'), ('gang', 'NN'), ('of', 'IN'), ('polish-american', 'JJ'), ('teenagers', 'NNS'), ('called', 'VBD'), ('the', 'DT'), ('jets', 'NNS'), ('compete', 'VBP'), ('with', 'IN'), ('a', 'DT'), ('rival', 'JJ'), ('gang', 'NN'), ('of', 'IN'), ('recently', 'RB'), ('immigrated', 'VBN'), ('puerto', 'NN'), ('ricans', 'NNS'), (',', ','), ('the', 'DT'), ('sharks', 'NNS'), (',', ','), ('to', 'TO'), ('``', '``'), ('own', 'VB'), (""''"", ""''""), ('the', 'DT'), ('neighborhood', 'NN'), ('streets', 'NNS'), ('.', '.'), ('tensions', 'NNS'), ('are', 'VBP'), ('high', 'JJ'), ('between', 'IN'), ('the', 'DT'), ('gangs', 'NNS'), ('but', 'CC'), ('two', 'CD'), ('kids', 'NNS'), (',', ','), ('one', 'CD'), ('from', 'IN'), ('each', 'DT'), ('rival', 'JJ'), ('gang', 'NN'), (',', ','), ('fall', 'NN'), ('in', 'IN'), ('love', 'NN'), ('leading', 'VBG'), ('to', 'TO'), ('tragedy', 'VB'), ('.', '.')]"
2,2,10911,The Guns of Navarone,1961-04-27,7.3,603,20.224,6000000,28900000,"A team of allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.","['A', 'team', 'of', 'allied', 'saboteurs', 'are', 'assigned', 'an', 'impossible', 'mission', ':', 'infiltrate', 'an', 'impregnable', 'Nazi-held', 'island', 'and', 'destroy', 'the', 'two', 'enormous', 'long-range', 'field', 'guns', 'that', 'prevent', 'the', 'rescue', 'of', '2,000', 'trapped', 'British', 'soldiers', '.']","['A', 'team', 'of', 'allied', 'saboteurs', 'are', 'assigned', 'an', 'impossible', 'mission', ':', 'infiltrate', 'an', 'impregnable', 'Nazi-held', 'island', 'and', 'destroy', 'the', 'two', 'enormous', 'long-range', 'field', 'guns', 'that', 'prevent', 'the', 'rescue', 'of', '2,000', 'trapped', 'British', 'soldiers', '.']","[['A', 'team', 'of', 'allied', 'saboteurs', 'are', 'assigned', 'an', 'impossible', 'mission', ':', 'infiltrate', 'an', 'impregnable', 'Nazi-held', 'island', 'and', 'destroy', 'the', 'two', 'enormous', 'long-range', 'field', 'guns', 'that', 'prevent', 'the', 'rescue', 'of', '2,000', 'trapped', 'British', 'soldiers', '.']]","['a', 'team', 'of', 'allied', 'saboteurs', 'are', 'assigned', 'an', 'impossible', 'mission', ':', 'infiltrate', 'an', 'impregnable', 'nazi-held', 'island', 'and', 'destroy', 'the', 'two', 'enormous', 'long-range', 'field', 'guns', 'that', 'prevent', 'the', 'rescue', 'of', '2,000', 'trapped', 'british', 'soldiers', '.']","['team', 'allied', 'saboteurs', 'assigned', 'impossible', 'mission', ':', 'infiltrate', 'impregnable', 'nazi-held', 'island', 'destroy', 'two', 'enormous', 'long-range', 'field', 'guns', 'prevent', 'rescue', '2,000', 'trapped', 'british', 'soldiers', '.']","['a', 'team', 'of', 'alli', 'saboteur', 'are', 'assign', 'an', 'imposs', 'mission', ':', 'infiltr', 'an', 'impregn', 'nazi-held', 'island', 'and', 'destroy', 'the', 'two', 'enorm', 'long-rang', 'field', 'gun', 'that', 'prevent', 'the', 'rescu', 'of', '2,000', 'trap', 'british', 'soldier', '.']","[('a', 'DT'), ('team', 'NN'), ('of', 'IN'), ('allied', 'JJ'), ('saboteurs', 'NNS'), ('are', 'VBP'), ('assigned', 'VBN'), ('an', 'DT'), ('impossible', 'JJ'), ('mission', 'NN'), (':', ':'), ('infiltrate', 'VB'), ('an', 'DT'), ('impregnable', 'JJ'), ('nazi-held', 'JJ'), ('island', 'NN'), ('and', 'CC'), ('destroy', 'VB'), ('the', 'DT'), ('two', 'CD'), ('enormous', 'JJ'), ('long-range', 'JJ'), ('field', 'NN'), ('guns', 'NNS'), ('that', 'WDT'), ('prevent', 'VBP'), ('the', 'DT'), ('rescue', 'NN'), ('of', 'IN'), ('2,000', 'CD'), ('trapped', 'JJ'), ('british', 'JJ'), ('soldiers', 'NNS'), ('.', '.')]"
3,3,40894,Lover Come Back,1961-12-20,7.1,102,8.889,0,16937969,"Jerry Webster and Carol Templeton are rival Madison Avenue advertising executives who each dislike each other’s methods. After he steals a client out from under her cute little nose, revenge prompts her to infiltrate his secret ""VIP"" campaign in order to persuade the mystery product’s scientist to switch to her firm.","['Jerry', 'Webster', 'and', 'Carol', 'Templeton', 'are', 'rival', 'Madison', 'Avenue', 'advertising', 'executives', 'who', 'each', 'dislike', 'each', 'other’s', 'methods', '.', 'After', 'he', 'steals', 'a', 'client', 'out', 'from', 'under', 'her', 'cute', 'little', 'nose', ',', 'revenge', 'prompts', 'her', 'to', 'infiltrate', 'his', 'secret', '""', 'VIP', '""', 'campaign', 'in', 'order', 'to', 'persuade', 'the', 'mystery', 'product’s', 'scientist', 'to', 'switch', 'to', 'her', 'firm', '.']","['Jerry', 'Webster', 'and', 'Carol', 'Templeton', 'are', 'rival', 'Madison', 'Avenue', 'advertising', 'executives', 'who', 'each', 'dislike', 'each', 'other', '’', 's', 'methods', '.', 'After', 'he', 'steals', 'a', 'client', 'out', 'from', 'under', 'her', 'cute', 'little', 'nose', ',', 'revenge', 'prompts', 'her', 'to', 'infiltrate', 'his', 'secret', '``', 'VIP', ""''"", 'campaign', 'in', 'order', 'to', 'persuade', 'the', 'mystery', 'product', '’', 's', 'scientist', 'to', 'switch', 'to', 'her', 'firm', '.']","[['Jerry', 'Webster', 'and', 'Carol', 'Templeton', 'are', 'rival', 'Madison', 'Avenue', 'advertising', 'executives', 'who', 'each', 'dislike', 'each', 'other', '’', 's', 'methods', '.'], ['After', 'he', 'steals', 'a', 'client', 'out', 'from', 'under', 'her', 'cute', 'little', 'nose', ',', 'revenge', 'prompts', 'her', 'to', 'infiltrate', 'his', 'secret', '``', 'VIP', ""''"", 'campaign', 'in', 'order', 'to', 'persuade', 'the', 'mystery', 'product', '’', 's', 'scientist', 'to', 'switch', 'to', 'her', 'firm', '.']]","['jerry', 'webster', 'and', 'carol', 'templeton', 'are', 'rival', 'madison', 'avenue', 'advertising', 'executives', 'who', 'each', 'dislike', 'each', 'other', '’', 's', 'methods', '.', 'after', 'he', 'steals', 'a', 'client', 'out', 'from', 'under', 'her', 'cute', 'little', 'nose', ',', 'revenge', 'prompts', 'her', 'to', 'infiltrate', 'his', 'secret', '``', 'vip', ""''"", 'campaign', 'in', 'order', 'to', 'persuade', 'the', 'mystery', 'product', '’', 's', 'scientist', 'to', 'switch', 'to', 'her', 'firm', '.']","['jerry', 'webster', 'carol', 'templeton', 'rival', 'madison', 'avenue', 'advertising', 'executives', 'dislike', '’', 'methods', '.', 'steals', 'client', 'cute', 'little', 'nose', ',', 'revenge', 'prompts', 'infiltrate', 'secret', '``', 'vip', ""''"", 'campaign', 'order', 'persuade', 'mystery', 'product', '’', 'scientist', 'switch', 'firm', '.']","['jerri', 'webster', 'and', 'carol', 'templeton', 'are', 'rival', 'madison', 'avenu', 'advertis', 'execut', 'who', 'each', 'dislik', 'each', 'other', '’', 's', 'method', '.', 'after', 'he', 'steal', 'a', 'client', 'out', 'from', 'under', 'her', 'cute', 'littl', 'nose', ',', 'reveng', 'prompt', 'her', 'to', 'infiltr', 'hi', 'secret', '``', 'vip', ""''"", 'campaign', 'in', 'order', 'to', 'persuad', 'the', 'mysteri', 'product', '’', 's', 'scientist', 'to', 'switch', 'to', 'her', 'firm', '.']","[('jerry', 'NN'), ('webster', 'NN'), ('and', 'CC'), ('carol', 'NN'), ('templeton', 'NN'), ('are', 'VBP'), ('rival', 'JJ'), ('madison', 'JJ'), ('avenue', 'NN'), ('advertising', 'VBG'), ('executives', 'NNS'), ('who', 'WP'), ('each', 'DT'), ('dislike', 'NN'), ('each', 'DT'), ('other', 'JJ'), ('’', 'JJ'), ('s', 'JJ'), ('methods', 'NNS'), ('.', '.'), ('after', 'IN'), ('he', 'PRP'), ('steals', 'VBZ'), ('a', 'DT'), ('client', 'NN'), ('out', 'IN'), ('from', 'IN'), ('under', 'IN'), ('her', 'PRP$'), ('cute', 'JJ'), ('little', 'JJ'), ('nose', 'JJ'), (',', ','), ('revenge', 'NN'), ('prompts', 'NNS'), ('her', 'PRP$'), ('to', 'TO'), ('infiltrate', 'VB'), ('his', 'PRP$'), ('secret', 'JJ'), ('``', '``'), ('vip', 'NN'), (""''"", ""''""), ('campaign', 'NN'), ('in', 'IN'), ('order', 'NN'), ('to', 'TO'), ('persuade', 'VB'), ('the', 'DT'), ('mystery', 'NN'), ('product', 'NN'), ('’', 'NNP'), ('s', 'JJ'), ('scientist', 'NN'), ('to', 'TO'), ('switch', 'VB'), ('to', 'TO'), ('her', 'PRP$'), ('firm', 'NN'), ('.', '.')]"
4,4,36362,King of Kings,1961-10-11,7.1,147,25.296,5037000,14483352,"Who is Jesus, and why does he impact all he meets? He is respected and reviled, emulated and accused, beloved, betrayed, and finally crucified. Yet that terrible fate would not be the end of the story.","['Who', 'is', 'Jesus', ',', 'and', 'why', 'does', 'he', 'impact', 'all', 'he', 'meets', '?', 'He', 'is', 'respected', 'and', 'reviled', ',', 'emulated', 'and', 'accused', ',', 'beloved', ',', 'betrayed', ',', 'and', 'finally', 'crucified', '.', 'Yet', 'that', 'terrible', 'fate', 'would', 'not', 'be', 'the', 'end', 'of', 'the', 'story', '.']","['Who', 'is', 'Jesus', ',', 'and', 'why', 'does', 'he', 'impact', 'all', 'he', 'meets', '?', 'He', 'is', 'respected', 'and', 'reviled', ',', 'emulated', 'and', 'accused', ',', 'beloved', ',', 'betrayed', ',', 'and', 'finally', 'crucified', '.', 'Yet', 'that', 'terrible', 'fate', 'would', 'not', 'be', 'the', 'end', 'of', 'the', 'story', '.']","[['Who', 'is', 'Jesus', ',', 'and', 'why', 'does', 'he', 'impact', 'all', 'he', 'meets', '?'], ['He', 'is', 'respected', 'and', 'reviled', ',', 'emulated', 'and', 'accused', ',', 'beloved', ',', 'betrayed', ',', 'and', 'finally', 'crucified', '.'], ['Yet', 'that', 'terrible', 'fate', 'would', 'not', 'be', 'the', 'end', 'of', 'the', 'story', '.']]","['who', 'is', 'jesus', ',', 'and', 'why', 'does', 'he', 'impact', 'all', 'he', 'meets', '?', 'he', 'is', 'respected', 'and', 'reviled', ',', 'emulated', 'and', 'accused', ',', 'beloved', ',', 'betrayed', ',', 'and', 'finally', 'crucified', '.', 'yet', 'that', 'terrible', 'fate', 'would', 'not', 'be', 'the', 'end', 'of', 'the', 'story', '.']","['jesus', ',', 'impact', 'meets', '?', 'respected', 'reviled', ',', 'emulated', 'accused', ',', 'beloved', ',', 'betrayed', ',', 'finally', 'crucified', '.', 'yet', 'terrible', 'fate', 'would', 'end', 'story', '.']","['who', 'is', 'jesu', ',', 'and', 'whi', 'doe', 'he', 'impact', 'all', 'he', 'meet', '?', 'he', 'is', 'respect', 'and', 'revil', ',', 'emul', 'and', 'accus', ',', 'belov', ',', 'betray', ',', 'and', 'final', 'crucifi', '.', 'yet', 'that', 'terribl', 'fate', 'would', 'not', 'be', 'the', 'end', 'of', 'the', 'stori', '.']","[('who', 'WP'), ('is', 'VBZ'), ('jesus', 'NN'), (',', ','), ('and', 'CC'), ('why', 'WRB'), ('does', 'VBZ'), ('he', 'PRP'), ('impact', 'VB'), ('all', 'DT'), ('he', 'PRP'), ('meets', 'VBZ'), ('?', '.'), ('he', 'PRP'), ('is', 'VBZ'), ('respected', 'VBN'), ('and', 'CC'), ('reviled', 'VBN'), (',', ','), ('emulated', 'VBN'), ('and', 'CC'), ('accused', 'VBN'), (',', ','), ('beloved', 'VBN'), (',', ','), ('betrayed', 'VBN'), (',', ','), ('and', 'CC'), ('finally', 'RB'), ('crucified', 'VBN'), ('.', '.'), ('yet', 'CC'), ('that', 'DT'), ('terrible', 'JJ'), ('fate', 'NN'), ('would', 'MD'), ('not', 'RB'), ('be', 'VB'), ('the', 'DT'), ('end', 'NN'), ('of', 'IN'), ('the', 'DT'), ('story', 'NN'), ('.', '.')]"
