,original_title,id,runtime,genres,budget,revenue,vote_average,vote_count,popularity,year,month,day,fixed_budget,fixed_revenue,fixed_gross,gross_factor,pop_factor,freshness_factor,runtime_factor,goodness_factor,predicted_goodness
375,Red Sonja,9626,89,"Adventure,Fantasy,Action",17900000,6948633,5.3,649,17.234,1985,4,9,46967830.88599546,18232526.23647192,-28735304.649523545,8.789502957772315,6.508932901640616,4.305992976375693,4.306009760775681,5.977609649141076,7.004782331739883
376,Into the Night,11338,115,"Thriller,Action,Comedy,Crime,Drama,Romance",11400000,6700000,6.6,215,10.531,1985,2,22,29912473.30169544,17580137.817663115,-12332335.484032324,8.817545819208176,5.801194008059378,4.305992976375693,6.071250033605381,6.248995709312156,6.950049516346711
377,Plenty,41166,124,"Drama,Romance",10000000,6148000,5.8,36,3.959,1985,9,20,26239011.66815389,16131744.373581028,-10107267.294572862,8.821219795943712,4.269442197207437,4.305992976375693,4.822816088439929,5.554867764491693,7.14546689666895
378,Gymkata,14570,90,"Action,Drama",8500000,5730596,5.4,48,4.34,1985,5,3,22303159.917930808,15036517.530947603,-7266642.386983205,8.825867354625444,4.442272553162041,4.305992976375693,4.373070830551557,5.486800928678683,7.230019046963205
379,King David,42040,114,"Action,Adventure,History,Drama",22000000,5111099,5.2,36,7.969,1985,3,29,57725825.66993858,13411018.629808972,-44314807.04012961,8.761161067948986,4.182157574236851,4.305992976375693,6.325279691325684,5.893647827471803,6.887199170987509
380,Godzilla 1985,39256,87,"Action,Fiction,Thriller",700000,4116395,6.7,132,11.84,1985,7,26,1836730.816770773,10801013.643573027,8964282.826802254,8.851546965493503,5.423279331645554,4.305992976375693,4.179641981136561,5.690115313662828,6.883027244804968
381,Starchaser: The Legend of Orin,32147,107,"Adventure,Animation,Family,Fiction",15000000,3360800,6.1,36,3.857,1985,1,1,39358517.50223084,8818407.04143316,-30540110.46079768,8.786308893971439,4.309752330777893,4.305992976375693,6.758310451071175,6.04009116304905,7.273369255176579
382,My Beautiful Laundrette,11240,98,"Comedy,Drama,Romance",860000,2451545,6.8,193,6.198,1985,11,16,2256555.0034612347,6432611.786000432,4176056.7825391977,8.844121230175219,5.738771608689242,4.305992976375693,5.050343552158344,5.984807341849624,7.214445214719677
383,Desert Hearts,294,91,"Drama,Romance",350000,2400000,7.2,102,7.548,1985,10,1,918365.4083853865,6297362.800356935,5378997.391971548,8.845998247505726,5.274722170461516,4.305992976375693,4.443065161753528,5.717444639024115,7.217679196552648
384,Re-Animator,1694,86,"Fiction,Comedy,Horror",900000,2023414,7.0,1050,11.589,1985,10,18,2361511.050133849,5309238.355550596,2947727.305416746,8.842196553223964,7.115865550916488,4.305992976375693,4.119896095505944,6.095987794005522,7.28012618885913
385,Warning Sign,34028,99,"Drama,Fiction,Thriller",707990,1918117,6.2,48,4.541,1985,8,23,1857695.7870936284,5032949.4343884345,3175253.6472948063,8.842553682087086,4.552698179469421,4.305992976375693,5.161963534029777,5.715802092990495,7.023290932352946
386,Burke & Wills,176049,140,"History,Adventure,Drama",9000000,1600000,5.2,6,1.608,1985,10,30,23615110.501338504,4198241.866904622,-19416868.63443388,8.805645892872684,2.7499775031821327,4.305992976375693,3.7849667546428,4.911645781768328,7.125634374482292
387,Bliss,54407,112,"Comedy,Drama,Romance",3400000,660537,6.4,17,1.831,1985,10,4,8921263.967172323,1733183.8050247373,-7188080.162147585,8.825995216744637,3.7483963620617766,4.305992976375693,7.081009965973052,5.990348630288789,6.978794390590183
388,Mishima: A Life in Four Chapters,27064,121,Drama,5000000,502758,7.8,195,12.506,1985,5,15,13119505.834076945,1319187.3028257715,-11800318.531251172,8.818426981423993,5.856678944666401,4.305992976375693,5.128037205041429,6.027284026876879,7.026659104232079
389,Subway,10656,104,"Action,Thriller",2000000,390659,6.5,340,8.313,1985,4,10,5247802.333630781,1025050.6059269336,-4222751.727703847,8.830795216403724,6.155322582595276,4.305992976375693,5.918707639071406,6.3027046036115255,7.170437025546954
390,Revolution,12701,126,"Adventure,Drama,History,War",28000000,358574,5.4,85,4.347,1985,12,25,73469232.67083089,940862.7369896616,-72528369.93384123,8.704845446185322,4.8990412586597,4.305992976375693,4.649698314369313,5.639894498897507,7.086118375240262
391,Aşık Oldum,219210,92,"Comedy,Romance",65000,176000,5.0,15,0.906,1985,9,4,170553.5758430003,461806.6053595085,291253.0295165082,8.838005982624603,3.4510326522155017,4.305992976375693,4.516306680709556,5.277834572981337,6.807240671695572
392,Seven Minutes in Heaven,38981,88,"Comedy,Drama,Romance",31430,31430,6.3,31,5.901,1985,5,9,82469.21367300769,82469.21367300769,0.0,8.837544170406538,4.216015973680893,4.305992976375693,4.241611632744427,5.400291188301888,7.1431038467973575
393,Top Gun,744,110,"Action,Drama",15000000,356830601,7.0,6466,140.525,1986,5,16,37844728.36752966,900277144.5378233,862432416.1702937,9.468374918784695,8.568834241020248,4.7937877132408815,10.0,8.207749218261457,6.958446659134003
394,Crocodile Dundee,9671,97,"Adventure,Comedy",5000000,328203506,6.4,1550,16.169,1986,9,26,12614909.455843216,828051502.2560589,815436592.8002157,9.44941293927001,7.35554221338702,4.7937877132408815,4.946821826697015,6.636391173148732,7.194212415627512
395,Aliens,679,137,"Action,Thriller,Fiction",18500000,183316455,7.9,7922,56.596,1986,7,18,46675164.98661991,462504096.31823146,415828931.3316116,9.244887607659823,8.827843151846727,4.7937877132408815,3.936633747144537,6.700788054972993,7.005512196725968
396,Platoon,792,120,"Drama,War,Action",6000000,138530565,7.7,3674,24.989,1986,12,19,15137891.347011866,349510106.8683607,334372215.52134883,9.188902494882726,8.193182997022317,4.7937877132408815,5.246259359513946,6.855533141164968,7.168414674523863
397,Star Trek IV: The Voyage Home,168,119,"Fiction,Adventure",24000000,133000000,7.2,1170,20.215,1986,11,26,60551565.38804746,335556591.5254296,275005026.13738215,9.143255795125398,7.224879685497354,4.7937877132408815,5.375484537478269,6.634351932835476,6.990067905413356
398,The Karate Kid Part II,8856,113,"Adventure,Drama,Action,Romance,Family",13000000,115103979,6.3,1763,63.996,1986,6,18,32798764.585192367,290405254.61845565,257606490.03326327,9.128959619446409,7.445875682069741,4.7937877132408815,6.645092790656811,7.00342895135346,7.018346292083009
399,Police Academy 3: Back in Training,12118,84,"Comedy,Crime",12000000,107600000,5.7,983,19.419,1986,3,20,30275782.69402373,271472851.489746,241197068.79572225,9.115050618438868,6.898947231226115,4.7937877132408815,4.006377390815473,6.203540738430334,6.960807648097839
400,Legal Eagles,9930,116,"Comedy,Crime,Romance,Thriller",40000000,93151591,6.1,171,8.816,1986,6,18,100919275.64674573,235019777.22654808,134100501.57980236,9.012007841168616,5.555200566499428,4.7937877132408815,5.859713920736208,6.305177510411284,7.203610466313452
401,Back to School,15596,96,Comedy,11000000,91258000,6.3,343,10.481,1986,6,13,27752800.80285508,230242281.42426804,202489480.62141296,9.080447035595038,6.137363803690159,4.7937877132408815,4.850202988915883,6.21545038536049,7.025017387250402
402,An American Tail,4978,80,"Drama,Family,Animation,Adventure",9000000,84542002,6.7,1116,10.176,1986,11,21,22706837.020517785,213297940.08914325,190591103.06862545,9.069257390816578,7.129580257910973,4.7937877132408815,3.7993587332452874,6.19799602380343,7.140125098838889
403,The Golden Child,10136,94,"Action,Adventure,Comedy,Fantasy,Mystery",25000000,79817939,5.9,883,16.569,1986,12,12,63074547.27921609,201379214.6874033,138304667.40818724,9.01652630259544,6.840758908960224,4.7937877132408815,4.674067902962041,6.331285206939646,7.048314998238722
404,The Name of the Rose,192,130,"Drama,Thriller,Mystery",18000000,77200000,7.5,2489,13.391,1986,9,24,45413674.04103557,194774201.9982193,149360527.95718378,9.028198346100764,7.860893980565168,4.7937877132408815,4.352952023707719,6.508958015903633,7.162727948158614
405,Ruthless People,12151,93,Comedy,11000000,71600000,6.6,306,11.037,1986,6,26,27752800.80285508,180645503.40767485,152892702.60481977,9.031864989088117,6.083309869005054,4.7937877132408815,4.593162894973244,6.125531366576824,7.114938661850524
406,Ferris Bueller's Day Off,9377,103,Comedy,6000000,70136369,7.6,4045,21.475,1986,6,11,15137891.347011866,176952788.89932185,161814897.55231,9.04099704541833,8.259628832815103,4.7937877132408815,5.729107246376018,6.955880209462583,7.367848906343757
407,Down and Out in Beverly Hills,9941,103,Comedy,14000000,62134225,5.9,204,7.524,1986,1,31,35321746.476361,156763524.496798,121441778.020437,8.998124638865177,5.669598531037967,4.7937877132408815,5.729107246376018,6.297654532380011,7.071875096958764
408,The Fly,9426,96,"Horror,Fiction",15000000,60629159,7.4,3489,31.676,1986,8,15,37844728.36752966,152966270.23378435,115121541.86625469,8.991030791169031,8.120120695252892,4.7937877132408815,4.850202988915883,6.688785547144672,7.18793936254882
409,The Money Pit,10466,91,"Comedy,Romance",10000000,54999651,6.5,912,14.728,1986,3,26,25229818.91168643,138763123.49359545,113533304.58190902,8.989230580337894,6.944002112819151,4.7937877132408815,4.443065161753528,6.292521392037863,7.15367218424637
410,Heartburn,13818,108,"Comedy,Drama,Romance",15000000,52600000,6.1,152,7.64,1986,7,25,37844728.36752966,132708847.47547066,94864119.107941,8.967516448306199,5.461054829154405,4.7937877132408815,7.247971097183509,6.617582521971249,7.1821074148664215
411,The Color of Money,11873,119,Drama,13800000,52293982,6.8,1060,11.399,1986,10,17,34817150.09812727,131936769.60309902,97119619.50497174,8.970195665413307,7.100271881727986,4.7937877132408815,5.375484537478269,6.55993494946511,6.920415956268095
412,Stand by Me,235,89,"Crime,Drama",8000000,52287414,7.9,4717,24.149,1986,8,8,20183855.12934916,131920198.65803784,111736343.52868868,8.98718514155518,8.413421791496308,4.7937877132408815,4.306009760775681,6.6251011017670125,7.212899638630893
413,Cobra,9874,87,"Action,Crime,Thriller",25000000,49042224,6.0,1389,38.299,1986,3,21,63074547.27921609,123732643.05463624,60658095.77542014,8.924817322565374,7.216294050676653,4.7937877132408815,4.179641981136561,6.278635266904868,7.196469991014566
414,Heartbreak Ridge,10015,130,"War,Action,Comedy,Drama",15000000,42724017,6.8,800,10.099,1986,12,5,37844728.36752966,107791921.20898125,69947192.84145159,8.936815793145858,6.875334705128327,4.7937877132408815,4.352952023707719,6.239722558805696,7.225483861988208
415,Peggy Sue Got Married,10013,103,"Comedy,Drama,Fantasy",18000000,41382841,6.1,424,8.067,1986,10,10,45413674.04103557,104408158.4481113,58994484.407075725,8.922634585687023,6.281034382042248,4.7937877132408815,5.729107246376018,6.431640981836543,7.0621947549010855
416,Poltergeist II: The Other Side,11133,91,"Horror,Thriller",19000000,40996665,6.0,517,18.905,1986,5,23,47936655.93220422,103433843.3933073,55497187.46110308,8.91801144857504,6.4263339413962655,4.7937877132408815,4.443065161753528,6.1452995662414285,7.041451300113999
417,Short Circuit,2605,98,"Comedy,Family,Fiction",10000000,40697761,6.6,1205,14.004,1986,5,9,25229818.91168643,102679714.0141095,77449895.10242307,8.94628047457918,7.178890655057332,4.7937877132408815,5.050343552158344,6.492325598758935,7.076044920073924
418,Pretty in Pink,11522,97,"Comedy,Romance",9000000,40471663,6.8,915,9.462,1986,2,28,22706837.020517785,102109272.85448,79402435.83396223,8.948711582805544,6.982692560087084,4.7937877132408815,4.946821826697015,6.418003420707631,7.1908212077777796
419,Hannah and Her Sisters,5143,107,"Comedy,Drama",6400000,40084041,7.6,798,5.982,1986,2,7,16147084.103479322,101131309.56786144,84984225.46438211,8.955590494126554,6.96223822507942,4.7937877132408815,6.758310451071175,6.867481720879508,7.0873278551405114
420,¡Three Amigos!,8388,102,"Comedy,Western,Adventure",25000000,39200000,6.4,768,11.899,1986,12,12,63074547.27921609,98900890.1338108,35826342.8545947,8.891092597732674,6.79424691143248,4.7937877132408815,5.563482061211881,6.510652320904479,7.149397962520794
421,Little Shop of Horrors,10776,94,"Horror,Comedy",25000000,38748395,6.9,1157,11.439,1986,12,19,63074547.27921609,97761498.89684962,34686951.61763353,8.889483365029369,7.18193016500169,4.7937877132408815,4.674067902962041,6.384817286558495,7.014556511691971
422,About Last Night...,18169,113,"Comedy,Drama,Romance",8500000,38702310,6.2,170,8.441,1986,7,2,21445346.074933466,97645227.27639513,76199881.20146164,8.944717217475679,5.5635097659199655,4.7937877132408815,6.645092790656811,6.486776871823334,7.117141465258339
423,The Great Mouse Detective,9994,74,"Animation,Family,Adventure,Mystery",14000000,38625550,7.0,1363,20.349,1986,7,2,35321746.476361,97451563.18642896,62129816.710067965,8.926739577863188,7.324405204921129,4.7937877132408815,3.5270229270444564,6.142988855767413,7.203917969323027
424,Howard the Duck,10658,110,"Comedy,Fantasy,Fiction",37000000,37962774,5.4,805,14.159,1986,8,1,93350329.97323982,95779391.34052782,2429061.3672879934,8.841381395178729,6.696053877482243,4.7937877132408815,10.0,7.582805746475463,6.927538785882566
425,Gung Ho,13698,111,"Comedy,Drama",13000000,36611610,6.1,160,7.307,1986,3,14,32798764.585192367,92370429.03652884,59571664.45133647,8.92339306302217,5.502054324489704,4.7937877132408815,7.781389463317852,6.750156141017651,7.108597433042086
426,Soul Man,12278,104,Comedy,4500000,35000000,5.4,122,7.105,1986,10,24,11353418.510258893,88304366.19090255,76950947.68064365,8.945657140555777,5.187889520879728,4.7937877132408815,5.918707639071406,6.211510503436949,7.18593376504824
427,Nothing in Common,29968,118,"Drama,Comedy,Romance",12000000,32324557,6.0,86,7.232,1986,7,29,30275782.69402373,81554271.95104861,51278489.25702488,8.912371278421526,4.992606309515841,4.7937877132408815,5.518218854984392,6.05424603904066,7.02443230171128
428,Jumpin' Jack Flash,10945,100,"Romance,Comedy,Thriller",18000000,29844101,6.2,280,9.831,1986,4,23,45413674.04103557,75296126.38120802,29882452.340172447,8.882634208930561,5.962360848345588,4.7937877132408815,5.283220467720344,6.230500809559344,6.944423974072912
429,Hoosiers,5693,114,"Drama,Family",9000000,28607524,7.1,392,6.293,1986,11,14,22706837.020517785,72176265.00317235,49469427.98265457,8.90993102284792,6.339651659819102,4.7937877132408815,6.325279691325684,6.592162521808397,6.984738337495845
430,Iron Eagle,11037,117,Action,18000000,24159872,5.4,235,12.276,1986,1,17,45413674.04103557,60954919.54895237,15541245.5079168,8.861552638955034,5.71189198019775,4.7937877132408815,5.67794569366247,6.261294506514034,7.194662188160635
431,Tough Guys,11038,104,"Comedy,Crime",10000000,21458229,5.9,109,6.05,1986,10,3,25229818.91168643,54138723.18354982,28908904.27186339,8.88123366322649,5.1686102327957215,4.7937877132408815,5.918707639071406,6.190584812083625,7.046272588039219
432,F/X,9873,109,"Action,Thriller",10000000,20603715,6.4,312,11.339,1986,2,7,25229818.91168643,51982799.835799776,26752980.924113344,8.878116684087653,6.074234788899432,4.7937877132408815,8.109485493949792,6.963906170044439,7.079633925874135
433,Friday the 13th Part VI: Jason Lives,10225,87,"Horror,Mystery,Thriller",3000000,19472057,6.2,893,33.337,1986,8,1,7568945.673505933,49127647.19480364,41558701.52129771,8.899103313659571,6.889403873075599,4.7937877132408815,4.179641981136561,6.190484220278153,7.095820565947833
434,House,11415,93,"Comedy,Horror",3000000,19444631,6.1,427,10.538,1986,2,27,7568945.673505933,49058451.893456414,41489506.21995048,8.899007454544606,6.286669998220679,4.7937877132408815,4.593162894973244,6.143157015244852,7.0535548232278265
435,Flight of the Navigator,10122,90,"Family,Fiction,Adventure",9000000,18564613,6.9,657,11.328,1986,7,30,22706837.020517785,46838182.415554,24131345.395036217,8.874297319599542,6.72959648779327,4.7937877132408815,4.373070830551557,6.192688087796313,7.137311397666003
436,The Mission,11416,126,"Adventure,Drama,Action,History",24500000,17218023,7.4,1134,14.356,1986,9,29,61813056.33363176,43440760.23072521,-18372296.102906555,8.80742019807304,7.221799470060198,4.7937877132408815,4.649698314369313,6.368176423935858,7.189857095746349
437,Raw Deal,2099,106,"Action,Crime,Thriller",8500000,16209459,5.8,623,11.184,1986,6,6,21445346.074933466,40896171.5226406,19450825.44770713,8.86739748773804,6.548311070347571,4.7937877132408815,6.411483596755659,6.655244967020538,7.035996579917401
438,Armed and Dangerous,2620,88,"Action,Comedy,Crime",12000000,15945534,5.7,127,11.707,1986,8,15,30275782.69402373,40230293.52701391,9954510.832990171,8.853067598266568,5.263211573649967,4.7937877132408815,4.241611632744427,5.787919629475461,7.147782195492343
439,Psycho III,12662,93,"Horror,Thriller",8400000,14481606,5.5,286,8.993,1986,4,2,21193047.885816608,36536829.69303918,15343781.807222571,8.861255423033503,5.883549203129971,4.7937877132408815,4.593162894973244,6.0329388085944,7.048386019916665
440,The Mosquito Coast,11120,119,"Adventure,Drama",25000000,14302779,6.4,379,12.19,1986,11,26,63074547.27921609,36085652.410387166,-26988894.868828923,8.792572422119221,6.229727931413971,4.7937877132408815,5.375484537478269,6.297893151063086,7.143735465945032
441,子猫物語,47951,76,"Adventure,Drama,Family",7520000,13299749,6.5,162,10.345,1986,6,27,18972823.82158821,33555025.88408828,14582202.062500069,8.86010729164419,5.562751042638706,4.7937877132408815,3.613525090590398,5.707542784528544,7.317966363769415
442,Critters,3980,82,"Horror,Action,Comedy,Fiction,Thriller",2000000,13167232,6.4,734,25.219,1986,4,11,5045963.782337288,33220687.892816287,28174724.110479,8.880174606109511,6.758053368856343,4.7937877132408815,3.899850667922252,6.082966589032247,7.224804580447428
443,Highlander,8009,116,"Adventure,Action,Fantasy",16000000,12885193,6.9,2091,22.444,1986,3,7,40367710.25869831,32509108.60321297,-7858601.655485332,8.824902765095013,7.654974302344331,4.7937877132408815,5.859713920736208,6.783344675354108,7.030147724071223
444,Labyrinth,13597,102,"Adventure,Family,Fantasy",25000000,12729917,7.3,1943,16.546,1986,6,27,63074547.27921609,32117350.06707987,-30957197.21213622,8.785567544099234,7.641340936538276,4.7937877132408815,5.563482061211881,6.696044563772568,7.111213125707818
445,Club Paradise,26555,96,"Comedy,Drama,Romance",15000000,12308521,5.2,59,5.684,1986,7,11,37844728.36752966,31054175.59006896,-6790552.777460702,8.826641651479266,4.577033934813302,4.7937877132408815,4.850202988915883,5.761916572112333,7.1113718194972515
446,No Mercy,26789,106,"Action,Crime,Thriller",14000000,12303904,5.8,132,15.915,1986,12,19,35321746.476361,31042526.98267744,-4279219.493683565,8.830704284136994,5.307978467554904,4.7937877132408815,6.411483596755659,6.33598851542211,7.122570989954175
447,Big Trouble in Little China,6978,99,"Action,Adventure,Comedy,Fantasy",25000000,11000000,7.2,2409,21.709,1986,5,30,63074547.27921609,27752800.80285508,-35321746.47636101,8.77773627066349,7.802151292798533,4.7937877132408815,5.161963534029777,6.63390970268317,7.124263444386619
448,Murphy's Law,33055,100,"Action,Mystery,Thriller",6000000,9947631,6.1,108,8.389,1986,4,18,15137891.347011866,25097692.873027828,9959801.526015962,8.853075709193565,5.187889520879728,4.7937877132408815,5.283220467720344,6.02949335275863,7.235813848664368
449,SpaceCamp,13766,107,"Family,Adventure,Fiction",18000000,9697739,5.9,144,6.774,1986,6,6,45413674.04103557,24467219.88227991,-20946454.15875566,8.803035167736633,5.391191794691373,4.7937877132408815,6.758310451071175,6.436581281685015,6.987162544865089
450,Manhunter,11454,120,"Crime,Horror,Thriller",15000000,8620929,7.0,1019,0.6,1986,8,14,37844728.36752966,21750447.7520506,-16094280.615479063,8.811265731632588,7.091911353827867,4.7937877132408815,5.246259359513946,6.485806039553821,7.252299173933487
451,Blue Velvet,793,120,"Drama,Crime,Mystery,Thriller",6000000,8618766,7.6,2637,16.772,1986,1,1,15137891.347011866,21744990.54222001,6607099.195208145,8.847906550789402,7.917650224059509,4.7937877132408815,5.246259359513946,6.701400961900935,7.3041100570454605
452,Wise Guys,31659,100,"Comedy,Crime",13000000,8475466,5.4,81,4.755,1986,4,17,32798764.585192367,21383447.23721554,-11415317.347976826,8.819063580978769,4.860512599656014,4.7937877132408815,5.283220467720344,5.939146090399002,6.966717625208118
453,Lucas,13346,108,"Comedy,Drama,Romance",6000000,8200000,6.6,174,15.641,1986,3,28,15137891.347011866,20688451.50758288,5550560.160571007,8.846265315364592,5.632072776703857,4.7937877132408815,7.247971097183509,6.63002422562321,7.314583937469241
454,Haunted Honeymoon,24103,82,"Comedy,Horror,Music,Drama,Mystery",13000000,8033397,5.4,124,5.447,1986,7,25,32798764.585192367,20268115.15556852,-12530649.429623852,8.817216920132209,5.200886797767326,4.7937877132408815,3.899850667922252,5.677935524765667,6.988114576129802
455,The Texas Chainsaw Massacre 2,16337,101,"Comedy,Horror",4500000,8025872,5.6,639,22.511,1986,8,22,11353418.510258893,20249129.71683747,8895711.206578577,8.851441475379819,6.540531031148721,4.7937877132408815,5.41614268560047,6.4004757263424725,7.156746793888057
456,Maximum Overdrive,9980,97,"Horror,Action,Fiction",10000000,7433663,5.7,564,11.263,1986,7,25,25229818.91168643,18754997.13405037,-6474821.777636066,8.82715441870635,6.4548839376192655,4.7937877132408815,4.946821826697015,6.255661974065878,6.9608168951796845
457,Witchboard,17994,98,"Horror,Mystery,Thriller",2000000,7369373,5.9,144,7.333,1986,12,31,5045963.782337288,18592794.628267143,13546830.845929854,8.858541728677686,5.391191794691373,4.7937877132408815,5.050343552158344,6.023466197192072,7.070732398740685
458,She's Gotta Have It,27995,84,"Comedy,Romance",175000,7137503,6.7,244,6.923,1986,8,8,441521.83095451264,18007790.81716187,17566268.986207355,8.86458945800961,5.914351481772588,4.7937877132408815,4.006377390815473,5.8947765109596375,7.084068470633965
459,Nine 1/2 Weeks,10068,117,"Drama,Romance",17000000,6735922,6.1,766,22.516,1986,2,9,42890692.14986693,16994609.226324473,-25896082.92354246,8.794482626756105,6.753788162065599,4.7937877132408815,5.67794569366247,6.505001048931264,7.094058620620502
460,Yuppies 2,38343,104,Comedy,1721522,6025330,5.2,56,4.814,1986,12,23,4343368.831248426,15201798.478315163,10858429.647066738,8.854451257246785,4.535321083860115,4.7937877132408815,5.918707639071406,6.025566923354797,6.971422249069533
461,The Transformers: The Movie,1857,84,"Animation,Fiction,Action,Adventure,Family",6000000,5849647,7.2,397,18.861,1986,8,8,15137891.347011866,14758553.45072898,-379337.8962828852,8.836941984971627,6.36096194133009,4.7937877132408815,4.006377390815473,5.999517257589518,7.130336423002289
462,The Hitcher,9542,98,"Horror,Action,Thriller",6000000,5844868,7.0,680,15.658,1986,1,17,15137891.347011866,14746496.120271089,-391395.2267407775,8.836922831280214,6.7686010711437286,4.7937877132408815,5.050343552158344,6.362413791955792,7.2695200740261505
463,Wisdom,41090,109,"Crime,Drama,Action",6500000,5715174,6.1,36,4.238,1986,12,31,16399382.292596184,14419280.506877866,-1980101.785718318,8.83439199254806,4.309752330777893,4.7937877132408815,8.109485493949792,6.511854382629156,7.208296930117887
464,Troll,33061,82,"Fantasy,Horror",1100000,5450815,4.9,153,10.468,1986,1,17,2775280.080285508,13752307.537110414,10977027.456824906,8.854632486276653,5.291203474296252,4.7937877132408815,3.899850667922252,5.709868585434009,7.19574551231894
465,Vamp,34223,93,"Comedy,Horror",3300000,4941117,6.0,119,10.607,1986,7,18,8325840.240856525,12466348.713145532,4140508.472289007,8.844065643844559,5.252204768282964,4.7937877132408815,4.593162894973244,5.870805255085412,7.117141465258339
466,Invaders from Mars,31909,100,"Mystery,Fiction,Horror,Adventure,Family",12000000,4884663,5.5,180,12.453,1986,6,6,30275782.69402373,12323916.293461496,-17951866.400562234,8.808132384518526,5.51343845266269,4.7937877132408815,5.283220467720344,6.0996447545356105,7.150701830496577
467,Band of the Hand,33762,109,"Action,Crime,Drama",8700000,4865912,6.5,40,6.772,1986,4,11,21949942.453167204,12276607.860020194,-9673334.59314701,8.821932842129467,4.444735775193964,4.7937877132408815,8.109485493949792,6.542485456128526,6.95137886867055
468,Off Beat,39243,92,Comedy,10000000,4842778,4.5,11,2.249,1986,4,10,25229818.91168643,12218241.1969499,-13011577.714736532,8.816418320483407,3.118904959700091,4.7937877132408815,4.516306680709556,5.311354418533483,6.964627840651124
469,King Kong Lives,31947,105,"Fantasy,Action,Adventure",10000000,4711220,5.2,154,11.943,1986,12,19,25229818.91168643,11886322.745311534,-13343496.166374898,8.815866336602,5.343908782403652,4.7937877132408815,6.1411597720741495,6.273680651080171,7.092312584723399
470,The Manhattan Project,30194,118,"Fiction,Thriller",18000000,3900000,6.3,73,5.922,1986,6,13,45413674.04103557,9839629.37555771,-35574044.66547786,8.777279416190776,4.900607008262798,4.7937877132408815,5.518218854984392,5.997473248169712,7.2134448488918474
471,Power,46948,111,Drama,16000000,3800000,6.1,45,6.485,1986,1,31,40367710.25869831,9587331.186440844,-30780379.072257463,8.785881976965383,4.488114299928959,4.7937877132408815,7.781389463317852,6.462293363363269,7.117737480750528
472,The Wraith,10017,93,"Action,Fiction",2700000,3500000,6.4,341,11.443,1986,11,21,6812051.106155338,8830436.61909025,2018385.512934912,8.840734918905985,6.145277330769773,4.7937877132408815,4.593162894973244,6.093240714472471,6.961499364297384
473,Sid and Nancy,14924,114,"Drama,Romance",4000000,2826523,6.8,392,13.189,1986,10,24,10091927.564674577,7131266.34397167,-2960661.220702907,8.832822870780083,6.305143498856996,4.7937877132408815,6.325279691325684,6.56425844355091,7.044770952175013
474,Malcolm,28685,90,"Action,Comedy,Crime",640000,2459000,6.4,30,3.562,1986,7,20,1614708.410347931,6204012.470383694,4589304.060035763,8.844766919326586,4.202394475819133,4.7937877132408815,4.373070830551557,5.55350498473454,7.171445454225662
475,At Close Range,13715,111,"Crime,Drama,Thriller",6500000,2347000,7.0,206,8.641,1986,4,18,16399382.292596184,5921438.498572808,-10477943.794023376,8.82060980506237,5.814045905400496,4.7937877132408815,7.781389463317852,6.8024582217554,7.067745828224868
476,Shanghai Surprise,58048,97,"Adventure,Comedy,Crime,Drama,Romance",17000000,2315683,4.3,52,3.291,1986,8,29,42890692.14986693,5842426.274687077,-37048265.87517986,8.774600704468527,4.324180789635654,4.7937877132408815,4.946821826697015,5.709847758510519,7.019347761910894
477,The Clan of the Cave Bear,13853,98,"Adventure,Drama",15000000,1953732,5.1,94,8.083,1986,1,17,37844728.36752966,4929230.4561967,-32915497.91133296,8.782070484698954,4.933799557291441,4.7937877132408815,5.050343552158344,5.890000326847405,6.935656093220685
478,Pirates,11483,124,"Adventure,Comedy",40000000,1641825,6.2,190,8.123,1986,5,8,100919275.64674573,4142294.743467958,-96776980.90327775,8.650145338520304,5.652414075193072,4.7937877132408815,4.822816088439929,5.979790803848546,7.00070072685197
479,Solarbabies,36677,94,Fiction,25000000,1579260,5.2,55,5.917,1986,11,26,63074547.27921609,3984444.381446993,-59090102.89776909,8.732541519454943,4.520918623633551,4.7937877132408815,4.674067902962041,5.680328939822854,6.9630705027851505
480,Salvador,6106,123,"Drama,History,Thriller",4500000,1500000,7.2,259,8.023,1986,4,23,11353418.510258893,3784472.836752967,-7568945.6735059265,8.825375011696003,6.019567970809411,4.7937877132408815,4.91758485462925,6.139078887593887,7.180941611624663
481,8 Million Ways to Die,20858,115,Crime,18000000,1305114,5.4,90,6.382,1986,4,25,45413674.04103557,3292778.987910672,-42120895.0531249,8.76526086116139,4.944728831462059,4.7937877132408815,6.071250033605381,6.143756859867428,7.1081578063832636
482,Native Son,108312,111,Drama,2000000,1301121,5.5,7,1.637,1986,12,24,5045963.782337288,3282704.7212192365,-1763259.061118052,8.834738259770024,2.918025588370472,4.7937877132408815,7.781389463317852,6.081985256174807,7.330000894990598
483,Armed Response,67305,86,"Action,Thriller",1500000,1300000,4.7,9,2.034,1986,10,1,3784472.836752967,3279876.458519236,-504596.3782337303,8.836742965981552,2.993264178086199,4.7937877132408815,4.119896095505944,5.185922738203644,7.116018309894356
484,From Beyond,14510,85,"Horror,Fiction",4500000,1261000,6.5,404,8.85,1986,10,24,11353418.510258893,3181480.164763661,-8171938.345495231,8.824391356280607,6.293179835081618,4.7937877132408815,4.062194167527979,5.993388268032771,7.07033936705033
