,original_title,id,runtime,genres,budget,revenue,vote_average,vote_count,popularity,year,month,day,fixed_budget,fixed_revenue,fixed_gross,gross_factor,pop_factor,freshness_factor,runtime_factor,goodness_factor,predicted_goodness
6212,Naaigal Jaakirathai,280106,126,"Thriller,Action,Comedy",630000,1,6.7,7,1.753,2014,11,21,730421.0542041842,1.1593984987368,-730419.8948056855,8.83638394194652,3.075777928062701,9.434650155718534,4.649698314369313,6.499127585024268,7.200330432832777
6213,Star Wars: The Force Awakens,140607,136,"Adventure,Action,Fiction,Fantasy",245000000,2068223624,7.3,17334,68.036,2015,12,15,278482972.7358,2350877808.546651,2072394835.8108509,9.794948113472056,9.390591051539742,9.51220526313481,3.9902153862798215,8.171989953606607,7.134040810783223
6214,Jurassic World,135397,124,"Action,Adventure,Fiction,Thriller",150000000,1671713208,6.7,18451,91.32,2015,6,6,170499779.226,1900178219.2879207,1729678440.0619214,9.723683169101887,9.37195251208006,9.51220526313481,4.822816088439929,8.357664258189171,7.247355454725372
6215,Furious 7,168259,137,"Action,Thriller,Crime,Adventure",190000000,1515047671,7.2,9300,116.768,2015,4,1,215966387.01960003,1722101956.1491034,1506135569.1295033,9.670335179954472,8.881868021786758,9.51220526313481,3.936633747144537,8.000260553005143,6.97029811542177
6216,Avengers: Age of Ultron,99861,141,"Action,Adventure,Fiction",365000000,1405403694,7.3,20354,166.714,2015,4,22,414882796.1166,1597473463.6693656,1182590667.5527656,9.579974143739744,9.518967071641736,9.51220526313481,3.737108316199744,8.087063698679009,7.263560510366642
6217,Minions,211672,91,"Family,Animation,Adventure,Comedy",74000000,1156730962,6.4,9512,67.705,2015,6,17,84113224.41816,1314815824.299191,1230702599.881031,9.594603688889674,8.80573865021456,9.51220526313481,4.443065161753528,8.088903190998144,7.098431350562773
6218,Spectre,206647,148,"Action,Adventure,Thriller",245000000,880674609,6.5,9291,45.903,2015,10,26,278482972.7358,1001032176.029626,722549203.2938259,9.409430062582569,8.799341106917366,9.51220526313481,3.432220468698235,7.788299225333244,7.118234454299256
6219,Inside Out,150540,95,"Animation,Family,Adventure,Drama,Comedy",175000000,857611174,7.9,18210,107.369,2015,6,9,198916409.09700003,974816772.1916713,775900363.0946712,9.432823318528785,9.493134694092818,9.51220526313481,4.759539621348529,8.299425724276235,7.262055588308544
6220,Mission: Impossible - Rogue Nation,177677,131,"Action,Adventure",150000000,682330139,7.2,7487,45.073,2015,7,23,170499779.226,775580920.3916394,605081141.1656394,9.35323258041878,8.708539605960466,9.51220526313481,4.286704642228867,7.96517052293573,7.107275122240888
6221,The Hunger Games: Mockingjay - Part 2,131634,137,"Action,Adventure,Fiction",160000000,653428261,6.9,10788,71.543,2015,11,18,181866431.1744,742729161.6035274,560862730.4291275,9.330134872599915,8.966483811170127,9.51220526313481,3.936633747144537,7.936364423512347,7.064838123202239
6222,The Martian,286217,141,"Drama,Adventure,Fiction",108000000,630161890,7.7,17378,59.561,2015,9,30,122759841.04272,716283087.4775926,593523246.4348726,9.34730780333812,9.435257671045065,9.51220526313481,3.737108316199744,8.007969763429434,7.1243545282334315
6223,Fifty Shades of Grey,216015,125,"Drama,Romance,Thriller",40000000,571006128,5.9,10444,167.398,2015,2,11,45466607.7936,649042791.7379541,603576183.9443542,9.35246547894454,8.815432623222351,9.51220526313481,4.733760170053105,8.103465883838702,7.166707191602274
6224,Cinderella,150689,105,"Romance,Fantasy,Family,Drama",95000000,543514353,6.8,6343,95.741,2015,3,12,107983193.50980002,617793847.9510816,509810654.4412816,9.301918115872184,8.53031255867147,9.51220526313481,6.1411597720741495,8.371398927438154,7.0578161994790625
6225,The Revenant,281957,157,"Western,Drama,Adventure",135000000,532950503,7.5,16142,50.863,2015,12,25,153449801.30340004,605786287.3325711,452336486.0291711,9.267899983343533,9.355248025684826,9.51220526313481,3.0975631019049383,7.808229093517026,7.2016586514273415
6226,Ant-Man,102899,117,"Fiction,Action,Adventure",130000000,519311965,7.1,17469,63.439,2015,7,14,147766475.32920003,590283835.8794683,442517360.5502683,9.261824350169723,9.374587509346524,9.51220526313481,5.67794569366247,8.456640704078383,7.183082201163902
6227,San Andreas,254128,114,"Action,Drama,Thriller",110000000,473990832,6.2,7344,222.909,2015,5,27,125033171.4324,538768881.4076538,413735709.9752538,9.243532109768832,8.573602248027287,9.51220526313481,6.325279691325684,8.413654828064153,7.214136200126355
6228,Hotel Transylvania 2,159824,89,"Family,Animation,Comedy,Fantasy,Adventure,Horror",80000000,473226958,6.8,4946,51.253,2015,9,21,90933215.5872,537900612.4186106,446967396.8314106,9.264587913951242,8.33146484981106,9.51220526313481,4.306009760775681,7.853566946918198,7.187550124471512
6229,Terminator Genisys,87101,126,"Fiction,Action,Thriller,Adventure",155000000,440603537,5.9,7356,117.001,2015,6,23,176183105.20020002,500818705.2312983,324635600.03109825,9.181723813374418,8.535263677383064,9.51220526313481,4.649698314369313,7.969722767065401,6.978198209931387
6230,Kingsman: The Secret Service,207703,129,"Crime,Comedy,Action,Adventure",81000000,414351546,7.6,14703,123.235,2015,1,24,92069880.78204,470978980.76634526,378909099.98430526,9.2203645238207,9.291200688242748,9.51220526313481,4.422048592857396,8.111454767013912,7.28186155038661
6231,Mad Max: Fury Road,76341,121,"Action,Adventure,Fiction",150000000,378858340,7.6,19786,102.072,2015,5,13,170499779.226,430635088.85285896,260135309.6268589,9.13106569931334,9.528535721082678,9.51220526313481,5.128037205041429,8.324960972143064,7.1162361112433015
6232,Home,228161,94,"Fantasy,Comedy,Animation,Fiction,Family",135000000,368871007,6.8,3443,41.854,2015,3,18,153449801.30340004,419282835.0424821,265833033.73908204,9.135775427851067,8.041924223807793,9.51220526313481,4.674067902962041,7.840993204438928,7.129771826792754
6233,The Good Dinosaur,105864,93,"Adventure,Animation,Family",175000000,332207671,6.7,4758,78.797,2015,11,14,198916409.09700003,377608897.0845577,178692487.98755768,9.05778465358228,8.288648073152904,9.51220526313481,4.593162894973244,7.862950221210809,7.056718004276202
6234,Maze Runner: The Scorch Trials,294254,131,"Fiction,Action,Thriller,Adventure",61000000,312296056,6.7,9067,108.754,2015,9,9,69336576.88524,354976057.3410036,285639480.4557636,9.151777313871808,8.804057551309615,9.51220526313481,4.286704642228867,7.938686192636275,7.026284514413306
6235,The SpongeBob Movie: Sponge Out of Water,228165,93,"Family,Adventure,Comedy,Fantasy,Animation",74000000,311594032,6.0,2013,59.066,2015,1,28,84113224.41816,354178091.0942612,270064866.67610115,9.139242093316966,7.512873522284029,9.51220526313481,4.593162894973244,7.689370943427262,7.151167226264021
6236,Insurgent,262500,119,"Action,Adventure,Fiction,Thriller",110000000,295238201,6.4,9035,61.546,2015,3,18,125033171.4324,335586987.263876,210553815.83147603,9.087877138040064,8.76461530826132,9.51220526313481,5.375484537478269,8.185045561728616,7.132885029465824
6237,Pitch Perfect 2,254470,115,"Comedy,Music",29000000,287506194,6.9,4862,33.389,2015,5,7,32963290.65036,326798284.02071685,293834993.37035686,9.158237023459948,8.32944218838255,9.51220526313481,6.071250033605381,8.267783627145672,6.92258914641906
6238,寻龙诀,299824,127,"Action,Adventure,Fantasy",37000000,278300000,6.2,177,24.159,2015,12,18,42056612.20908,316333923.723972,274277311.514892,9.142666777745951,5.595763158343778,9.51220526313481,4.570040087261444,7.205168821621496,6.9695342037503885
6239,The Peanuts Movie,227973,88,"Adventure,Comedy,Animation,Family",99000000,246233113,6.8,1366,26.874,2015,11,1,112529854.28916,279884609.3642048,167354755.07504475,9.046576113193924,7.302992414814962,9.51220526313481,4.241611632744427,7.525846355972031,7.192142060289515
6240,Pixels,257344,105,"Action,Comedy,Fiction",88000000,244874809,5.7,6602,72.74,2015,7,16,100026537.14592,278340672.48339283,178314135.33747283,9.057415042621336,8.421257511192247,9.51220526313481,6.1411597720741495,8.283009397255634,7.108870436035699
6241,Daddy's Home,274167,96,Comedy,50000000,242786137,6.3,2720,34.122,2015,12,25,56833259.742,275966551.71755594,219133291.975556,9.095650565169397,7.792470601243449,9.51220526313481,4.850202988915883,7.812632354615884,7.299530168683994
6242,Spy,238713,120,"Action,Comedy,Crime",65000000,235666219,6.8,5355,31.534,2015,5,6,73883237.66460001,267873588.7368412,193990351.0722412,9.072482408533023,8.394971646738993,9.51220526313481,5.246259359513946,8.056479669480193,7.22467710231082
6243,Alvin and the Chipmunks: The Road Chip,258509,92,"Adventure,Animation,Comedy,Family",90000000,233755553,6.0,1411,30.455,2015,12,17,102299867.5356,265701801.19567692,163401933.66007698,9.042602335715229,7.228854972140592,9.51220526313481,4.516306680709556,7.574992312925046,7.056909421876002
6244,Ted 2,214756,115,"Comedy,Fantasy",68000000,215863606,6.3,6351,108.033,2015,6,25,77293233.24912001,245364647.772855,168071414.523735,9.047292861009607,8.470273984519466,9.51220526313481,6.071250033605381,8.275255535567316,7.252888859928119
6245,Tomorrowland,158852,130,"Adventure,Family,Mystery,Fiction",190000000,209154322,6.2,6268,36.636,2015,5,19,215966387.01960003,237738438.16775808,21772051.148158044,8.870832455462626,8.446969720185566,9.51220526313481,4.352952023707719,7.795739865622679,7.381247838521164
6246,Everest,253412,121,"Drama,Adventure,History",55000000,203427584,6.8,4263,38.684,2015,9,10,62516585.7162,231229054.4031905,168712468.6869905,9.047933036542478,8.212681832255017,9.51220526313481,5.128037205041429,7.975214334243434,7.159905820036157
6247,Straight Outta Compton,277216,147,"Drama,Music,History",28000000,201634991,7.8,3284,82.197,2015,8,11,31826625.455520004,229191476.33157665,197364850.87605664,9.075661439214691,8.11379872403522,9.51220526313481,3.47296255199644,7.54365699459529,7.192848026228052
6248,The Intern,257211,121,Comedy,35000000,194564672,7.2,5733,38.256,2015,9,23,39783281.8194,221154890.8078607,181371608.98846072,9.06039329797964,8.495179091235741,9.51220526313481,5.128037205041429,8.048953714347904,7.099833145932513
6249,Jupiter Ascending,76757,127,"Fiction,Fantasy,Action",176000003,183987723,5.4,5998,64.802,2015,2,4,200053077.70183563,209132441.0119629,9079363.310127288,8.851723949440833,8.301349263610687,9.51220526313481,4.570040087261444,7.808829640861943,7.293342480207716
6250,Creed,312221,133,Drama,37000000,173567581,7.4,6122,159.177,2015,11,25,42056612.20908,197288228.2752725,155231616.06619254,9.034276743702064,8.569554433651632,9.51220526313481,4.161755358616755,7.819447949776316,7.142061104536388
6251,Fantastic Four,166424,100,"Action,Adventure,Fiction",120000000,167977596,4.4,5300,61.33,2015,8,5,136399823.3808,190934286.88609484,54534463.50529483,8.916730497500131,8.038763384879926,9.51220526313481,5.283220467720344,7.937729903308803,7.146755170436152
6252,Bridge of Spies,296098,141,"Thriller,Drama",40000000,165478348,7.2,6030,15.495,2015,10,15,45466607.7936,188093478.6712213,142626870.87762132,9.021125200354945,8.535550934464355,9.51220526313481,3.737108316199744,7.701497428538463,7.006665388343711
6253,Goosebumps,257445,103,"Adventure,Horror,Comedy",58000000,158162788,6.3,3298,43.721,2015,8,5,65926581.30072,179778136.23845762,113851554.9377376,8.989591878365879,7.946486071498369,9.51220526313481,5.729107246376018,8.044347614843769,7.079979780642924
6254,葉問3,365222,105,"Action,Drama,History",36000000,156844753,7.0,1371,26.889,2015,12,24,40919947.01424,178279971.72837672,137360024.71413672,9.015514951229566,7.329082993937004,9.51220526313481,6.1411597720741495,7.999490745093882,7.1664758952995005
6255,The Hateful Eight,273248,188,"Drama,Mystery,Western",44000000,155760117,7.7,12392,22.55,2015,12,25,50013268.57296,177047103.73810622,127033835.16514622,9.004310039877701,9.16496618638639,9.51220526313481,2.206624661771653,7.4720265377926385,6.9932427170460105
6256,Focus,256591,105,"Romance,Comedy,Crime,Drama",50100000,153962963,6.9,6866,59.234,2015,2,25,56946926.261484005,175004341.33653873,118057415.07505472,8.994339816772047,8.605311199681468,9.51220526313481,6.1411597720741495,8.313254012915618,7.041720986895086
6257,西游记之大圣归来,351694,89,"Fantasy,Animation,Comedy",10000000,150000000,6.9,199,77.643,2015,7,10,11366651.9484,170499779.226,159133127.27760002,9.038271458766094,5.774911381916525,9.51220526313481,4.306009760775681,7.157849466148277,7.040114415469931
6258,बजरंगी भाईजान,348892,159,"Action,Comedy,Drama",13000000,150000000,7.9,373,9.146,2015,7,17,14776647.532920005,170499779.226,155723131.69308,9.034781941198965,6.38528019637201,9.51220526313481,3.029684964751579,6.99048809136434,7.109939646970747
6259,The Last Witch Hunter,274854,106,"Fantasy,Action,Adventure",90000000,146936910,5.9,3163,59.617,2015,10,21,102299867.5356,167018071.43433756,64718203.89873755,8.930100716096662,7.860645594499852,9.51220526313481,6.411483596755659,8.178608792621745,7.116068576948271
6260,Trainwreck,271718,125,"Comedy,Drama,Romance",35000000,140795793,5.8,2322,17.998,2015,7,17,39783281.8194,160037677.48299736,120254395.66359736,8.996800349132437,7.599919863864628,9.51220526313481,4.733760170053105,7.710671411546245,7.207684079298401
6261,Point Break,257088,114,Action,105000000,133718711,5.9,1994,36.998,2015,12,3,119349845.45820002,151993404.69256872,32643559.234368697,8.886582985558139,7.491859058780646,9.51220526313481,6.325279691325684,8.053981749699819,6.953390607667093
6262,The Big Short,318846,131,"Comedy,Drama",28000000,133346506,7.3,7648,32.188,2015,12,11,31826625.455520004,151570332.22372326,119743706.76820326,8.996229586366946,8.736571032268154,9.51220526313481,4.286704642228867,7.882927630999694,7.083891757615701
6263,Pan,266647,111,"Fantasy,Adventure,Family,Action",150000000,128388320,6.0,2457,26.188,2015,9,24,170499779.226,145934534.76798028,-24565244.458019733,8.79679809014115,7.67218893246564,9.51220526313481,7.781389463317852,8.440645437264862,7.058432797391788
6264,狼图腾,309302,116,"Adventure,Drama",38000000,123205624,6.5,330,5.082,2015,2,19,43193277.40392,140043544.6093438,96850267.2054238,8.969876543123242,6.131460663839337,9.51220526313481,5.859713920736208,7.618314097708399,7.005957553296116
6265,天將雄師,300168,127,"Adventure,History",65000000,121545703,6.3,464,31.202,2015,2,19,73883237.66460001,138156770.18245977,64273532.51785976,8.929525058044986,6.3788800870343705,9.51220526313481,4.570040087261444,7.347662623868902,7.068765174335297
6266,Magic Mike XXL,264999,115,"Comedy,Drama",14800000,117813057,6.2,1560,34.327,2015,7,1,16822644.883632004,133914001.38960104,117091356.50596903,8.993253632159734,7.335305311804737,9.51220526313481,6.071250033605381,7.978003560176165,7.2733076075826695
6267,Get Hard,257091,100,Comedy,40000000,111811453,6.0,2331,16.475,2015,3,26,45466607.7936,127092187.00958852,81625579.21598852,8.951463856181885,7.630110011015195,9.51220526313481,5.283220467720344,7.844249899513058,7.084248520876271
6268,The Man from U.N.C.L.E.,203801,116,"Comedy,Action,Adventure",75000000,108145109,7.1,5432,22.63,2015,8,13,85249889.613,122924781.39247806,37674891.77947806,8.893691340450006,8.440891376068338,9.51220526313481,5.859713920736208,8.17662547509734,7.146451122672598
6269,Paul Blart: Mall Cop 2,256961,94,"Action,Comedy,Family",38000000,107597242,5.2,1339,25.9,2015,4,16,43193277.40392,122302040.04217663,79108762.63825664,8.948346761319247,7.072607729932341,9.51220526313481,4.674067902962041,7.551806914337109,6.9825156767535
6270,Shaun the Sheep Movie,263109,85,"Family,Animation,Comedy,Adventure",25000000,106209378,7.0,1160,17.058,2015,2,5,28416629.871,120724503.33820522,92307873.46720524,8.964460744725901,7.195501168944368,9.51220526313481,4.062194167527979,7.433590336083265,7.188761076049901
6271,Sisters,266294,118,Comedy,30000000,105011053,6.0,1216,13.237,2015,12,18,34099955.8452,119362409.01859856,85262453.17339857,8.955930664791444,7.109971354399316,9.51220526313481,5.518218854984392,7.77408153432749,7.040326937142415
6272,Chappie,198184,120,"Crime,Action,Fiction",49000000,104399548,6.8,6998,91.913,2015,3,4,55696594.54716,118667332.56862794,62970738.02146794,8.927834284459884,8.608863274831618,9.51220526313481,5.246259359513946,8.073790545485064,7.037046184321112
6273,Vacation,296099,99,Comedy,31000000,104384188,6.3,3217,48.784,2015,7,28,35236621.04004,118649873.3912352,83413252.35119519,8.953664970198352,7.926609526741601,9.51220526313481,5.161963534029777,7.888610823526135,7.147370329999073
6274,Insidious: Chapter 3,280092,97,"Horror,Drama,Thriller",10000000,104303851,6.3,2822,48.367,2015,5,28,11366651.9484,118558557.11947736,107191905.17107734,8.981970800871315,7.821896559106762,9.51220526313481,4.946821826697015,7.815723612452476,7.210101413090877
6275,Joy,274479,124,"Drama,Comedy",60000000,101134059,6.5,3666,14.637,2015,12,24,68199911.6904,114955564.87819506,46755653.18779506,8.906245611671629,8.05602216445681,9.51220526313481,4.822816088439929,7.824322281925794,7.177543527517883
6276,Black Mass,261023,123,"Drama,Crime,History",53000000,98837872,6.4,2912,20.112,2015,9,4,60243255.32652001,112345569.034451,52102313.70793098,8.91347820803496,7.859578369577413,9.51220526313481,4.91758485462925,7.800711673844108,7.279631697047219
6277,Spotlight,314365,129,"Drama,History",20000000,98690254,7.8,7306,15.359,2015,11,6,22733303.8968,112177776.79171912,89444472.89491911,8.961013263416907,8.752957897814776,9.51220526313481,4.422048592857396,7.912056254305972,7.2761666442734345
6278,The Visit,298312,94,"Horror,Thriller,Mystery",5000000,98450062,6.3,3989,27.518,2015,9,10,5683325.9742,111904758.90524007,106221432.9310401,8.980849464687326,8.098535231019678,9.51220526313481,4.674067902962041,7.816414465450964,7.114671612081983
6279,The Little Prince,309809,108,"Adventure,Animation,Fantasy,Family",64000000,97571250,7.6,2426,27.975,2015,7,29,72746572.46976,110905843.89203236,38159271.422272354,8.894369841929938,7.850988881215925,9.51220526313481,7.247971097183509,8.376383770866045,7.107681250470935
6280,Poltergeist,243688,93,Horror,35000000,95437994,5.2,2028,34.15,2015,5,20,39783281.8194,108481046.04514876,68697764.22574876,8.935220284930853,7.404424948597746,9.51220526313481,4.593162894973244,7.611253347909163,7.0362530887107955
6281,In the Heart of the Sea,205775,122,"Thriller,Drama,Adventure,Action,History",100000000,93920758,6.7,3565,23.226,2015,11,20,113666519.484,106756456.6915905,-6910062.792409495,8.826447408370907,8.057915145161056,9.51220526313481,5.018953956051916,7.853880443179673,7.274357396229682
6282,Southpaw,307081,123,"Action,Drama",30000000,91709827,7.4,4810,85.272,2015,3,24,34099955.8452,104243368.3756977,70143412.5304977,8.937065854972268,8.37676626494976,9.51220526313481,4.91758485462925,7.9359055594215215,6.978196511473521
6283,బాహుబలి:ద బిగినింగ్,256040,158,"Action,Drama",25130430,90747520,7.6,598,55.969,2015,7,10,28564885.112362985,103149547.5020468,74584662.38968383,8.942689231310139,6.7316216090102845,9.51220526313481,3.0633709701413268,7.06247176839914,7.110573776927617
6284,베테랑,346646,119,"Action,Comedy,Crime",7528230,87970000,6.9,153,9.046,2015,8,5,8557077.019750332,99992437.1900748,91435360.17032447,8.963413026094742,5.564797944952669,9.51220526313481,5.375484537478269,7.353975192915122,7.418406135250473
6285,The Second Best Exotic Marigold Hotel,268238,122,"Drama,Comedy",10000000,85978266,6.4,614,9.281,2015,2,26,11366651.9484,97728502.47489534,86361850.52649534,8.957272336783127,6.615364385495323,9.51220526313481,5.018953956051916,7.525948985366294,7.204780458120721
6286,Paper Towns,286565,109,"Mystery,Drama,Romance",12000000,85512300,6.1,4743,15.677,2015,6,18,13639982.338080002,97198855.14071655,83558872.80263655,8.95384379944876,8.211133453839208,9.51220526313481,8.109485493949792,8.696667002593143,7.062829607615637
6287,Sicario,273481,122,"Action,Crime,Thriller",30000000,84872444,7.4,7156,73.178,2015,9,17,34099955.8452,96471553.095807,62371597.250607,8.92705459693854,8.694297378071665,9.51220526313481,5.018953956051916,8.038127798549233,7.081165808826581
6288,我的少女時代,354072,134,"Romance,Comedy",2700000,82027760,7.3,123,10.403,2015,8,13,3068996.0260680006,93238099.80268878,90169103.77662078,8.961888183629966,5.435388356780408,9.51220526313481,4.102631469792267,7.003028318334363,7.016327552074878
6289,Hitman: Agent 47,249070,96,"Action,Crime,Thriller",35000000,81967450,5.8,2596,74.261,2015,8,20,39783281.8194,93169547.52478796,53386265.705387965,8.91519802223328,7.689077780138956,9.51220526313481,4.850202988915883,7.741671013605732,7.033629085830119
6290,战狼,335462,90,"Action,War",12000000,80000000,6.3,158,18.738,2015,4,2,13639982.338080002,90933215.5872,77293233.24912,8.946084849420807,5.517786504636251,9.51220526313481,4.373070830551557,7.087286861935857,7.293444320552438
6291,The Wedding Ringer,252838,101,Comedy,23000000,79799880,6.5,1397,28.898,2015,1,16,26143299.48132,90705746.14840864,64562446.66708864,8.929899160592232,7.284863859658332,9.51220526313481,5.41614268560047,7.785777742246461,7.044137698273942
6292,Paranormal Activity: The Ghost Dimension,146301,88,"Horror,Thriller",10000000,78096553,5.3,1195,42.513,2015,10,21,11366651.9484,88769633.63207738,77402981.68367738,8.946221902187153,6.9968896778809215,9.51220526313481,4.241611632744427,7.4242321189868274,7.123508997260392
6293,جوانی پھر نہیں آنی,361759,158,"Romance,Adventure,Comedy,Music",20000000,77000000,7.2,9,0.866,2015,9,25,22733303.8968,87523220.00268,64789916.10588001,8.930193484208825,3.3341867912562733,9.51220526313481,3.0633709701413268,6.20998912718531,7.117367924439602
6294,Crimson Peak,201085,119,"Horror,Thriller,Romance,Fantasy,Mystery",55000000,74679822,6.6,4381,26.974,2015,10,13,62516585.7162,84885954.42424652,22369368.70804652,8.871712181021076,8.210644304914418,9.51220526313481,5.375484537478269,7.992511571637142,7.031104697382122
6295,The Transporter Refueled,287948,95,"Action,Thriller,Crime",25000000,72629670,5.5,1291,42.589,2015,9,2,28416629.871,82555618.00171492,54138988.13071492,8.916203248883765,7.08826112304243,9.51220526313481,4.759539621348529,7.569052314102383,7.199050374077325
6296,Run All Night,241554,114,Action,50000000,71561644,6.4,2462,22.812,2015,3,11,56833259.742,81341630.02033073,24508370.27833073,8.87484857602111,7.725400489767978,9.51220526313481,6.325279691325684,8.109433505062395,7.04573186887763
6297,War Room,323272,120,"Drama,Romance",3000000,67790117,7.8,392,49.761,2015,8,28,3409995.5845200005,77054666.5480314,73644670.9635114,8.941504841422267,6.414810401883118,9.51220526313481,5.246259359513946,7.528694966488535,6.926492835300687
6298,प्रेम रतन धन पायो,362136,164,"Romance,Music,Drama,Action",23400000,67000000,5.7,90,6.028,2015,11,11,26597965.559256,76156568.05428001,49558602.49502401,8.91005161890939,4.987945567932806,9.51220526313481,2.8681635552366043,6.569591501303403,7.11875482590235
6299,The Age of Adaline,293863,112,"Romance,Fantasy,Drama",25000000,65663276,7.5,5641,28.705,2015,4,16,28416629.871,74637160.40837272,46220530.53737272,8.905515348718007,8.514877724055756,9.51220526313481,7.081009965973052,8.503402075470406,7.146722727157905
6300,Hot Tub Time Machine 2,243938,93,Comedy,36000000,64780213,5.2,765,17.423,2015,2,20,40919947.01424,73633413.43142171,32713466.417181708,8.886682518223644,6.625149231742113,9.51220526313481,4.593162894973244,7.404299977018453,7.109677293278435
6301,The Danish Girl,306819,119,Drama,15000000,64191523,7.6,5271,17.257,2015,1,1,17049977.9226,72964269.99787137,55914292.07527137,8.918565306054958,8.471238302771505,9.51220526313481,5.375484537478269,8.069373352359886,7.1007850767293395
6302,The Lazarus Effect,243940,83,"Horror,Thriller,Mystery,Fiction",3300000,64110728,5.3,1222,11.101,2015,1,29,3750995.142972001,72872433.13345425,69121437.99048224,8.935761940949769,7.014748511581918,9.51220526313481,3.952304797118212,7.353755128196178,6.938647135355765
6303,The Longest Ride,228205,128,"Drama,Romance",34000000,63013281,7.6,2803,28.529,2015,4,9,38646616.624560006,71625003.32537267,32978386.70081266,8.88705950927764,7.966447092699014,9.51220526313481,4.494294458311057,7.71500158085563,7.18640786371035
6304,Brooklyn,167073,111,"Romance,Drama",11000000,62076141,7.3,2774,15.485,2015,10,20,12503317.14324,70559788.90468033,58056471.76144032,8.921399224800592,7.925942728960053,9.51220526313481,7.781389463317852,8.535234170053327,7.0924793689019126
6305,Krampus,287903,98,"Horror,Comedy,Fantasy",15000000,61788393,6.1,1698,24.389,2015,11,26,17049977.9226,70232715.7681955,53182737.84559549,8.914925837191163,7.390062176958396,9.51220526313481,5.050343552158344,7.716884207360678,7.124074200393314
6306,ドラゴンボールZ 復活の「F」,303857,93,"Action,Animation,Fiction",5000000,61768190,6.9,1490,350.189,2015,4,18,5683325.9742,70209751.72126414,64526425.747064136,8.929852535469497,7.384113413565739,9.51220526313481,4.593162894973244,7.604833526785822,7.0240845010513295
6307,Woman in Gold,304357,109,Drama,11000000,61619773,7.3,1210,10.634,2015,3,20,12503317.14324,70041051.28304158,57537734.13980158,8.920714601628601,7.2627751520934,9.51220526313481,8.109485493949792,8.45129512770165,7.186962647922897
6308,The Walk,285783,123,"Adventure,Drama,Thriller,History",35000000,61181942,7.0,2806,15.261,2015,9,30,39783281.8194,69543384.02411959,29760102.20471959,8.882458433354998,7.901567988807792,9.51220526313481,4.91758485462925,7.803454134981712,7.102908779656729
6309,दिलवाले,370665,158,"Crime,Action,Comedy",26000000,61000000,6.6,247,9.461,2015,12,18,29553295.06584001,69336576.88524,39783281.8194,8.896637323824043,5.91209919935297,9.51220526313481,3.0633709701413268,6.846078189113288,6.870805926351541
6310,The Perfect Guy,304372,100,Thriller,12000000,60273173,5.7,289,6.633,2015,9,11,13639982.338080002,68510417.93167004,54870435.59359004,8.91717793551245,5.920439952427809,9.51220526313481,5.283220467720344,7.408260904698853,7.011123650499871
6311,The Gift,328425,108,"Thriller,Mystery,Drama",5000000,58978653,6.7,2761,13.624,2015,7,31,5683325.9742,67038982.10364576,61355656.12944576,8.925729440367942,7.853633335910222,9.51220526313481,7.247971097183509,8.38488478414912,7.174177955060462
6312,बाजीराव मस्तानी,362045,158,"History,Romance,Drama",19500000,56000000,7.3,227,6.443,2015,12,18,22164971.29938,63653250.91104001,41488279.61166,8.899005755090727,5.925181091001163,9.51220526313481,3.0633709701413268,6.849940769842007,6.997415452259767
6313,No Escape,192141,103,Thriller,5000000,54418872,6.9,2162,36.836,2015,8,26,5683325.9742,61856037.74485303,56172711.770653024,8.918908113034663,7.681664465542618,9.51220526313481,5.729107246376018,7.960471272022027,7.332151031952571
6314,Sinister 2,283445,97,Horror,10000000,53329150,5.8,1823,24.302,2015,8,19,11366651.9484,60617388.6754016,49250736.7270016,8.909635137775552,7.406529306523921,9.51220526313481,4.946821826697015,7.693797883532825,7.092469672721722
6315,The Boy Next Door,241251,91,Thriller,4000000,52425855,4.8,1860,16.318,2015,1,23,4546660.77936,59590644.688228585,55043983.90886858,8.917408889530233,7.271325981580973,9.51220526313481,4.443065161753528,7.536001323999885,7.265696995737316
6316,The Night Before,296100,101,"Comedy,Adventure,Fantasy",25000000,52395996,6.1,1438,10.572,2015,11,20,28416629.871,59556705.00217588,31140075.13117588,8.884437050388843,7.257217773427968,9.51220526313481,5.41614268560047,7.767500693138023,7.302111458845021
6317,Hot Pursuit,268920,87,"Action,Comedy,Crime",35000000,51680201,5.7,1435,12.191,2015,5,8,39783281.8194,58743085.73903537,18959803.91963537,8.866667527017475,7.201336863143801,9.51220526313481,4.179641981136561,7.439962908608162,6.9978918624755275
6318,Concussion,321741,123,"Drama,History",35000000,50363790,7.1,2248,16.151,2015,11,12,39783281.8194,57246767.17323084,17463485.353830844,8.864435807433491,7.73568263542516,9.51220526313481,4.91758485462925,7.757477140155678,7.2593459576591775
6319,Entourage,188222,104,Comedy,30000000,49263404,6.2,866,14.246,2015,6,3,34099955.8452,55995996.70614165,21896040.86094165,8.871015207029059,6.864863568424552,9.51220526313481,5.918707639071406,7.791697919414957,7.148770082737569
6320,Mortdecai,210860,107,"Comedy,Adventure",60000000,47318560,5.5,2390,17.367,2015,1,21,68199911.6904,53785360.22194824,-14414551.46845176,8.81408056825159,7.580540199824799,9.51220526313481,6.758310451071175,8.166284120570594,7.14090505329684
