,id,original_title,release_date,runtime,genres,budget,revenue,vote_average,vote_count,popularity,overview
2045,766,Army of Darkness,1992-10-31,81,"Fantasy,Horror,Comedy",11000000,21502976,7.3,2476,23.058,"Ash is transported back to medieval days, where he is captured by the dreaded Lord Arthur. Aided by the deadly chainsaw that has become his only friend, Ash is sent on a perilous mission to recover the Book of the Dead, a powerful tome that gives its owner the power to summon an army of ghouls."
2046,11134,警察故事 III：超級警察,1992-07-04,95,"Action,Crime,Thriller",900000,20483423,6.7,360,23.511,A Hong Kong detective teams up with his female Red Chinese counterpart to stop a Chinese drug czar.
2047,16136,Juice,1992-01-17,96,"Crime,Drama,Thriller",5000000,20146880,7.2,317,16.903,"Four Harlem friends -- Bishop, Q, Steel and Raheem -- dabble in petty crime, but they decide to go big by knocking off a convenience store. Bishop, the magnetic leader of the group, has the gun. But Q has different aspirations. He wants to be a DJ and happens to have a gig the night of the robbery. Unfortunately for him, Bishop isn't willing to take no for answer in a game where everything's for keeps."
2055,9278,Freejack,1992-01-17,110,"Fiction,Action,Crime",30000000,17129026,5.3,254,10.399,"Time-traveling bounty hunters find a doomed race-car driver in the past and bring him to 2009 New York, where his mind will be replaced with that of a terminally ill billionaire."
2056,10906,Pet Sematary II,1992-08-28,100,Horror,8000000,17092453,5.3,403,26.149,"The ""sematary"" is up to its old zombie-raising tricks again. This time, the protagonists are Jeff Matthews, whose mother died in a Hollywood stage accident, and Drew Gilbert, a boy coping with an abusive stepfather."
2057,10206,Buffy the Vampire Slayer,1992-07-24,86,"Action,Comedy,Horror",7000000,16624456,5.6,650,13.362,"Blonde, bouncy Buffy is your typical high school cheerleader. But all that changes when a strange man informs her she's been chosen by fate to kill vampires."
2059,47821,City of Joy,1992-04-15,132,Drama,27000000,14683921,6.6,129,6.402,"Max Lowe is a Houston surgeon who has grown weary of the bureaucracy of American medicine. When he loses a patient on the operating table, Max impulsively decides to leave America and travel to India in the hope of finding himself. Not long after he arrives in Calcutta, Max is attacked by a group of thugs and left without money or a passport."
2060,2687,Memoirs of an Invisible Man,1992-02-28,99,"Fiction,Comedy,Fantasy",40000000,14358033,5.9,459,10.561,"After a freak accident, an invisible yuppie runs for his life from a treacherous CIA official while trying to cope with his new life."
2061,13153,Rapid Fire,1992-08-21,95,"Action,Thriller",10000000,14356479,6.4,182,7.759,"College student Jake Lo is pursued by smugglers, mobsters and crooked federal agents after he witnesses a murder by a Mafia kingpin."
2062,14239,Cool World,1992-07-10,102,"Animation,Comedy,Fantasy",30000000,14110589,5.5,570,14.289,"A bizarre accident lands Frank Harris in Cool World, a realm of cartoons. Years later, cartoonist Jack Deebs, who's been drawing Cool World, crosses over as well. He sets his lustful sights on animated femme fatale Holli Would, but she's got plans of her own to become real, and it's up to Frank to stop her."
2063,54087,Mr. Saturday Night,1992-09-23,119,"Comedy,Drama",43000000,13300000,5.9,45,3.911,"Buddy Young was the comic's comic, beloved by everyone. Now, playing to miniscule crowds in nursing homes, it seems like everybody but Buddy realizes that he should retire. As Buddy looks for work in show business, he realizes that the rest of the world has forgotten the golden days of Buddy Young, and that there just may not be room in the business for an old comic like himself."
2064,22004,Trespass,1992-12-25,101,"Action,Crime,Thriller",14000000,13249535,6.3,138,7.054,"Two Arkansas firemen, Vince and Don, get hold of a map that leads to a cache of stolen gold in an abandoned factory in East St. Louis. What they don't know is that the factory is in the turf of a local gang, who come by to execute one of their enemies. Vince sees the shooting, the gang spots Vince, and extended mayhem ensues. As Vince and Don try to escape, gang leader King James argues with his subordinate Savon about how to get rid of the trespassers."
2065,11569,Hellraiser III: Hell on Earth,1992-09-11,93,Horror,5000000,12534961,5.7,559,26.124,"Pinhead is trapped in the Pillar of Souls. Fortunately for him it is bought by a young playboy who owns his own nightclub. Pinhead busies himself escaping by getting the playboy to lure victims to his presence so he can use their blood. Once free, he seeks to destroy the puzzle box so he need never return to Hell, but a female reporter is investigating the grisly murders and stands in his way."
2067,10424,Jennifer Eight,1992-11-06,124,"Crime,Drama,Mystery,Thriller",20000000,11390479,6.0,273,9.04,"A big city cop from LA moves to a small town police force and immediately finds himself investigating a murder. Using theories rejected by his colleagues, the cop, John Berlin, meets a young blind woman named Helena, who he is attracted to. Meanwhile, a serial killer is on the loose and only John knows it."
2068,141166,दिल आशना है,1992-12-25,164,Romance,1100000,11000000,7.3,8,1.83,A cabaret dancer who was raised in a brothel sets out to find her biological mother.
2069,23939,Stay Tuned,1992-08-14,87,"Comedy,Fantasy",25000000,10736401,6.1,126,6.694,"Salesman Roy Knable spends all his free time watching television, to the exasperation of his wife, Helen. One day, TV salesman Spike convinces Roy to buy a satellite dish offering 666 channels. The new addition to Roy's home entertainment system sucks him and Helen into Hellvision, a realm run by Spike, who is an emissary of Satan. For 24 hours, the couple must survive devilish parodies of TV programs if they want to return to reality alive."
2070,9504,Glengarry Glen Ross,1992-09-15,100,"Crime,Drama,Mystery",12500000,10725228,7.4,1035,11.508,"When an office full of Chicago real estate salesmen is given the news that all but the top two will be fired at the end of the week, the atmosphere begins to heat up. Shelley Levene, who has a sick daughter, does everything in his power to get better leads from his boss, John Williamson, but to no avail. When his coworker Dave Moss comes up with a plan to steal the leads, things get complicated for the tough-talking salesmen."
2071,10435,Chaplin,1992-12-17,143,Drama,31000000,9493259,7.4,844,11.969,"An elderly Charlie Chaplin discusses his autobiography with his editor, recounting his amazing journey from his poverty-stricken childhood to world-wide success after the ingenious invention of the Little Tramp."
2072,19380,White Sands,1992-04-24,101,"Thriller,Action,Crime",22000000,9011574,5.8,111,9.33,"A small southwestern town sheriff finds a body in the desert with a suitcase and $500,000. He impersonates the man and stumbles into an FBI investigation."
2075,18764,双龙会,1992-01-15,104,"Comedy,Action",10000000,8332431,6.6,281,17.185,"Twins, separated at birth, end up as a Hong Kong gangster and a New York concert pianist. When the pianist travels to Hong Kong for a concert, the two inevitably get mistaken for each other."
2076,41682,Christopher Columbus: The Discovery,1992-08-21,120,"History,Adventure",40000000,8251071,4.9,42,7.632,"Genoan navigator Christopher Columbus has a dream to find an alternative route to sail to the Indies, by traveling west instead of east, across the unchartered Ocean sea. After failing to find backing from the Portugese, he goes to the Spanish court to ask Queen Isabella and King Ferdinand for help. After surviving a grilling from the Head of the Spanish Inquisition Tomas de Torquemada, he eventually gets the blessing from Queen Isabella and sets sail in three ships to travel into the unknown. Along the way he must deal with sabotage from Portugese spies and mutiny from a rebellious crew."
2080,1492,1492: Conquest of Paradise,1992-10-09,154,"Action,Adventure,Drama,History",47000000,7191399,6.2,658,12.778,1492: Conquest of Paradise depicts Christopher Columbus’ discovery of The New World and his effect on the indigenous people.
2081,25748,Children of the Corn II: The Final Sacrifice,1992-01-29,92,Horror,900000,6980986,4.8,168,17.636,"Arriving in Gatlin, Nebraska, a news-reporter and his son get wind of a story about the youth in the town murdering their parents finds that a series of brutal murders are revealed to be worshipers of the corn-stalks and try to stop them before they carry out their plans."
2083,12088,Fortress,1992-09-30,95,"Action,Thriller,Fiction",8000000,6739141,6.1,513,9.817,"In the future, the inmates of a private underground prison are computer-controlled with cameras, dream readers, and devices that can cause pain or death. John (Christopher Lambert) and his illegally pregnant wife Karen (Loryn Locklin) are locked inside ""The Fortress"" but are determined to escape before the birth of their baby."
2084,25269,Article 99,1992-03-13,100,Drama,18000000,6375979,6.0,40,2.892,"Dr. Richard Sturgess leads a team of compassionate doctors at a veteran's hospital. Along with Drs. Morgan, Handleman and Van Dorn, he fights to deliver adequate care to needy veterans in the face of funding cuts and a corrupt administration. To succeed, the staff may have to bend the rules and circumvent the villainous ""Article 99,"" a bureaucratic loophole that prevents veterans from receiving the benefits they deserve."
2086,28881,Wind,1992-09-11,126,"Action,Drama",29000000,5519569,6.5,29,6.306,"In 1983, yacht sailor Will Parker leads an American crew financed by millionaire Morgan Weld to defeat during the America's Cup race against an Australian crew. Determined to get the prize back, Will convinces Morgan to finance an experimental boat designed by his ex-girlfriend Kate's new beau, Joe Heisler. When the boat is completed, the Americans head to Australia to reclaim the cup."
2088,13006,Split Second,1992-05-01,90,"Horror,Fiction",7000000,5430822,5.9,221,12.758,"In a flooded future London, Detective Harley Stone (Rutger Hauer) hunts a serial killer who murdered his partner and has haunted him ever since. He soon discovers what he is hunting might not be human."
2090,9300,Orlando,1992-12-11,90,"Drama,Fantasy",4000000,5377643,6.9,232,7.496,"England, 1600. Queen Elizabeth I promises Orlando, a young nobleman obsessed with poetry, that she will grant him land and fortune if he agrees to satisfy a very particular request."
2092,19143,Diggstown,1992-08-14,98,"Comedy,Drama",17000000,4836637,6.3,85,6.358,"Gabriel Caine has just been released from prison when he sets up a bet with a business man. The business man owns most of a boxing-mad town called Diggstown. The bet is that Gabe can find a boxer that will knock out 10 Diggstown men, in a boxing ring, within 24 hours. ""Honey"" Roy Palmer is that man - although at 48, many say he is too old."
2093,41768,Passion Fish,1992-12-11,135,Drama,5000000,4814619,6.9,30,3.883,"After an accident leaves her a paraplegic, a former soap opera star struggles to recover both emotionally and mentally, until she meets her newest nurse, who has struggles of her own."
2094,20763,Radio Flyer,1992-02-21,114,Drama,35000000,4651977,7.1,160,10.903,"A father reminisces about his childhood when he and his younger brother moved to a new town with their mother, her new husband and their dog, Shane. When the younger brother is subjected to physical abuse at the hands of their brutal stepfather, Mike decides to convert their toy trolley, the ""Radio Flyer"", into a plane to fly him to safety."
2095,1923,Twin Peaks: Fire Walk with Me,1992-06-03,135,"Drama,Mystery,Horror",10000000,4160851,7.3,1542,10.498,"In the questionable town of Deer Meadow, Washington, FBI Agent Desmond inexplicably disappears while hunting for the man who murdered a teen girl. The killer is never apprehended, and, after experiencing dark visions and supernatural encounters, Agent Dale Cooper chillingly predicts that the culprit will claim another life. Meanwhile, in the more cozy town of Twin Peaks, hedonistic beauty Laura Palmer hangs with lowlifes and seems destined for a grisly fate."
2096,47898,The Gun in Betty Lou's Handbag,1992-08-21,89,"Comedy,Thriller,Mystery",13000000,3721911,5.1,20,3.262,A Southern librarian puts excitement in her life with a found murder weapon and a false confession.
2097,27465,Once Upon a Crime,1992-03-06,94,"Crime,Comedy,Mystery",18000000,3520427,5.8,72,6.775,"On their way to Monte Carlo, Monaco, Marilyn and her husband, Neil, meet several other married couples, including Julian and Phoebe, who are traveling with a lost dog they plan to return to its wealthy owner for a large reward. But, when the dog's mistress is murdered, the travelers become the prime suspects, and Inspector Bonnard is determined to track them all down."
2101,500,Reservoir Dogs,1992-09-02,99,"Crime,Thriller",1200000,2859750,8.1,12212,31.117,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel."
2102,15300,Newsies,1992-04-10,121,"Family,Drama,History,Music",15000000,2706352,6.7,211,10.58,"A week in the life of the exploited, child newspaper sellers in turn-of-the-century New York. When their publisher, Joseph Pulitzer, tries to squeeze a little more profit out of their labours, they organize a strike, only to be confronted with the Pulitzer's hard-ball tactics."
2104,26670,Noises Off...,1992-03-20,101,Comedy,12000000,2280148,7.1,145,6.988,"Hired to helm an Americanized take on a British play, director Lloyd Fellowes does his best to control an eccentric group of stage actors. With a star actress quickly passing her prime, a male lead with no confidence, and a bit actor that's rarely sober, chaos ensues in the lead up to a Broadway premiere."
2106,9367,El Mariachi,1992-09-04,81,"Action,Crime,Thriller",7225,2040920,6.7,902,16.578,"El Mariachi just wants to play his guitar and carry on the family tradition. Unfortunately, the town he tries to find work in has another visitor, a killer who carries his guns in a guitar case. The drug lord and his henchmen mistake el Mariachi for the killer, Azul, and chase him around town trying to kill him and get his guitar case."
2107,12143,Bad Lieutenant,1992-11-20,96,"Crime,Drama",1000000,2019469,7.1,667,7.036,"While investigating a young nun's rape, a corrupt New York City police detective, with a serious drug and gambling addiction, tries to change his ways and find forgiveness."
2110,10497,Bitter Moon,1992-09-02,139,"Thriller,Drama,Romance",5000000,1862805,7.1,547,16.728,A passenger on a cruise ship develops an irresistible infatuation with an eccentric paraplegic's wife.
2111,9264,Poison Ivy,1992-05-08,88,"Thriller,Drama",3000000,1829804,5.4,275,14.988,A seductive teen befriends an introverted high school student and schemes her way into the lives of her wealthy family.
2113,114726,Out on a Limb,1992-09-04,82,Comedy,11000000,1659542,5.5,42,4.08,"While heading to the town where his sister, Marci, lives, big-city banker Bill Campbell is robbed by a woman who takes everything he has, including his clothes and a business document worth millions of dollars. Bill eventually reunites with Marci, who is in a tizzy because she thinks their stepfather has been killed. While trying to determine if his sister is right, Bill must also get back his valuable paperwork."
2123,5765,Knight Moves,1992-01-14,116,"Mystery,Thriller",9000000,923418,5.8,167,6.006,"A chess grandmaster is in a big tournament, and when his lover is found painted up and the blood drained out of her body he becomes a chief suspect. After he gets a call from the killer urging him to try and figure out the game, he cooperates with police and a psychologist to try and catch the killer, but doubts linger about the grandmaster's innocence as the string of grisly murders continues."
2124,70709,Ruby,1992-03-27,110,"Drama,Action,Thriller,Crime",9000000,919286,5.0,14,3.021,"Fact and fiction are combined in this story about Jack Ruby and a stripper, Candy Cane, and how they become involved in a conspiracy to kill J.F.K."
2128,53049,Claire of the Moon,1992-09-18,105,"Drama,Romance",130000,799674,5.4,27,3.45,"Claire of the Moon is set in the 1990s in the Pacific Northwest. Claire Jabrowski, a famous heterosexual author, decides to attend a retreat for all-female writers. Claire's rommate at the retreat is Dr. Noel Benedict, author of a book called The Naked Truth. The movie culminates in a sexual encounter between the two authors."
2133,14840,Gölge Oyunu,1992-09-02,104,"Drama,Fantasy",145000,345000,7.4,23,1.852,"Mahmut and Abidin work as comedians at a night club, Mahmut is honest yet Abidin is sly. Sülo brings a deaf and dumb girl named Kumru, to working the night club, but the club owner sends her away, she in he sees that Kumru is deaf and dumb."
2134,54934,Swoon,1992-09-11,82,Drama,250000,340147,5.8,23,2.482,"Teenagers Nathan Leopold Jr. and Richard Loeb share a dangerous sexual bond and an amoral outlook on life. They spend afternoons breaking into storefronts and engaging in petty crimes, until the calculating Nathan ups the ante by kidnapping, and murdering, a young boy."
2139,763,Braindead,1992-08-13,103,"Horror,Comedy",3000000,242623,7.4,1289,16.863,"When a Sumatran rat-monkey bites Lionel Cosgrove's mother, she's transformed into a zombie and begins killing (and transforming) the entire town while Lionel races to keep things under control."
2142,10086,C'est arrivé près de chez vous,1992-08-20,96,"Comedy,Crime,Drama,Thriller,Horror",33000,205569,7.3,702,12.122,"The activities of rampaging, indiscriminate serial killer Ben are recorded by a willingly complicit documentary team, who eventually become his accomplices and active participants. Ben provides casual commentary on the nature of his work and arbitrary musings on topics of interest to him, such as music or the conditions of low-income housing, and even goes so far as to introduce the documentary crew to his family. But their reckless indulgences soon get the better of them."
2151,10407,Housesitter,1992-06-12,102,"Comedy,Romance",26,94,6.1,352,7.915,"After building his dream house, architect Newton Davis proposes marriage to his girlfriend, only to be summarily rejected. He seeks solace in a one-night stand with a waitress, never imagining that a woman he slept with once would end up posing as his wife. Gwen's ruse is so effective that by the time Newton learns of his ""marriage,"" the entire town feels like they know him."
2190,329,Jurassic Park,1993-06-11,127,"Adventure,Fiction",63000000,920100000,7.9,13950,35.294,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape."
2191,788,Mrs. Doubtfire,1993-11-24,125,"Comedy,Drama,Family",25000000,441286195,7.2,5227,16.725,"Loving but irresponsible dad Daniel Hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. When Daniel learns his ex needs a housekeeper, he gets the job -- disguised as an English nanny. Soon he becomes not only his children's best pal but the kind of parent he should have been from the start."
2192,5503,The Fugitive,1993-08-06,131,"Drama,Action,Thriller",44000000,368875760,7.4,3461,19.766,"Wrongfully convicted of murdering his wife and sentenced to death, Richard Kimble escapes from the law in an attempt to find the real killer and clear his name."
2193,424,Schindler's List,1993-12-15,195,"Drama,History,War",22000000,321365567,8.6,13228,43.841,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.
2194,37233,The Firm,1993-06-30,155,"Drama,Mystery,Thriller",42000000,270248367,6.7,1626,10.278,"Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan..."
2195,4478,Indecent Proposal,1993-04-07,117,"Romance,Drama",38000000,266614059,6.3,1147,18.883,John Gage offers a down-on-his-luck yuppie husband $1 million for the opportunity to spend the night with the man's wife.
2196,9350,Cliffhanger,1993-05-28,112,"Action,Adventure,Thriller",70000000,255000211,6.5,1908,24.233,"A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money."
2197,858,Sleepless in Seattle,1993-06-24,105,"Comedy,Drama,Romance",21000000,227799884,6.7,1902,13.944,"Realising that his father Sam has still not come to terms with his wife Maggie's death, his eight-year-old son Jonah forces him to call a national radio talk show, with the hopes of finding him a companion"
2198,9800,Philadelphia,1993-12-22,126,Drama,26000000,206678440,7.7,3576,17.746,Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.
2199,9944,The Pelican Brief,1993-09-17,141,"Mystery,Drama,Thriller,Crime",45000000,195268056,6.6,1240,14.87,Two Supreme Court Justices have been assassinated. One lone law student has stumbled upon the truth. An investigative journalist wants her story. Everybody else wants her dead.
2200,9386,In the Line of Fire,1993-07-08,128,"Action,Drama,Thriller,Crime,Mystery",40000000,176997168,7.0,1247,16.863,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past."
2201,864,Cool Runnings,1993-10-01,98,"Comedy,Adventure,Drama",14000000,154856263,7.0,1660,16.509,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican bobsled team."
2202,1634,Free Willy,1993-07-16,112,"Family,Adventure,Drama",20000000,153698625,6.2,1515,35.493,"When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them."
2203,1049,Sommersby,1993-02-05,109,"Drama,Thriller,Mystery,Romance",30000000,140081992,6.4,297,7.963,"Set in the South just after the US Civil War, Laurel Sommersby is just managing to work the farm without her husband, believed killed in battle. By all accounts, Jack Sommersby was not a pleasant man, thus when he suddenly returns, Laurel has mixed emotions. It appears that Jack has changed a great deal, leading some people to believe that this is not actually Jack but an imposter. Laurel herself is unsure, but willing to take the man into her home, and perhaps later into her heart."
2204,9593,Last Action Hero,1993-06-18,131,"Adventure,Fantasy,Action,Comedy,Family",85000000,137298489,6.4,2158,18.02,"Following the death of his father, young Danny Madigan takes comfort in watching action movies featuring the indestructible Los Angeles cop Jack Slater. After being given a magic ticket by theater manager Nick, Danny is sucked into the screen and bonds with Slater. When evil fictional villain Benedict gets his hands on the ticket and enters the real world, Danny and Jack must follow and stop him."
2205,9559,A Perfect World,1993-11-24,138,"Crime,Drama,Thriller",30000000,135130999,7.5,1324,16.753,"A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal."
2206,9255,Hot Shots! Part Deux,1993-05-21,86,"Action,Comedy,War",25000000,133752825,6.5,1515,23.622,"Topper Harley is found to be working as an odd-job-man in a monastery. The CIA want him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team—who went in to rescue hostages left behind after Desert Storm."
2207,10438,Beethoven's 2nd,1993-12-14,89,"Family,Comedy",15000000,118243066,5.5,822,15.006,"Beethoven is back -- and this time, he has a whole brood with him now that he's met his canine match, Missy, and fathered a family. The only problem is that Missy's owner, Regina, wants to sell the puppies and tear the clan apart. It's up to Beethoven and the Newton kids to save the day and keep everyone together."
2208,12139,Dennis the Menace,1993-06-23,94,"Family,Comedy",35000000,117270765,5.8,1217,25.942,Mr. Wilson's ever-present annoyance comes in the form of one mischievous kid named Dennis. But he'll need Dennis's tricks to uncover a collection of gold coins that go missing when a shady drifter named Switchblade Sam comes to town.
2209,867,Sliver,1993-05-21,108,"Drama,Thriller",40000000,116300000,5.5,534,19.246,A woman moves into an apartment in Manhattan and learns that the previous tenant's life ended mysteriously after they fell from the balcony.
2210,7007,Rising Sun,1993-07-30,125,"Action,Drama,Thriller",40000000,107198790,6.1,600,10.631,"When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Connor and Web Smith are called in to investigate. Although Connor has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well."
2211,11566,Dave,1993-05-07,110,Comedy,28000000,92000000,6.7,609,8.152,A sweet-natured Temp Agency operator and amateur Presidential look-alike is recruited by the Secret Service to become a temporary stand-in for the President of the United States.
2212,9479,The Nightmare Before Christmas,1993-10-09,76,"Fantasy,Animation,Family",24000000,75634409,7.8,7670,156.758,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans."
2213,2019,Hard Target,1993-08-20,97,Action,18000000,74189677,6.3,878,22.251,"When a woman's father goes missing, she enlists a local to aid in her search.  The pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation."
2214,137,Groundhog Day,1993-02-11,101,"Romance,Fantasy,Drama,Comedy",14600000,71074049,7.6,6535,18.98,"A narcissistic TV weatherman, along with his attractive-but-distant producer, and his mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over."
2215,11520,Grumpy Old Men,1993-12-25,103,Comedy,35100000,70200000,6.6,519,10.52,"For decades, next-door neighbors and former friends John and Max have feuded, trading insults and wicked pranks. When an attractive widow moves in nearby, their bad blood erupts into a high-stakes rivalry full of naughty jokes and adolescent hijinks."
2216,7984,In the Name of the Father,1993-12-12,133,Drama,13000000,65796862,7.9,1400,10.753,"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence."
2217,10413,Nowhere to Run,1993-01-15,94,"Action,Drama,Thriller,Romance",15000000,64000000,6.3,553,15.271,Escaped convict Sam Gillen single-handedly takes on ruthless developers who are determined to evict a widow with two young children.
2218,6075,Carlito's Way,1993-11-10,144,"Crime,Thriller,Drama",30000000,63848322,7.8,2591,19.779,"A Puerto-Rican ex-con, just released from prison, pledges to stay away from drugs and violence despite the pressure around him, and lead a better life outside NYC."
2219,10423,Dragon: The Bruce Lee Story,1993-05-07,120,"Drama,History,Action",14000000,63513743,6.9,566,22.936,"This film is a glimpse into the life, love and the unconquerable spirit of the legendary Bruce Lee. From a childhood of rigorous martial arts training, Lee realizes his dream of opening his own kung-fu school in America. Before long, he is discovered by a Hollywood producer and begins a meteoric rise to fame and an all too short reign as one the most charismatic action heroes in cinema history."
2220,9272,The Good Son,1993-09-24,87,"Thriller,Horror",17000000,60613008,6.7,784,14.667,"A young boy stays with his aunt and uncle, and befriends his cousin who's the same age. But his cousin begins showing increasing signs of psychotic behavior."
2221,9739,Demolition Man,1993-10-08,115,"Crime,Action,Fiction",57000000,58055768,6.7,3014,33.945,"Simon Phoenix, a violent criminal cryogenically frozen in 1996, escapes during a parole hearing in 2032 in the utopia of San Angeles. Police are incapable of dealing with his violent ways and turn to his captor, who had also been cryogenically frozen after being wrongfully accused of killing 30 innocent people while apprehending Phoenix."
2222,6279,Sister Act 2: Back in the Habit,1993-12-09,107,"Music,Comedy",38000000,57319029,6.4,1489,15.742,"Deloris Van Cartier is again asked to don the nun's habit to help a run-down Catholic school, presided over by Mother Superior. And if trying to reach out to a class full of uninterested students wasn't bad enough, the sisters discover that the school is due to be closed by the unscrupulous chief of a local authority."
2223,11969,Tombstone,1993-12-25,130,"Western,Action",25000000,56505065,7.6,1625,31.433,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town."
2224,21845,Rookie of the Year,1993-07-07,103,"Comedy,Family",31000000,56500758,6.2,266,12.687,"12-year-old Henry Rowengartner, whose late father was a minor league baseball player, grew up dreaming of playing baseball, despite his physical shortcomings. After Henry's arm is broken while trying to catch a baseball at school, the tendon in that arm heals too tightly, allowing Henry to throw pitches that are as fast as 103 mph. Henry is spotted at nearby Wrigley Field by Larry ""Fish"" Fisher, the general manager of the struggling Chicago Cubs, after Henry throws an opponent's home-run ball all the way from the outfield bleachers back to the catcher, and it seems that Henry may be the pitcher that team owner Bob Carson has been praying for."
2225,10057,The Three Musketeers,1993-11-11,105,"Action,Adventure,Comedy",30000000,53898845,6.4,774,13.804,"D'Artagnan travels to Paris hoping to become a musketeer, one of the French king's elite bodyguards, only to discover that the corps has been disbanded by conniving Cardinal Richelieu, who secretly hopes to usurp the throne. Fortunately, Athos, Porthos and Aramis have refused to lay down their weapons and continue to protect their king. D'Artagnan joins with the rogues to expose Richelieu's plot against the crown."
2226,2758,Addams Family Values,1993-11-19,94,"Comedy,Family,Fantasy",47000000,48919043,6.9,2372,58.518,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands."
2227,8873,Wayne's World 2,1993-12-10,95,"Comedy,Music",40000000,48198019,6.1,827,9.302,"A message from Jim Morrison in a dream prompts cable access TV stars Wayne and Garth to put on a rock concert, ""Waynestock,"" with Aerosmith as headliners. But amid the preparations, Wayne frets that a record producer is putting the moves on his girlfriend, Cassandra, while Garth handles the advances of mega-babe Honey Hornee."
2228,2246,Malice,1993-09-29,107,Thriller,20000000,46405336,6.2,355,11.256,"A tale about a happily married couple who would like to have children. Tracy teaches infants, Andy's a college professor. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor."
2229,1499,Teenage Mutant Ninja Turtles III,1993-03-17,96,"Action,Adventure,Comedy,Family,Fantasy,Fiction",21000000,42273609,5.4,629,17.906,"The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising."
2230,37094,Falling Down,1993-02-26,113,"Crime,Drama,Thriller",25000000,40903593,7.4,2979,17.385,An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.
2231,12574,Cop and ½,1993-04-02,93,"Action,Comedy,Family",4000000,40700000,4.6,125,6.098,"When a pint-sized 8-year-old kid witnesses a murder he offers to help the police, if they make him a cop, too. Saddled with this streetwise sidekick, a hardboiled cop is forced to take his new partner seriously as they race the clock to bring the bad guys to justice."
