,id,original_title,release_date,runtime,genres,budget,revenue,vote_average,vote_count,popularity,overview
695,10328,Cocoon,1985-06-21,117,"Comedy,Drama,Fiction",17500000,85313124,6.6,1021,13.707,"When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor."
696,11824,Teen Wolf,1985-08-23,91,"Comedy,Fantasy,Romance",1200000,80000000,6.2,900,21.753,When a shy teenager's new-found powers help him score at basketball - and with the popular girls - he has some pretty hairy decisions to make.
697,9281,Witness,1985-02-08,112,"Crime,Drama,Romance,Thriller",12000000,68706993,7.1,1274,13.52,"A sheltered Amish child is the sole witness of a brutal murder in a restroom at a Philadelphia train station, and he must be protected.  The assignment falls to a taciturn detective who goes undercover in a Pennsylvania Dutch community. On the farm, he slowly assimilates despite his urban grit and forges a romantic bond with the child's beautiful mother."
698,9340,The Goonies,1985-06-07,114,"Adventure,Comedy,Family",19000000,61389680,7.5,4830,41.965,"A young teenager named Mikey Walsh finds an old treasure map in his father's attic. Hoping to save their homes from demolition, Mikey and his friends Data Wang, Chunk Cohen, and Mouth Devereaux run off on a big quest to find the secret stash of Pirate One-Eyed Willie."
699,9080,Spies Like Us,1985-12-06,102,"Comedy,Adventure",22000000,60088980,6.2,496,8.37,"Two bumbling government employees think they are U.S. spies, only to discover that they are actually decoys for nuclear war."
700,9749,Fletch,1985-05-31,98,"Comedy,Crime,Mystery",8000000,59612888,6.7,530,11.308,"When investigative reporter Irwin ""Fletch"" Fletcher goes undercover to write a piece on the drug trade at a local beach, he's approached by wealthy businessman Alan Stanwyk, who offers him $50,000 to murder him. With sarcastic wit and a knack for disguises, Fletch sets out to uncover Stanwyk's story."
701,10999,Commando,1985-10-03,90,"Action,Adventure,Thriller",10000000,57500000,6.6,2234,27.269,"John Matrix, the former leader of a special commando strike force that always got the toughest jobs done, is forced back into action when his young daughter is kidnapped. To find her, Matrix has to fight his way through an array of punks, killers, one of his former commandos, and a fully equipped private army. With the help of a feisty stewardess and an old friend, Matrix has only a few hours to overcome his greatest challenge: finding his daughter before she's killed."
702,10157,Police Academy 2: Their First Assignment,1985-03-28,87,"Comedy,Crime",7600000,55600000,6.0,1227,21.566,"Officer Carey Mahoney and his cohorts have finally graduated from the Police Academy and are about to hit the streets on their first assignment. Question is, are they ready to do battle with a band of graffiti-tagging terrorists? Time will tell, but don't sell short this cheerful band of doltish boys in blue."
703,2108,The Breakfast Club,1985-02-15,98,"Comedy,Drama",1000000,51525171,7.8,6940,20.826,"Five high school students from different walks of life endure a Saturday detention under a power-hungry principal. The disparate group includes rebel John, princess Claire, outcast Allison, brainy Brian and Andrew, the jock. Each has a chance to tell his or her story, making the others see them a little differently -- and when the day ends, they question whether school will ever be the same."
704,11418,National Lampoon's European Vacation,1985-07-25,95,"Adventure,Comedy,Romance",17000000,49364621,6.2,678,12.197,"The Griswalds win a vacation to Europe on a game show, and so pack their bags for the continent. They do their best to catch the flavor of Europe, but they just don't know how to be be good tourists. Besides, they have trouble taking holidays in countries where they CAN speak the language."
705,11064,Brewster's Millions,1985-05-22,97,Comedy,20000000,45833132,6.6,448,11.086,"Brewster, an aging minor-league baseball player, stands to inherit 300 million dollars if he can successfully spend 30 million dollars in 30 days without anything to show for it, and without telling anyone what he's up to... A task that's a lot harder than it sounds!"
706,11177,Mask,1985-03-08,120,Drama,7500000,42400000,7.1,338,10.553,A boy with a massive facial skull deformity and biker gang mother attempts to live as normal a life as possible under the circumstances.
708,8879,Pale Rider,1985-06-28,115,Western,6900000,41410568,7.2,835,13.355,A mysterious preacher protects a humble prospector village from a greedy mining company trying to encroach on their land.
709,5683,Pee-wee's Big Adventure,1985-07-26,91,"Comedy,Adventure",6000000,40940662,6.4,627,8.692,"The eccentric and childish Pee-wee Herman embarks on a big adventure when his beloved bicycle is stolen. Armed with information from a fortune-teller and a relentless obsession with his prized possession, Pee-wee encounters a host of odd characters and bizarre situations as he treks across the country to recover his bike."
710,12235,Jagged Edge,1985-10-04,108,Thriller,15000000,40500000,6.4,202,9.651,"San Francisco heiress Page Forrester is brutally murdered in her remote beach house. Her husband Jack is devastated by the crime but soon finds himself accused of her murder. He hires lawyer Teddy Barnes to defend him, despite the fact she hasn't handled a criminal case for many years. There's a certain chemistry between them and Teddy soon finds herself defending the man she loves."
711,11814,Weird Science,1985-08-01,94,"Comedy,Romance,Fiction",7500000,38934048,6.6,1126,15.66,"Two unpopular teenagers, Gary and Wyatt, fail at all attempts to be accepted by their peers. Their desperation to be liked leads them to ""create"" a woman via their computer. Their living and breathing creation is a gorgeous woman, Lisa, whose purpose is to boost their confidence level by putting them into situations which require Gary and Wyatt to act like men."
713,9355,Mad Max Beyond Thunderdome,1985-06-29,107,"Action,Adventure,Fiction",10000000,36230219,6.2,2281,29.389,"Mad Max becomes a pawn in a decadent oasis of a technological society, and when exiled, becomes the deliverer of a colony of children."
714,18498,Ghoulies,1985-01-18,81,"Comedy,Horror,Fantasy",1000000,35000000,4.8,194,7.146,"A young man and his girlfriend move into the man's old mansion home, where he becomes possessed by a need to control ancient demons."
715,8408,Day of the Dead,1985-07-03,101,"Horror,Thriller,Drama,Mystery",3500000,34000000,7.0,955,10.48,"Trapped in a missile silo, a small team of scientists, civilians, and trigger-happy soldiers battle desperately to ensure the survival of the human race. However, the tension inside the base is reaching a breaking point, and the zombies are gathering outside."
716,11509,Silverado,1985-07-10,133,Western,23000000,32192570,7.0,552,12.537,"Four unwitting heroes cross paths on their journey to the sleepy town of Silverado. Little do they know the town where their family and friends reside has been taken over by a corrupt sheriff and a murderous posse. It's up to the sharp-shooting foursome to save the day, but first they have to break each other out of jail, and learn who their real friends are."
717,34322,Murphy's Romance,1985-12-25,107,"Comedy,Drama,Romance",13000000,30867525,6.0,51,4.09,"Emma, a divorced single mother seeking to start her life over, moves to a small town in Arizona. She befriends Murphy, the older local pharmacist, but things turn complicated when her ex-husband shows up."
718,10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985-11-01,87,Horror,3000000,30000000,5.8,1453,38.494,"A new family moves into the house on Elm Street, and before long, the kids are again having nightmares about deceased child murderer Freddy Krueger. This time, Freddy attempts to possess a teenage boy to cause havoc in the real world, and can only be overcome if the boy's sweetheart can master her fear."
719,8130,Desperately Seeking Susan,1985-03-29,104,"Comedy,Drama",5000000,27400000,6.1,346,12.663,"Roberta is a bored suburban housewife who is fascinated with a woman, Susan, she only knows about by reading messages to and from her in the personals section of the newspaper. This fascination reaches a peak when an ad with the headline ""Desperately Seeking Susan"" proposes a rendezvous. Roberta goes too, and in a series of events involving amnesia and mistaken identity, steps into Susan's life."
721,13938,The Last Dragon,1985-03-22,108,"Action,Adventure",10000000,25754284,6.4,194,7.329,"A young man searches for the ""master"" to obtain the final level of martial arts mastery known as the glow. Along the way he must fight an evil martial arts expert and rescue a beautiful singer from an obsessed music promoter."
722,11797,Fright Night,1985-08-02,106,"Comedy,Horror",9000000,24922237,7.1,1051,19.932,"Charley Brewster, a high school student, accidentally discovers the true and creepy nature of Jerry Dandrige, his dashing and enigmatic new neighbor; but no one seems willing to believe him."
725,13764,Santa Claus: The Movie,1985-10-29,108,"Family,Fantasy,Adventure",50000000,23717291,6.3,198,8.363,"The first half of this film, set hundreds of years ago, shows how the man who eventually became Santa Claus was given immortality and chosen to deliver toys to all the children of the world. The second half moves into the modern era, in which Patch, the head elf, strikes out on his own and falls in with an evil toy manufacturer who wants to corner the market and eliminate Santa Claus."
726,9731,Friday the 13th: A New Beginning,1985-03-22,92,"Horror,Mystery",2200000,21930418,5.3,872,32.448,"Homicidal maniac Jason returns from the grave to cause more bloody mayhem. Young Tommy may have escaped from Crystal Lake, but he’s still haunted by the gruesome events that happened there. When gory murders start happening at the secluded halfway house for troubled teens where he now lives, it seems like his nightmarish nemesis, Jason, is back for more sadistic slaughters."
727,10957,The Black Cauldron,1985-07-24,80,"Animation,Adventure,Family",25000000,21288692,6.5,1021,18.788,"Taran is an assistant pigkeeper with boyish dreams of becoming a great warrior. However, he has to put the daydreaming aside when his charge, an oracular pig named Hen Wen, is kidnapped by an evil lord known as the Horned King. The villain hopes Hen will show him the way to The Black Cauldron, which has the power to create a giant army of unstoppable soldiers."
728,11257,A Room with a View,1985-12-13,117,"Drama,Romance",3000000,20966644,7.0,584,8.745,"When Lucy Honeychurch and chaperon Charlotte Bartlett find themselves in Florence with rooms without views, fellow guests Mr Emerson and son George step in to remedy the situation. Meeting the Emersons could change Lucy's life forever but, once back in England, how will her experiences in Tuscany affect her marriage plans?"
729,23919,Porky's Revenge,1985-03-22,92,Comedy,9000000,20518905,5.5,189,8.524,"As graduation nears for the class of 1955 at Angel Beach High, the gang once again faces off against their old enemy, Porky, who wants them to throw the school's championship basketball game since he has bet on the opposing team."
731,19259,Volunteers,1985-08-16,107,Comedy,10000000,19875740,5.4,119,7.759,"After his rich father refuses to pay his debt, compulsive gambler Lawrence Bourne III joins the Peace Corps to evade angry creditors. In Thailand, he is assigned to build a bridge for the local villagers with the help of American-As-Apple-Pie WSU Grad Tom Tuttle and the beautiful and down-to earth Beth Wexler.  What they don't realize is that the bridge is coveted by the U.S. Army, a local Communist force, and a powerful drug lord. Together with the help of At Toon, the only English speaking native, they must fight off the three opposing forces and find out what is right for the villagers, as well as themselves."
732,11018,Year of the Dragon,1985-08-16,134,"Action,Crime,Drama,Thriller",24000000,18707466,6.9,319,7.452,"In New York, racist Capt. Stanley White becomes obsessed with destroying a Chinese-American drug ring run by Joey Tai, an up-and-coming young gangster as ambitious as he is ruthless. While pursuing an unauthorized investigation, White grows increasingly willing to violate police protocol, resorting to progressively violent measures -- even as his concerned wife, Connie, and his superiors beg him to consider the consequences of his actions."
733,526,Ladyhawke,1985-03-27,121,"Adventure,Comedy,Drama,Fantasy",20000000,18432000,7.0,938,12.736,"Captain Etienne Navarre is a man on whose shoulders lies a cruel curse. Punished for loving each other, Navarre must become a wolf by night whilst his lover, Lady Isabeau, takes the form of a hawk by day. Together, with the thief Philippe Gaston, they must try to overthrow the corrupt Bishop and in doing so break the spell."
734,8992,The Sure Thing,1985-03-01,100,"Comedy,Romance",4500000,18135531,6.6,224,8.439,"Gib, a beer-guzzling slob, and Alison, an uptight Ivy-Leaguer, are an unlikely duo stuck together on a cross-country trip during Christmas break. At first they get on each other's nerves but, as time passes, they find their divergent natures complement each other. Now they need to realize what they've already found before it's too late."
736,11703,Kiss of the Spider Woman,1985-07-26,120,Drama,11,17005229,7.2,217,6.147,"Luis Molina and Valentin Arregui are cell mates in a South American prison. Luis, a gay man, is found guilty of immoral behaviour and Valentin is a political prisoner. To escape reality Luis invents romantic movies, while Valentin tries to keep his mind on the situation he's in. During the time they spend together, the two men come to understand and respect one another."
737,24873,Death Wish 3,1985-11-01,92,Action,9000000,16116878,6.2,309,13.992,Architect/vigilante Paul Kersey arrives back in New York City and is forcibly recruited by a crooked police chief to fight street crime caused by a large gang terrorizing the neighborhoods.
738,11976,Legend,1985-08-28,94,"Adventure,Fantasy",24500000,15502112,6.3,968,16.628,"Set in a timeless mythical forest inhabited by fairies, goblins, unicorns and mortals, this fantastic story follows a mystical forest dweller, chosen by fate, to undertake a heroic quest. He must save the beautiful Princess  Lili and defeat the demonic Lord of Darkness, or the world will be plunged into a never-ending ice age."
739,9838,King Solomon's Mines,1985-11-22,100,"Action,Adventure,Comedy",12500000,15057465,5.5,324,9.418,"Ever in search of adventure, explorer Allan Quatermain agrees to join the beautiful Jesse Huston on a mission to locate her archaeologist father, who has been abducted for his knowledge of the legendary mines of King Solomon. As the kidnappers, led by sinister German military officer Bockner, journey into the wilds of Africa, Allan and Jesse track the party and must contend with fierce natives and dangerous creatures, among other perils."
740,15196,Clue,1985-12-13,94,"Comedy,Thriller,Crime,Mystery",15000000,14643997,7.2,1360,18.814,"Clue finds six colorful dinner guests gathered at the mansion of their host, Mr. Boddy -- who turns up dead after his secret is exposed: He was blackmailing all of them. With the killer among them, the guests and Boddy's chatty butler must suss out the culprit before the body count rises."
742,10925,The Return of the Living Dead,1985-04-25,91,"Comedy,Horror",4000000,14237880,7.2,1460,36.354,"When foreman Frank shows new employee Freddy a secret military experiment in a supply warehouse in Louisville, Kentucky, the two klutzes accidentally release a gas that reanimates corpses into flesh-eating zombies. As the epidemic spreads throughout the town, and the creatures satisfy their hunger in gory and outlandish ways, Frank and Freddy fight to survive with the help of their boss and a mysterious mortician."
746,10552,Cat's Eye,1985-04-12,94,"Horror,Thriller",7000000,13100000,6.7,503,38.814,"Three short stories by shock-meister Stephen King are linked by a stray cat that roams from one tale to the next in this creepy triptych that begins as Dick (James Woods) tries to quit smoking by any means necessary. Next, we meet Johnny, an adulterous man who's forced by his lover's husband onto a building's hazardous ledge. Finally, Amanda is threatened by an evil gnome who throws suspicion on the family cat."
747,14370,Real Genius,1985-08-07,106,"Comedy,Romance,Fiction",8000000,12952019,6.7,325,17.562,"Chris is the top brain who just wants to party, Mitch is the 15-year-old college wiz kid. Supposedly hard at work on a lab project with a mysterious deadline, they still find time to use their genius to discover new ways to have fun."
748,49370,Perfect,1985-06-07,115,"Drama,Romance",19000000,12918858,5.7,144,8.539,"A female aerobics instructor meets a male reporter doing a story on health clubs, but it isn't love at first sight."
749,17898,Silver Bullet,1985-10-10,95,Horror,7000000,12400000,6.5,429,17.078,"The small city of Tarker's Mill is startled by a series of sadistic murders. The population fears that this is the work of a maniac. During a search a mysterious, hairy creature is observed. This strange appearance is noticed once a month. People lock themselves up at night, but there's one boy who's still outside, he's preparing the barbecue."
750,11864,Enemy Mine,1985-12-12,108,"Drama,Fiction",40000000,12303411,7.0,766,15.582,"A soldier from Earth crashlands on an alien world after sustaining battle damage. Eventually he encounters another survivor, but from the enemy species he was fighting; they band together to survive on this hostile world. In the end the human finds himself caring for his enemy in a completely unexpected way."
751,11645,乱,1985-06-01,160,"Action,Drama,History",11500005,11859533,8.1,1176,14.067,"With Ran, legendary director Akira Kurosawa reimagines Shakespeare's King Lear as a singular historical epic set in sixteenth-century Japan. Majestic in scope, the film is Kurosawa's late-life masterpiece, a profound examination of the folly of war and the crumbling of one family under the weight of betrayal, greed, and the insatiable thirst for power."
752,24548,Just One of the Guys,1985-04-26,100,"Comedy,Romance",11500000,11528900,6.5,240,8.863,"When Terry Griffith loses her high school's writing competition, she's convinced that it's because she's a girl. So Terry decides to change high schools and pose as a boy to prove her point. Her brother, Buddy, helps her pass as a guy so well that she is soon making friends with the boys at school, including the attractive Rick, who becomes her new best friend. But her gender-swapping makes things difficult when she falls in love with him."
753,13155,Return to Oz,1985-06-21,109,"Adventure,Family,Fantasy",25000000,11137801,6.6,729,10.133,"Dorothy, saved from a psychiatric experiment by a mysterious girl, finds herself back in the land of her dreams, and makes delightful new friends, and dangerous new enemies."
754,12764,Missing in Action 2: The Beginning,1985-03-01,100,"Action,War",2410000,10755447,5.9,210,11.951,"Prequel to the first Missing In Action, set in the early 1980s it shows the capture of Colonel Braddock during the Vietnam war in the 1970s, and his captivity with other American POWs in a brutal prison camp, and his plans to escape."
755,10849,The Purple Rose of Cairo,1985-03-01,82,"Fantasy,Comedy,Romance",15000000,10631333,7.4,811,8.144,"Cecilia is a waitress in New Jersey, living a dreary life during the Great Depression. Her only escape from her mundane reality is the movie theatre. After losing her job, Cecilia goes to see 'The Purple Rose of Cairo' in hopes of raising her spirits, where she watches dashing archaeologist Tom Baxter time and again."
757,10843,After Hours,1985-09-13,97,"Comedy,Thriller,Drama",4500000,10609321,7.5,1090,11.688,An ordinary word processor has the worst night of his life after he agrees to visit a girl in Soho whom he met that evening at a coffee shop.
758,12500,American Ninja,1985-08-30,95,Action,1000000,10499694,5.9,326,13.423,"Joe Armstrong, an orphaned drifter with little respect for much other than martial arts, finds himself on an American Army base in The Philippines after a judge gives him a choice of enlistment or prison. On one of his first missions driving a convoy, his platoon is attacked by a group of rebels who try to steal the weapons the platoon is transporting and kidnap the base colonel's daughter."
760,19064,Once Bitten,1985-11-15,94,"Comedy,Horror,Romance",3200000,10000000,5.7,226,6.663,"Mark wants to lose his virginity, but his girlfriend wants to wait. Unfortunately for both of them, a 400-year-old vampire Countess needs to turn a virgin into a vampire before Halloween in order to preserve her own youthful appearance, and when she finds Mark, she turns his life upside-down."
761,68,Brazil,1985-02-20,143,"Comedy,Fiction",15000000,9900000,7.7,2750,19.266,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies."
762,9872,Explorers,1985-07-12,109,"Family,Fiction",25000000,9873044,6.2,362,9.31,"The visionary dreams of three curious and adventuresome young boys become an exciting reality in Explorers, the action-fantasy from director Joe Dante, who combines keen humor, warmth and fantasy with unexpected twists. In their makeshift laboratory, the boys use an amazing discovery and their ingenuity to build their own spaceship and launch themselves on a fantastic interplanetary journey."
767,10905,The Man with One Red Shoe,1985-07-18,90,"Action,Comedy",16000000,8645411,5.8,215,6.853,A man is mistaken as a spy by the CIA when he arrives at the airport with one red shoe.
769,11893,Runaway Train,1985-11-15,111,"Action,Thriller,Drama,Adventure",9000000,7936012,7.0,423,12.294,A hardened convict and a younger prisoner escape from a brutal prison in the middle of winter only to find themselves on an out-of-control train with a female railway worker while being pursued by the vengeful head of security.
772,9626,Red Sonja,1985-04-09,89,"Adventure,Fantasy,Action",17900000,6948633,5.3,649,17.234,"The tyrant Gedren seeks the total power in a world of barbarism. She raids the city Hablac and kills the keeper of a talisman that gives her great power. Red Sonja, sister of the keeper, sets out with her magic sword to overthrow Gedren."
773,11338,Into the Night,1985-02-22,115,"Thriller,Action,Comedy,Crime,Drama,Romance",11400000,6700000,6.6,215,10.531,"Ed Okin used to have a boring life. He used to have trouble getting to sleep. Then one night, he met Diana. Now, Ed's having trouble staying alive."
774,41166,Plenty,1985-09-20,124,"Drama,Romance",10000000,6148000,5.8,36,3.959,David Hare's account of a one-time French freedom fighter who gradually realizes that her post-war life is not meeting her expectations.
775,14570,Gymkata,1985-05-03,90,"Action,Drama",8500000,5730596,5.4,48,4.34,U.S. agents send a gymnastic martial artist to secure a missile-base site in the savage country of Parmistan.
776,42040,King David,1985-03-29,114,"Action,Adventure,History,Drama",22000000,5111099,5.2,36,7.969,This is a movie about the life of Israel's king David.
779,39256,Godzilla 1985,1985-07-26,87,"Action,Fiction,Thriller",700000,4116395,6.7,132,11.84,"Originally released in Japan as ""The Return of Godzilla""  in 1984, this is the heavily re-edited, re-titled ""Godzilla 1985"".  Adding in new footage of Raymond Burr, this 16th Godzilla film ignores all previous sequels and serves as a direct follow-up to the 1956 ""Godzilla King of the Monsters"", which also featured scenes with Burr edited into 1954's ""Godzilla"". This film restores the darker tone of the original, as we witness the nuclear destruction of giant lizard terrorizing Japan."
781,32147,Starchaser: The Legend of Orin,1985-01-01,107,"Adventure,Animation,Family,Fiction",15000000,3360800,6.1,36,3.857,"Set on the subterranean Mine-World, a band of human worker are treated like slaves under the power of the evil overlord Zygon until one, Orin, unearths the hilt of a mythical sword that only he can master. Escaping the planet, he runs into the rogue smuggler Dagg and a pair of helpful droids and the princess, who all team up to return to the Mine-World with a plan to defeat Zygon and free Orin's enslaved people."
785,11240,My Beautiful Laundrette,1985-11-16,98,"Comedy,Drama,Romance",860000,2451545,6.8,193,6.198,"A Pakistani Briton renovates a rundown laundrette with his male lover while dealing with drama within his family, the local Pakistani community, and a persistent mob of skinheads."
786,294,Desert Hearts,1985-10-01,91,"Drama,Romance",350000,2400000,7.2,102,7.548,The story of straight-edge literature professor Vivian who travels to Reno to get away from a relationship breakup when she falls in love with an attractive and unconventional girl named Cay.
789,1694,Re-Animator,1985-10-18,86,"Fiction,Comedy,Horror",900000,2023414,7.0,1050,11.589,A dedicated student at a medical college and his girlfriend become involved in bizarre experiments centering around the re-animation of dead tissue when an odd new student arrives on campus.
790,34028,Warning Sign,1985-08-23,99,"Drama,Fiction,Thriller",707990,1918117,6.2,48,4.541,An accident occurs in an ultra-secret government biological weapons laboratory spreading a sinister bacteria.
792,176049,Burke & Wills,1985-10-30,140,"History,Adventure,Drama",9000000,1600000,5.2,6,1.608,A story based on true events about two explorers on a doomed journey trying to cross Australia on foot in the 19 century.
797,54407,Bliss,1985-10-04,112,"Comedy,Drama,Romance",3400000,660537,6.4,17,1.831,"An advertising executive dies and goes to hell... except nothing changes. Well, his daughter is buying drugs with sexual favours from her brother, and the number of cancer-causing products is on the increase. But the notes he writes to himself to prove he hasn't gone insane are getting more disjointed, and he runs off with an ex-prostitute called Honey Barbera."
801,27064,Mishima: A Life in Four Chapters,1985-05-15,121,Drama,5000000,502758,7.8,195,12.506,"A fictional account of the life of Japanese author Yukio Mishima told in four parts. The first three parts relate events in three of his novels: The Temple of the Golden Pavilion, Kyoko's House, and Runaway Horses. The last part depicts the events of 25th November 1970."
803,10656,Subway,1985-04-10,104,"Action,Thriller",2000000,390659,6.5,340,8.313,"Fred, a raffish safe blower, takes refuge in the Paris Metro after being chased by the henchmen of a shady businessman from whom he has just stolen some documents. While hiding out in the back rooms and conduits of the Metro, Fred encounters a subterranean society of eccentric characters and petty criminals."
805,12701,Revolution,1985-12-25,126,"Adventure,Drama,History,War",28000000,358574,5.4,85,4.347,"New York trapper Tom Dobb becomes an unwilling participant in the American Revolution after his son Ned is drafted into the Army by the villainous Sergeant Major Peasy. Tom attempts to find his son, and eventually becomes convinced that he must take a stand and fight for the freedom of the Colonies, alongside the aristocratic rebel Daisy McConnahay. As Tom undergoes his change of heart, the events of the war unfold in large-scale grandeur."
811,219210,Aşık Oldum,1985-09-04,92,"Comedy,Romance",65000,176000,5.0,15,0.906,"Kirmizi is the Turkish word for red. The Woman in Red was a mid-80s comedy hit which starred and was directed by Gene Wilder. It was based on a French film called ""Pardon Mon Affaire"" with the great Jean Rochefort in the lead. ""Asik Oldum-I Feel in Love"" is based on ""The Woman in Red"" and even has that certain Stevie Wonder which Jack Black so despised in ""High Fidelity"" in its' soundtrack."
816,38981,Seven Minutes in Heaven,1985-05-09,88,"Comedy,Drama,Romance",31430,31430,6.3,31,5.901,"Natalie allows her classmate Jeff, who ran away from home after a fight with his stepfather, to stay at her place while her father is away on a business trip. Natalie soon starts dating Jeff's friend James Casey, who isn't as faithful as she thinks, while her best friend Polly falls in love with baseball player Zoo Knudsen."
849,744,Top Gun,1986-05-16,110,"Action,Drama",15000000,356830601,7.0,6466,140.525,"For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete's dreams of becoming an ace pilot."
850,9671,Crocodile Dundee,1986-09-26,97,"Adventure,Comedy",5000000,328203506,6.4,1550,16.169,"When a New York reporter plucks crocodile hunter Dundee from the Australian Outback for a visit to the Big Apple, it's a clash of cultures and a recipe for good-natured comedy as naïve Dundee negotiates the concrete jungle. Dundee proves that his instincts are quite useful in the city and adeptly handles everything from wily muggers to high-society snoots without breaking a sweat."
851,679,Aliens,1986-07-18,137,"Action,Thriller,Fiction",18500000,183316455,7.9,7922,56.596,"When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story—all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers."
852,792,Platoon,1986-12-19,120,"Drama,War,Action",6000000,138530565,7.7,3674,24.989,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man."
853,168,Star Trek IV: The Voyage Home,1986-11-26,119,"Fiction,Adventure",24000000,133000000,7.2,1170,20.215,"It's the 23rd century, and a mysterious alien power is threatening Earth by evaporating the oceans and destroying the atmosphere. In a frantic attempt to save mankind, Kirk and his crew must time travel back to 1986 San Francisco where they find a world of punk, pizza and exact-change buses that are as alien as anything they've ever encountered in the far reaches of the galaxy. A thrilling, action-packed Star Trek adventure!"
854,8856,The Karate Kid Part II,1986-06-18,113,"Adventure,Drama,Action,Romance,Family",13000000,115103979,6.3,1763,63.996,"After discovering that his father is at death's door, Mr. Miyagi sets out to Japan, to see him with Daniel. Upon arriving, Miyagi must confront an old rival. Meanwhile, Daniel encounters a new love, and some new enemies."
855,12118,Police Academy 3: Back in Training,1986-03-20,84,"Comedy,Crime",12000000,107600000,5.7,983,19.419,"When police funding is cut, the Governor announces he must close one of the academies. To make it fair, the two police academies must compete against each other to stay in operation. Mauser persuades two officers in Lassard's academy to better his odds, but things don't quite turn out as expected..."
856,9930,Legal Eagles,1986-06-18,116,"Comedy,Crime,Romance,Thriller",40000000,93151591,6.1,171,8.816,"District Attorney Tom Logan is set for higher office, at least until he becomes involved with defence lawyer Laura Kelly and her unpredictable client Chelsea Deardon. It seems the least of Chelsea's crimes is the theft of a very valuable painting, but as the women persuade Logan to investigate further and to cut some official corners, a much more sinister scenario starts to emerge."
857,15596,Back to School,1986-06-13,96,Comedy,11000000,91258000,6.3,343,10.481,"Self-made millionaire Thornton Melon decides to get a better education and enrolls at his son Jason's college. While Jason tries to fit in with his fellow students, Thornton struggles to gain his son's respect, giving way to hilarious antics."
858,4978,An American Tail,1986-11-21,80,"Drama,Family,Animation,Adventure",9000000,84542002,6.7,1116,10.176,"A young mouse named Fievel and his family decide to migrate to America, a ""land without cats,"" at the turn of the 20th century. But somehow, Fievel ends up in the New World alone and must fend off not only the felines he never thought he'd have to deal with again but also the loneliness of being away from home."
859,10136,The Golden Child,1986-12-12,94,"Action,Adventure,Comedy,Fantasy,Mystery",25000000,79817939,5.9,883,16.569,"After a Tibetan boy, the mystical Golden Child, is kidnapped by the evil Sardo Numspa, humankind's fate hangs in the balance. On the other side of the world in Los Angeles, the priestess Kee Nang seeks the Chosen One, who will save the boy from death. When Nang sees social worker Chandler Jarrell on television discussing his ability to find missing children, she solicits his expertise, despite his skepticism over being ""chosen."""
860,192,The Name of the Rose,1986-09-24,130,"Drama,Thriller,Mystery",18000000,77200000,7.5,2489,13.391,"14th-century Franciscan monk William of Baskerville and his young novice arrive at a conference to find that several monks have been murdered under mysterious circumstances. To solve the crimes, William must rise up against the Church's authority and fight the shadowy conspiracy of monastery monks using only his intelligence – which is considerable."
861,12151,Ruthless People,1986-06-26,93,Comedy,11000000,71600000,6.6,306,11.037,"A couple, cheated by a vile businessman, kidnap his wife in retaliation—without knowing that their enemy is delighted they did."
862,9377,Ferris Bueller's Day Off,1986-06-11,103,Comedy,6000000,70136369,7.6,4045,21.475,"After high school slacker Ferris Bueller successfully fakes an illness in order to skip school for the day, he goes on a series of adventures throughout Chicago with his girlfriend Sloane and best friend Cameron, all the while trying to outwit his wily school principal and fed-up sister."
863,9941,Down and Out in Beverly Hills,1986-01-31,103,Comedy,14000000,62134225,5.9,204,7.524,Beverly Hills couple Barbara and Dave Whiteman find their lives altered by the arrival of a vagrant who tries to drown himself in their swimming pool.
864,9426,The Fly,1986-08-15,96,"Horror,Fiction",15000000,60629159,7.4,3489,31.676,"When Seth Brundle makes a huge scientific and technological breakthrough in teleportation, he decides to test it on himself. Unbeknownst to him, a common housefly manages to get inside the device and the two become one."
865,10466,The Money Pit,1986-03-26,91,"Comedy,Romance",10000000,54999651,6.5,912,14.728,"After being evicted from their Manhattan apartment, a couple buy what looks like the home of their dreams—only to find themselves saddled with a bank-account-draining nightmare. Struggling to keep their relationship together as their rambling mansion falls to pieces around them, the two watch in hilarious horror as everything—including the kitchen sink—disappears into the Money Pit."
