original_title,runtime,genres,budget,revenue,vote_average,vote_count,popularity,year,month,day,fixed_budget,fixed_revenue,fixed_gross,gross_factor,pop_factor,freshness_factor,runtime_factor,goodness_factor
The Meteor Man,100,"Fantasy,Action,Comedy,Fiction,Family",20000000,8016708,5.5,127,9.442,1993,8,6,38728271.70551643,15523662.280389355,-23204609.42512707,2.6635704525660464,5.234661577426968,6.8624293193670844,3.607100668163287,4.5919405043808466
Dazed and Confused,102,"Comedy,Drama",6900000,7993039,7.4,1660,11.376,1993,9,24,13361253.738403164,15477829.307239464,2116575.5688363,2.7888978637987156,7.526391525520201,6.8624293193670844,3.9587201747611567,5.28410972086179
喜宴,109,"Comedy,Drama,Romance",1000000,6933459,7.1,164,8.49,1993,3,1,1936413.5852758207,13426044.200552909,11489630.615277084,2.8338846609561044,5.643132308611614,6.8624293193670844,7.3471119141906565,5.671639550781364
Once Upon a Forest,71,"Animation,Family,Adventure",13000000,6582052,6.7,104,11.465,1993,6,18,25173376.608585663,12745574.911791887,-12427801.696793776,2.717616907749276,5.232713844278663,6.8624293193670844,1.4045585609569544,4.054329658087995
Six Degrees of Separation,112,"Mystery,Drama,Comedy",15000000,6284090,6.4,245,7.511,1993,12,8,29046203.779137325,12168597.247095937,-16877606.53204139,2.695432175479569,5.881004422512517,6.8624293193670844,5.943385571503152,5.345562872215581
The House of the Spirits,140,"Romance,Drama",25000000,6265311,6.9,567,13.5,1993,10,19,48410339.63189551,12132233.336378044,-36278106.29551747,2.596496220102174,6.611837645676197,6.8624293193670844,1.8275021012494232,4.4745663215987195
Heaven & Earth,140,"History,War,Action,Drama",33000000,5864949,6.7,199,7.962,1993,12,24,63901648.31410207,11356966.920549838,-52544681.39355223,2.510538979611239,5.75140042471037,6.8624293193670844,1.8275021012494232,4.237967706234529
Batman: Mask of the Phantasm,76,"Action,Animation,Crime,Mystery",6000000,5617391,7.5,844,12.821,1993,12,25,11618481.511654925,10877592.24620613,-740889.2654487938,2.7750381596394864,6.996447840745848,6.8624293193670844,1.6356164748336262,4.567382948646511
Ghost in the Machine,104,"Fiction,Thriller,Horror",12000000,5086909,4.6,55,4.71,1993,12,20,23236963.02330985,9850359.694661845,-13386603.328648005,2.7128520864265715,4.42292075875199,6.8624293193670844,4.411761987908632,4.60249103811357
Little Buddha,140,"Drama,History",35000000,4858139,6.3,336,9.641,1993,12,1,67774475.48465374,9407366.35875829,-58367109.125895455,2.479047377422499,6.120882499855424,6.8624293193670844,1.8275021012494232,4.322465324473607
Mr. Nanny,84,"Family,Comedy",10000000,4300000,4.9,136,10.909,1993,4,2,19364135.85275821,8326578.416686027,-11037557.436072186,2.724511007434665,5.19705773695123,6.8624293193670844,2.0790315906196586,4.21575741359316
Warlock: The Armageddon,98,"Fantasy,Horror,Fiction",3000000,3902679,5.2,113,11.835,1993,5,1,5809240.755827462,7557200.634570656,1747959.878743194,2.787113820726916,5.0964690330781695,6.8624293193670844,3.319094866997562,4.516276760042433
Gunmen,90,"Action,Comedy",8030000,3411885,4.9,53,4.826,1993,5,21,15549401.08976484,6606820.465398793,-8942580.624366045,2.7348669885251975,4.443812956253528,6.8624293193670844,2.5046558083018375,4.136441268111912
Only the Strong,99,Action,6000000,3283371,7.0,150,12.274,1993,8,27,11618481.511654925,6357964.209900657,-5260517.301754268,2.7529739231454156,5.560470542042436,6.8624293193670844,3.456653714095997,4.658131874662733
Romeo Is Bleeding,100,Crime,11500000,3275585,6.2,129,8.819,1993,9,13,22268756.230671942,6342887.2937257,-15925868.936946249,2.7001924356700426,5.3429100131661285,6.8624293193670844,3.607100668163287,4.628158109091635
Airborne,91,"Action,Adventure,Comedy",2600000,2850263,6.0,62,5.321,1993,9,17,5034675.321717136,5519287.994809018,484612.6730918829,2.7809907322341534,4.731060148620489,6.8624293193670844,2.587155057298171,4.2404088143799745
The Judas Project,97,"Action,Drama",2,2850135,3.0,1,0.6,1993,2,19,3.8728271705516417,5519040.133870105,5519036.261042935,2.805311680536566,0.8781371901018353,6.8624293193670844,3.1923316390626058,3.4345524572670225
Sankofa,124,Drama,1000000,2691899,6.0,11,2.243,1993,5,28,1936413.5852758207,5212629.793790399,3276216.2085145777,2.7945029180077747,3.3488535315040218,6.8624293193670844,3.0415401526984485,4.011831480394332
Calendar Girl,90,"Comedy,Drama",13000000,2570145,5.1,50,4.27,1993,9,3,25173376.608585663,4976863.694128725,-20196512.914456937,2.6787659781229687,4.429214609512862,6.8624293193670844,2.5046558083018375,4.118766428826188
Red Rock West,98,"Crime,Drama,Thriller",8000000,2500000,6.6,239,7.706,1993,5,14,15491308.68220657,4841033.9631895535,-10650274.719017016,2.7264284040445994,5.8857819278129675,6.8624293193670844,3.319094866997562,4.698433629555553
Son of the Pink Panther,93,"Comedy,Crime",25000000,2438031,4.7,177,8.36,1993,8,27,48410339.63189551,4721036.349723595,-43689303.28217192,2.5576916113565886,5.374363490670251,6.8624293193670844,2.7653957695354303,4.389970047732339
Kalifornia,117,"Thriller,Crime",9000000,2395231,6.6,612,11.733,1993,6,24,17427722.26748239,4638157.84827379,-12789564.419208596,2.715820088584343,6.637352749957937,6.8624293193670844,4.103831165736279,5.079858330911412
ஜென்டில்மேன்,160,"Action,Crime",720000,2200000,7.0,11,1.416,1993,7,30,1394217.7813985916,4260109.887606806,2865892.1062082145,2.792520926923371,3.472068469323355,6.8624293193670844,0.9660105569784239,3.5232573181480586
The Nutcracker,93,"Family,Fantasy,Music",19000000,2119994,5.6,33,4.323,1993,11,24,36791858.12024059,4105185.182303228,-32686672.937937364,2.615093643340771,4.171843690274122,6.8624293193670844,2.7653957695354303,4.103690605629352
Carnosaur,83,"Horror,Fiction",1000000,1753979,4.1,77,5.323,1993,5,21,1936413.5852758207,3396428.7638885,1460015.1786126783,2.7857194179616243,4.599891404807135,6.8624293193670844,2.0172194256339444,4.066314891942447
A Home of Our Own,104,"Comedy,Drama",12000000,1703282,6.6,55,4.142,1993,11,5,23236963.02330985,3298258.404355771,-19938704.61895408,2.68006429911329,4.711484111000442,6.8624293193670844,4.411761987908632,4.666434929347362
Josh and S.A.M.,96,"Adventure,Action,Comedy",18000000,1528163,4.7,13,2.314,1993,11,24,34855444.53496478,2959155.593715854,-31896288.941248924,2.6191687393257213,3.287192080113893,6.8624293193670844,3.074742673261191,3.9608832030169725
Dangerous Game,108,Drama,10000000,1261210,5.8,53,2.743,1993,10,13,19364135.85275821,2442224.177885719,-16921911.674872495,2.6952103717728764,4.578595605613142,6.8624293193670844,6.1686279243719095,5.076215805281253
King of the Hill,103,"Drama,History",8000000,1214231,6.9,125,6.218,1993,8,20,15491308.68220657,2351253.404063045,-13140055.278143523,2.714078120471267,5.4032370695653045,6.8624293193670844,4.1689633612888715,4.7871769676731315
Excessive Force,87,Action,3000000,1200000,4.6,25,2.109,1993,5,14,5809240.755827462,2323696.3023309857,-3485544.4534964766,2.7616601308323645,3.7926950293595194,6.8624293193670844,2.278751101486535,3.9238838952613757
Acción mutante,94,"Action,Comedy,Fiction",1804296,1089975,6.2,134,5.403,1993,2,3,3493863.286258824,2110642.3976110127,-1383220.8886478115,2.7719130867714994,5.373305877707303,6.8624293193670844,2.8622110171854453,4.467464825257833
Money for Nothing,100,"Drama,Comedy,Crime",11000000,1044824,5.6,55,5.371,1993,9,10,21300549.43803402,2023211.3878222243,-19277338.050211795,2.6833920643447553,4.580154231229121,6.8624293193670844,3.607100668163287,4.433269070776062
The Thing Called Love,116,"Drama,Romance",14000000,1029721,6.3,110,6.516,1993,8,27,27109790.193861485,1993965.733443804,-25115824.46041768,2.653870668707071,5.228342849527025,6.8624293193670844,4.335979064537514,4.770155475534674
Ruby in Paradise,114,"Drama,Romance",800000,1001437,5.9,27,3.638,1993,10,8,1549130.8682206566,1939196.2115978624,390065.3433772058,2.780531945608961,4.0531574609816765,6.8624293193670844,4.939557128746698,4.658918963676105
Dream Theater: Images And Words - Live In Tokyo,91,Music,100000,1000000,6.4,6,0.828,1993,8,1,193641.35852758208,1936413.5852758207,1742772.226748239,2.7870887051427373,2.9159467447623,6.8624293193670844,2.587155057298171,3.788154956642573
"Bodies, Rest & Motion",95,"Drama,Romance",2500000,764083,5.3,18,3.861,1993,4,9,4841033.9631895535,1479580.7014783055,-3361453.261711248,2.7622663759543276,3.6433401996619796,6.8624293193670844,2.965046124366789,4.058270504837545
The Thief and the Cobbler,72,"Adventure,Fantasy,Animation,Family",28000000,669276,7.1,91,6.406,1993,9,23,54219580.38772297,1295995.1386990603,-52923585.24902391,2.5085016396328554,5.172330290317768,6.8624293193670844,1.4485637387248687,3.997956247010644
Body Snatchers,87,"Horror,Fiction,Thriller",13000000,428868,6.1,310,7.64,1993,6,9,25173376.608585663,830465.8214900705,-24342910.78709559,2.657797617500702,6.03071999729106,6.8624293193670844,2.278751101486535,4.457424508911346
Killing Zoe,96,"Action,Crime,Drama,Thriller",1500000,418961,6.2,271,8.598,1993,10,1,2904620.377913731,811281.772100743,-2093338.605812988,2.768454115205004,5.936246604718335,6.8624293193670844,3.074742673261191,4.660468178137903
Bopha!,120,Drama,12000000,212483,4.8,4,1.546,1993,9,16,23236963.02330985,411454.9678401624,-22825508.055469688,2.665490269765041,2.361903863809417,6.8624293193670844,3.5611317967223375,3.86273881241597
"Nachas vemos, vecinas no sabemos",86,Comedy,100000,200000,3.3,6,1.065,1993,10,15,193641.35852758208,387282.71705516416,193641.35852758208,2.7795785650598352,2.3865001095961405,6.8624293193670844,2.20959928514918,3.55952681979306
Return of the Living Dead III,97,"Fiction,Horror",2000000,54207,6.6,679,20.115,1993,10,1,3872827.1705516414,104967.17121704645,-3767859.999334596,2.760280387631264,6.720392653491643,6.8624293193670844,3.1923316390626058,4.88385849988815
Freaked,80,"Comedy,Fiction,Horror",13000000,29296,6.0,111,8.056,1993,9,11,25173376.608585663,56729.17239424045,-25116647.43619142,2.6538664843105093,5.196577812039309,6.8624293193670844,1.8437249879458166,4.13914965091568
Cel mai iubit dintre pământeni,110,Drama,250000,10000,6.5,12,0.617,1993,3,20,484103.3963189553,19364.13585275821,-464739.2604661971,2.7763806038919783,3.482382353286083,6.8624293193670844,10.0,5.780298069136286
Philadelphia Experiment II,97,"Fiction,Action,Adventure",5000000,2970,5.1,58,7.464,1993,11,12,9682067.926379109,5751.1483482691865,-9676316.778030835,2.731244419802415,4.54784893355403,6.8624293193670844,3.1923316390626058,4.333463577946533
Traces of Death,79,Documentary,18,230,4.1,12,1.774,1993,1,1,34.855444534964775,445.3751246134389,410.51968007847415,2.7786403638605948,3.1140458874913812,6.8624293193670844,1.78942861376522,3.63613604612107
Reckless Kelly,103,Comedy,5444534,20,3.9,23,3.881,1993,4,8,10542869.603096109,38.72827170551641,-10542830.8748244,2.7269601084918733,3.5940961586261695,6.8624293193670844,4.1689633612888715,4.338112236943499
Deadfall,98,Crime,10000000,18,3.9,56,7.535,1993,10,8,19364135.85275821,34.855444534964775,-19364100.99731368,2.6829557387672933,4.305372512056184,6.8624293193670844,3.319094866997562,4.292463109297032
The Lion King,89,"Family,Animation,Drama",45000000,763455561,8.3,15737,206.19,1994,6,23,84600593.5314679,1435306524.3444402,1350705930.8129723,6.646230600564962,9.415950039499737,7.060702520912806,2.4259875150868893,6.387217669016098
Forrest Gump,142,"Comedy,Drama,Romance",55000000,677387716,8.5,23324,59.135,1994,6,23,103400725.42734964,1273497840.5450091,1170097115.1176596,6.268834383542447,9.749487284283425,7.060702520912806,1.7214103002974168,6.200108622259024
True Lies,141,"Action,Thriller",115000000,378882411,7.0,3315,24.208,1994,7,15,216201516.80264023,712303929.9829676,496102413.18032736,4.5944711373985605,8.034811900618278,7.060702520912806,1.7736827625234683,5.365917080363278
The Mask,101,"Romance,Comedy,Crime,Fantasy",23000000,351583407,6.9,8644,64.834,1994,7,29,43240303.36052803,660981442.400348,617741139.03982,4.93880893983715,8.789380431042627,7.060702520912806,3.773201659770226,6.140523387890703
Speed,116,"Action,Adventure,Crime",30000000,350448145,7.1,5060,42.123,1994,6,9,56400395.68764527,658847134.8667096,602446739.1790643,4.896844210283689,8.384187250926939,7.060702520912806,4.335979064537514,6.169428261665237
The Flintstones,91,"Fantasy,Comedy,Family",46000000,341631208,5.3,2054,40.322,1994,5,26,86480606.72105606,642271177.0149413,555790570.2938852,4.766547125106709,7.429832948305036,7.060702520912806,2.587155057298171,5.461059412905681
Dumb and Dumber,107,Comedy,16000000,247275374,6.6,5164,24.506,1994,12,16,30080211.033410817,464880964.5803492,434800753.5469383,4.410761262845695,8.342079224946081,7.060702520912806,5.511429179343715,6.331243047012074
Four Weddings and a Funeral,117,"Comedy,Drama,Romance",4400000,245700832,6.8,2196,16.462,1994,3,9,8272058.034187973,461920804.85278857,453648746.8186006,4.468049506962529,7.682467781037854,7.060702520912806,4.103831165736279,5.828762743662367
Interview with the Vampire,123,"Horror,Drama,Fantasy",60000000,223664608,7.4,4832,31.53,1994,11,11,112800791.37529054,420492413.08406895,307691621.7087784,4.003063347138107,8.380413839869005,7.060702520912806,3.1566749875732114,5.650213673873282
Clear and Present Danger,141,"Action,Drama,Thriller",62000000,215887717,6.6,1176,13.206,1994,8,3,116560817.75446685,405871755.4300795,289310937.6756127,3.9406187298115096,7.159418770202891,7.060702520912806,1.7736827625234683,4.983605695862669
Pulp Fiction,154,"Thriller,Crime",8000000,214179088,8.5,23783,56.396,1994,9,10,15040105.516705409,402659510.3739665,387619404.8572611,4.263980551953714,9.765064466371577,7.060702520912806,1.1868839837655367,5.569157880750908
Disclosure,123,"Thriller,Drama,Crime",55000000,214015089,6.2,960,11.28,1994,3,10,103400725.42734964,402351190.0908874,298950464.6635378,3.9734894285254794,6.947231672432021,7.060702520912806,3.1566749875732114,5.284524652360879
Stargate,121,"Action,Adventure,Fiction",55000000,196567262,7.0,2752,22.939,1994,10,27,103400725.42734964,369549045.2012346,266148319.77388492,3.860490326801138,7.886035652099588,7.060702520912806,3.4147479948580037,5.555494123667884
The Santa Clause,97,"Fantasy,Drama,Comedy,Family",22000000,189833357,6.4,1622,14.65,1994,11,11,41360290.17093986,356889214.9838008,315528924.81286097,4.029394711946914,7.3918351269765825,7.060702520912806,3.1923316390626058,5.418565999724727
Maverick,127,"Action,Adventure,Comedy,Drama,Western",75000000,183031272,6.9,1278,12.838,1994,5,20,141000989.21911314,344101205.4671008,203100216.2479877,3.633442459157885,7.261434748773427,7.060702520912806,2.737820558606711,5.173350071862707
The Specialist,110,"Action,Thriller",45000000,170362582,5.8,1048,16.157,1994,10,7,84600593.5314679,320283901.1722972,235683307.64082927,3.7524958593737274,6.964028640688731,7.060702520912806,10.0,6.944306755243816
Legends of the Fall,133,"Adventure,Drama,Romance,War,Western",30000000,160638883,7.4,2088,26.843,1994,12,16,56400395.68764527,302003218.80071187,245602823.1130666,3.7879972939368325,7.709745629043075,7.060702520912806,2.25801738378345,5.204115706919041
Wolf,125,"Fantasy,Drama,Horror",70000000,131002597,6.1,720,13.657,1994,6,17,131600923.27117229,246286610.2303044,114685686.95913208,3.2887471765861855,6.704285823740492,7.060702520912806,2.93396999444299,4.996926378920619
Star Trek: Generations,118,"Fiction,Action,Adventure,Thriller",38000000,120000000,6.5,1051,7.321,1994,11,18,71440501.20435067,225601582.7505811,154161081.54623044,3.4469090354536918,7.057390833351524,7.060702520912806,3.9015741067015357,5.366644124104889
Beverly Hills Cop III,105,"Action,Comedy,Crime",50000000,119208989,5.9,1427,12.998,1994,5,24,94000659.4794088,224114471.6374717,130113812.1580629,3.351450039384051,7.224433599492068,7.060702520912806,4.699377407242841,5.583990891757942
The Client,119,"Drama,Thriller,Crime,Mystery",45000000,117615211,6.7,891,15.928,1994,7,20,84600593.5314679,221118147.97619623,136517554.44472837,3.3771341981206717,6.949605140045294,7.060702520912806,3.722265704949242,5.277426891007003
Mary Shelley's Frankenstein,123,"Drama,Horror,Fiction,Romance",45000000,112006296,6.4,1006,10.69,1994,11,4,84600593.5314679,210573313.79691732,125972720.26544943,3.334735607091855,7.010020068861905,7.060702520912806,3.1566749875732114,5.140533296109944
Junior,109,"Comedy,Family,Romance",60000000,108431355,5.1,1220,10.355,1994,11,22,112800791.37529054,203852377.5649177,91051586.1896272,3.190304633700968,6.982692560087084,7.060702520912806,7.3471119141906565,6.145202907222878
Ace Ventura: Pet Detective,86,"Comedy,Adventure",15000000,107217396,6.5,4858,22.186,1994,2,4,28200197.84382264,201570118.6332985,173369920.7894759,3.5213025346991595,8.281049840869592,7.060702520912806,2.20959928514918,5.268163545407685
Nell,112,"Drama,Thriller",31000000,106683817,6.6,404,10.524,1994,12,23,58280408.877233416,200566983.07561117,142286574.19837773,3.400106489170276,6.305383353297442,7.060702520912806,5.943385571503152,5.677394483720919
Timecop,99,"Thriller,Fiction,Action,Crime",27000000,101646581,6.0,922,11.035,1994,9,15,50760356.11888074,191096912.95654285,140336556.8376621,3.3923589061851005,6.888739498388842,7.060702520912806,3.456653714095997,5.199613659895686
Street Fighter,102,"Action,Adventure,Thriller,Drama,Fiction",35000000,99423521,4.6,1187,19.857,1994,12,23,65800461.635586135,186917530.83529696,121117069.19971082,3.315029703874815,6.8782972525683,7.060702520912806,3.9587201747611567,5.30318741302927
The River Wild,111,"Adventure,Action,Crime,Thriller",45000000,94216343,6.4,722,12.369,1994,9,30,84600593.5314679,177127967.51476362,92527373.98329572,3.196540441569879,6.744877549915066,7.060702520912806,6.895361408722341,5.974370480280023
The Crow,102,"Fantasy,Action,Thriller",15000000,94000000,7.5,3213,29.999,1994,5,11,28200197.84382264,176721239.82128856,148521041.97746593,3.4247589617436978,8.064978307739537,7.060702520912806,3.9587201747611567,5.6272899912893
Don Juan DeMarco,97,"Romance,Drama,Comedy",25000000,68792531,6.7,625,10.73,1994,10,12,47000329.7397044,129330865.62515344,82330535.88544905,3.1532028724089805,6.666173843415983,7.060702520912806,3.1923316390626058,5.018102718950094
I Love Trouble,123,"Romance,Comedy",45000000,61947267,5.5,171,6.387,1994,6,29,84600593.5314679,116461679.01894031,31861085.48747241,2.9292776351833147,5.472438957327391,7.060702520912806,3.1566749875732114,4.654773525249181
New Nightmare,112,"Horror,Mystery,Fantasy",8000000,57000000,6.4,1086,18.147,1994,10,13,15040105.516705409,107160751.806526,92120646.2898206,3.1948230654542473,7.071182966744509,7.060702520912806,5.943385571503152,5.817523531153679
Naked Gun 33⅓: The Final Insult,83,"Comedy,Crime",30000000,51132598,6.4,1617,24.299,1994,3,18,56400395.68764527,96129958.65791,39729562.97026472,2.9653017302697253,7.389367342006823,7.060702520912806,2.0172194256339444,4.858147754705825
Natural Born Killers,118,"Crime,Thriller,Drama",34000000,50283563,7.1,2829,19.917,1994,8,25,63920448.445997976,94533761.659488,30613313.213490017,2.92352420689772,7.919431035110369,7.060702520912806,3.9015741067015357,5.451307967405607
Angels in the Outfield,102,"Comedy,Drama,Family,Fantasy",31000000,50236831,5.9,353,8.867,1994,7,15,58280408.877233416,94445904.88311212,36165496.00587872,2.949038953108466,6.107901317458278,7.060702520912806,3.9587201747611567,5.019090741560177
Little Women,115,"Drama,Romance",18000000,50083616,7.3,1023,10.903,1994,12,21,33840237.41258716,94157858.66226935,60317621.24968221,3.057552130044505,7.128585466349102,7.060702520912806,4.608678927952807,5.463879761314805
On Deadly Ground,102,"Action,Thriller",50000000,49000000,5.1,371,10.021,1994,2,18,94000659.4794088,92120646.2898206,-1880013.189588204,2.769493673715404,6.031184825835507,7.060702520912806,3.9587201747611567,4.955025298806219
The Paper,112,"Comedy,Drama",6000000,48400000,6.6,147,8.597,1994,3,18,11280079.137529053,90992638.3760677,79712559.23853865,3.1419797777407337,5.497290127344243,7.060702520912806,5.943385571503152,5.410839499375234
The Shadow,108,"Adventure,Fantasy,Action,Thriller,Fiction",25000000,48063435,6.0,419,9.419,1994,7,1,47000329.7397044,90359891.73691396,43359561.99720955,2.9817741811036993,6.258340363004415,7.060702520912806,6.1686279243719095,5.617361247348208
Léon: The Professional,111,"Crime,Drama,Action",16000000,45284974,8.3,12459,51.446,1994,9,14,30080211.033410817,85136348.41015759,55056137.37674677,3.0342434265564395,9.229252955884876,7.060702520912806,6.895361408722341,6.554890078019116
Ri¢hie Ri¢h,95,"Comedy,Family",40000000,38087756,5.9,1922,24.87,1994,12,19,75200527.58352701,71605483.64181618,-3595043.9417108297,2.761125062644636,7.46246316485483,7.060702520912806,2.965046124366789,5.062334218194765
It Could Happen to You,101,"Comedy,Drama,Romance",20000000,37939757,6.5,572,11.772,1994,7,29,37600263.79176351,71327243.5697703,33726979.7780068,2.9378601772310176,6.571120905864915,7.060702520912806,3.773201659770226,5.085721315944741
Highlander III: The Sorcerer,99,"Fantasy,Action",26000000,36800000,4.7,378,12.815,1994,11,29,48880342.92929255,69184485.37684487,20304142.44755232,2.8755486124391165,5.980839258014968,7.060702520912806,3.456653714095997,4.843436026365722
Major League II,105,Comedy,25000000,30626182,5.7,262,8.228,1994,3,30,47000329.7397044,57577626.106728,10577296.367023597,2.829537254413725,5.842041399404385,7.060702520912806,4.699377407242841,5.107914645493439
Blown Away,121,Action,28000000,30156002,6.1,426,12.946,1994,7,1,52640369.30846892,56693681.50524742,4053312.1967784986,2.798252682730398,6.284795870945243,7.060702520912806,3.4147479948580037,4.889624767361613
A Low Down Dirty Shame,100,"Comedy,Crime",10000000,29392418,5.8,86,7.895,1994,11,23,18800131.895881757,55258133.51388889,36458001.61800714,2.950377027860562,4.965508293559123,7.060702520912806,3.607100668163287,4.645922127623945
Drop Zone,101,"Action,Thriller",45000000,28735315,5.6,329,12.775,1994,12,8,84600593.5314679,54022771.20697095,-30577822.324496955,2.6259524732037214,6.00990845848928,7.060702520912806,3.773201659770226,4.867441278094009
The Shawshank Redemption,142,"Drama,Crime",25000000,28341469,8.7,22315,68.311,1994,9,23,47000329.7397044,53282335.53230441,6282005.792600013,2.8089791582367907,9.732728117872027,7.060702520912806,1.7214103002974168,5.33095502432976
Guarding Tess,96,"Comedy,Drama",20000000,27058304,6.0,254,9.223,1994,3,11,37600263.79176351,50869968.40788649,13269704.616122983,2.8423478311605,5.858253949938149,7.060702520912806,3.074742673261191,4.709011743818162
I.Q.,100,"Comedy,Drama,Romance",25000000,26381221,6.0,356,6.184,1994,12,24,47000329.7397044,49597043.437440544,2596713.697736144,2.7912199483059146,6.128099839336005,7.060702520912806,3.607100668163287,4.8967807441795035
Wyatt Earp,191,"Western,Drama,Action,Adventure",63000000,25052000,6.8,674,13.956,1994,6,24,118440830.94405508,47098090.42556297,-71342740.5184921,2.4073849014917323,6.738346822391875,7.060702520912806,0.08378728809430998,4.072555383222681
Quiz Show,133,"History,Drama,Mystery",31000000,24822619,7.3,724,7.852,1994,8,25,58280408.877233416,46666851.120122045,-11613557.75711137,2.7216567910103056,6.852259603073052,7.060702520912806,2.25801738378345,4.7231590746949035
Renaissance Man,128,"Comedy,Drama",40000000,24332324,6.1,246,6.7,1994,6,3,75200527.58352701,45745090.053332895,-29455437.53019412,2.631713554079481,5.845885807216671,7.060702520912806,2.6477873237680716,4.5465223014942575
Intersection,98,"Drama,Romance",45000000,21355893,5.2,138,9.478,1994,1,21,84600593.5314679,40149360.51543379,-44451233.01603411,2.5536687634476465,5.2562248014848185,7.060702520912806,3.319094866997562,4.547422738210709
The Air Up There,107,"Family,Comedy",17080000,21011500,6.3,139,8.139,1994,1,7,32110625.27816605,39501897.13303195,7391271.854865901,2.814302704918524,5.415377398333545,7.060702520912806,5.511429179343715,5.200452950877147
Jason's Lyric,119,"Crime,Drama,Romance",7000000,20851521,6.7,32,4.742,1994,9,28,13160092.32711723,39201134.50297482,26041042.175857592,2.902344180794529,4.290597323953064,7.060702520912806,3.722265704949242,4.49397743265241
Reality Bites,99,"Drama,Comedy,Romance",11500000,20079850,6.6,581,9.567,1994,2,18,21620151.68026401,37750382.84495212,16130231.164688108,2.855895363479374,6.595803141100036,7.060702520912806,3.456653714095997,4.992263684897053
ゴジラvsスペースゴジラ,108,"Action,Adventure,Fiction",10300000,20000000,6.6,144,6.551,1994,12,10,19364135.85275821,37600263.79176351,18236127.939005293,2.8658280199381707,5.480808823509508,7.060702520912806,6.1686279243719095,5.393991822183098
Color of Night,121,"Romance,Thriller,Drama",40000000,19726050,5.7,457,12.538,1994,8,19,75200527.58352701,37085234.17847584,-38115293.40505118,2.586931074800075,6.2867313706805374,7.060702520912806,3.4147479948580037,4.837278240312855
Love Affair,108,"Drama,Romance",60000000,18272894,5.3,47,6.783,1994,10,21,112800791.37529054,34353281.73194663,-78447509.64334391,2.3672273658360528,4.41050334839767,7.060702520912806,6.1686279243719095,5.001765289879609
Sugar Hill,123,"Drama,Action,Thriller",10000000,18225518,5.9,81,5.69,1994,2,25,18800131.895881757,34264214.22707669,15464082.331194934,2.8527462110015502,4.931294651083512,7.060702520912806,3.1566749875732114,4.50035459264277
Baby's Day Out,99,"Family,Comedy,Adventure,Crime,Drama",50000000,16671505,6.3,1072,18.995,1994,7,1,94000659.4794088,31342649.290285222,-62658010.18912358,2.455580826748919,7.048223832077904,7.060702520912806,3.456653714095997,5.005290223458906
Blink,106,"Crime,Thriller",11000000,16668552,6.2,139,7.031,1994,1,26,20680145.08546993,31337097.61133636,10656952.525866428,2.8299170937973432,5.402588086821594,7.060702520912806,5.052639028115526,5.086461682411817
The Next Karate Kid,107,"Action,Drama,Family,Adventure",12000000,15876353,5.3,823,42.006,1994,7,18,22560158.275058106,29847753.04255779,7287594.767499689,2.8138055685477186,6.698788965468282,7.060702520912806,5.511429179343715,5.52118155856813
No Escape,118,"Action,Drama,Fiction,Thriller",20000000,15340000,6.3,321,14.363,1994,4,29,37600263.79176351,28839402.328282617,-8760861.46348089,2.735763422980584,6.084377758164282,7.060702520912806,3.9015741067015357,4.9456044521898015
Muriel's Wedding,106,"Comedy,Drama,Romance",3000000,15119639,6.9,342,10.523,1994,9,29,5640039.5687645255,28425120.74181177,22785081.173047245,2.8871669515245535,6.2077451351786594,7.060702520912806,5.052639028115526,5.302063408932886
The Pagemaster,75,"Family,Fantasy,Fiction,Animation",27000000,13670688,6.4,635,12.913,1994,11,23,50760356.11888074,25701073.7507448,-25059282.368135944,2.6541581395465745,6.642245402694963,7.060702520912806,1.587071875472917,4.486044484656815
3 Ninjas Kick Back,93,"Family,Adventure,Action,Comedy",20000000,11798854,5.5,241,8.868,1994,5,6,37600263.79176351,22182001.142025203,-15418262.649738304,2.702727877340829,5.7467105840026145,7.060702520912806,2.7653957695354303,4.56888418794792
醉拳二,102,"Action,Comedy",10000000,11555430,7.4,765,29.357,1994,2,3,18800131.895881757,21724360.81136289,2924228.9154811352,2.792802797351648,6.90716461944062,7.060702520912806,3.9587201747611567,5.179847528116558
The Ref,97,"Comedy,Crime,Drama",11000000,11439193,6.5,259,7.942,1994,3,9,20680145.08546993,21505833.71824473,825688.6327748038,2.782645159211228,5.937814961035288,7.060702520912806,3.1923316390626058,4.743373570055482
Thumbelina,87,"Animation,Drama,Family,Fantasy",28000000,11373501,6.5,408,15.865,1994,3,29,52640369.30846892,21382331.891794305,-31258037.416674618,2.622454842724951,6.301054922593161,7.060702520912806,2.278751101486535,4.565740846929363
Prêt-à-Porter,133,"Drama,Comedy",15000000,11300653,5.3,162,8.342,1994,12,23,28200197.84382264,21245376.690959185,-6954821.15286345,2.7446568422962576,5.399614579865649,7.060702520912806,2.25801738378345,4.365747831714541
"The Adventures of Priscilla, Queen of the Desert",104,"Drama,Comedy",2000000,11224491,7.3,617,11.911,1994,5,31,3760026.379176352,21102191.126413777,17342164.747237425,2.8616157713334065,6.7244312684182495,7.060702520912806,4.411761987908632,5.2646278871432735
