original_title,runtime,genres,budget,revenue,vote_average,vote_count,popularity,year,month,day,fixed_budget,fixed_revenue,fixed_gross,gross_factor,pop_factor,freshness_factor,runtime_factor,goodness_factor
Mandela: Long Walk to Freedom,141,"Drama,History",35000000,27333835,6.9,451,8.501,2013,11,28,40984736.93034589,32007715.3363566,-8977021.593989294,2.7346970554756163,6.428880884337605,9.354779631572551,1.7736827625234683,5.0730100834773095
Khumba,85,"Animation,Adventure,Family",20000000,27187375,6.0,212,19.507,2013,7,18,23419849.674483363,31836211.77719036,8416362.102706995,2.8192133411031923,5.713779383475626,9.354779631572551,2.1430961496694803,5.007717126455212
Nosotros los nobles,108,Comedy,2000000,26433651,7.9,416,42.569,2013,3,28,2341984.9674483365,30953606.638387844,28611621.67093951,2.9142707605798868,6.472490921601426,9.354779631572551,6.1686279243719095,6.227542309531444
Dark Skies,97,"Fiction,Thriller,Horror",3500000,25174316,6.3,1527,19.839,2013,2,21,4098473.693034589,29478934.81889707,25380461.12586248,2.8992713945072506,7.331004634920404,9.354779631572551,3.1923316390626058,5.694346825015702
भाग मिल्खा भाग,186,"History,Action,Drama",4600000,25000000,7.6,194,6.483,2013,7,12,5386565.425131175,29274812.0931042,23888246.667973027,2.8923181314036497,5.831806753599519,9.354779631572551,0.20594043104883622,4.571211236906139
かぐや姫の物語,137,"Animation,Drama,Fantasy",49300000,24366656,8.1,1382,13.204,2013,11,23,57729929.44760149,28533171.029492404,-29196758.418109085,2.633039538882181,7.4521337185504,9.354779631572551,1.9993515522660426,5.359826110317794
Trance,101,"Thriller,Crime,Drama,Mystery",20000000,24261569,6.6,1901,7.382,2013,3,27,23419849.674483363,28410114.94235528,4990265.267871916,2.802767143906351,7.543298722532899,9.354779631572551,3.773201659770226,5.868511789445507
The Railway Man,116,"Drama,History",18000000,24174885,6.9,624,9.525,2013,12,2,21077864.707035027,28308608.62989614,7230743.922861114,2.8135329288603446,6.688404872539536,9.354779631572551,4.335979064537514,5.7981741243774865
La grande bellezza,142,Drama,12400000,24164400,7.5,2711,13.057,2013,5,21,14520306.798179682,28296330.773704287,13776023.975524604,2.844750472755195,7.929184687126115,9.354779631572551,1.7214103002974168,5.462531272937819
The Way Way Back,103,"Comedy,Drama",4600000,23198652,7.1,1489,15.368,2013,6,6,5386565.425131175,27165447.12453264,21778881.69940146,2.8824605225817517,7.406415903320638,9.354779631572551,4.1689633612888715,5.953154854690953
Baggage Claim,96,Comedy,8500000,22456509,5.3,174,9.182,2013,9,27,9953436.111655427,26296403.24968414,16342967.138028711,2.856900320378818,5.456732795714976,9.354779631572551,3.074742673261191,5.185788855231884
The Big Wedding,90,Comedy,35000000,21819348,5.9,1021,10.926,2013,4,25,40984736.93034589,25550292.507761963,-15434444.42258393,2.702647087738958,6.956829520282699,9.354779631572551,2.5046558083018375,5.379728011974011
Diana,113,"Drama,Romance",15000000,21766271,5.6,429,33.721,2013,9,19,17564887.25586252,25488139.73970334,7923252.483840819,2.8168521962402706,6.222045972505488,9.354779631572551,5.361010890650784,5.938672172742272
Mud,130,Drama,10000000,21587700,7.1,2388,8.268,2013,4,26,11709924.83724168,25279034.440892223,13569109.603650542,2.843768845488936,7.783973456741672,9.354779631572551,2.481016219949205,5.615884538438091
ஆரம்பம்,157,"Action,Thriller,Drama",9200000,21000000,6.3,29,2.16,2013,10,31,10773130.85026235,24590842.15820753,13817711.307945184,2.8449482016013445,4.162708563222839,9.354779631572551,1.0734439449157813,4.358970085328129
Minha Mãe é uma Peça: O Filme,85,Comedy,2000000,20552094,7.8,576,6.067,2013,6,21,2341984.9674483365,24066347.59879257,21724362.63134424,2.882205293897862,6.722423407197336,9.354779631572551,2.1430961496694803,5.275626120584308
Labor Day,111,Drama,18000000,20275812,7.0,940,13.997,2013,12,27,21077864.707035027,23742823.453404296,2664958.7463692687,2.791549843980313,7.0274089117288945,9.354779631572551,6.895361408722341,6.517274949001025
Justin and the Knights of Valour,90,"Animation,Adventure",22000000,19799759,5.9,257,11.764,2013,8,9,25761834.6419317,23185368.968549952,-2576465.673381749,2.7660983388663696,5.854205179738672,9.354779631572551,2.5046558083018375,5.119934739619858
La migliore offerta,124,"Drama,Romance,Crime",13500000,19255873,7.8,2466,9.469,2013,1,1,15808398.53027627,22548482.550547156,6740084.020270882,2.8111787714716714,7.884823146772364,9.354779631572551,3.0415401526984485,5.773080425628759
The Bling Ring,90,"Drama,Crime",15000000,19145732,5.4,2778,10.889,2013,6,12,17564887.25586252,22419508.26739729,4854621.011534769,2.8021140281026318,7.686120699823489,9.354779631572551,2.5046558083018375,5.586917541950127
ग्रैंड मस्ती,137,"Comedy,Romance",4900000,19000000,4.8,27,1.71,2013,9,13,5737863.170248425,22248857.1907592,16510994.020510772,2.8576938233757097,3.8882296722091563,9.354779631572551,1.9993515522660426,4.5250136698558645
Admission,107,"Comedy,Drama,Romance",13000000,18637201,5.6,539,7.257,2013,3,21,15222902.288414184,21824022.288656548,6601120.000242364,2.810511671941299,6.40449651792039,9.354779631572551,5.511429179343715,6.020304250194489
キャプテンハーロック,115,"Animation,Fiction",30000000,18010317,6.6,897,35.98,2013,9,7,35129774.51172504,21089945.83648961,-14039828.675235424,2.709601045667079,6.942949690130192,9.354779631572551,4.608678927952807,5.904002323830657
The Attacks Of 26/11,116,"Action,Crime,History,Thriller",3300000,18000000,7.1,23,1.938,2013,3,1,3864275.196289755,21077864.707035027,17213589.510745272,2.861009429933416,4.072980297515038,9.354779631572551,4.335979064537514,5.15618710588963
स्पेशल 26,144,"Crime,Drama,Thriller",7100000,18000000,7.4,152,6.388,2013,2,7,8314046.634441593,21077864.707035027,12763818.072593436,2.839945213341686,5.615475460311872,9.354779631572551,1.6211318543381104,4.857833039891055
Fruitvale Station,82,Drama,900000,17549645,7.4,1060,8.192,2013,7,26,1053893.235351751,20550502.387027424,19496609.15167567,2.871756760612016,7.167859863303664,9.354779631572551,1.9574938938206707,5.337972537327226
The Lunchbox,104,"Drama,Romance",3400000,17240000,7.3,565,7.297,2013,9,20,3981374.4446621714,20187910.41940466,16206535.974742487,2.8562558652583583,6.654056951192664,9.354779631572551,4.411761987908632,5.819213608983052
Battle of the Year,110,"Music,Drama",20000000,16549477,7.0,286,13.725,2013,9,21,23419849.674483363,19379313.176566,-4040536.497917365,2.7589470976756454,6.076313632507603,9.354779631572551,10.0,7.04751009043895
Belle,105,Drama,10900000,16505460,7.2,598,13.338,2013,5,1,12763818.072593434,19327769.60040991,6563951.527816476,2.810333217112025,6.688404872539536,9.354779631572551,4.699377407242841,5.8882237821167385
आशिकी २,132,"Drama,Romance",1300000,16000000,7.1,117,8.766,2013,4,26,1522290.2288414189,18735879.73958669,17213589.510745272,2.861009429933416,5.373209661647388,9.354779631572551,2.3291759846428395,4.979543676949049
Behind the Candelabra,118,"Drama,Romance",23000000,15600000,6.7,652,6.179,2013,5,26,26932827.125655867,18267482.74609702,-8665344.379558846,2.736234498271438,6.699979199004164,9.354779631572551,3.9015741067015357,5.673141858887422
Out of the Furnace,116,"Thriller,Drama,Crime",22000000,15400000,6.6,1658,14.759,2013,12,6,25761834.6419317,18033284.24935219,-7728550.392579511,2.740850328433693,7.433978014563391,9.354779631572551,4.335979064537514,5.966396759776788
Ida,82,Drama,2159280,15298355,7.3,810,12.503,2013,10,25,2528500.6502559218,17914258.71834405,15385758.06808813,2.8523757123932763,6.941976991602133,9.354779631572551,1.9574938938206707,5.276656557347159
The Last Exorcism Part II,88,"Horror,Thriller",5000000,15179302,4.7,449,18.374,2013,2,28,5854962.418620841,17774848.550179232,11919886.131558392,2.8359325790370993,6.118424289236265,9.354779631572551,2.3507899095188587,5.164981602341194
Machete Kills,107,"Action,Crime,Thriller",12000000,15008161,5.6,1622,18.881,2013,9,12,14051909.804690016,17574443.725522194,3522533.9208321776,2.795692033075317,7.285101492991985,9.354779631572551,5.511429179343715,6.2367505842458915
Paranoia,106,"Drama,Thriller",35000000,13785015,5.7,739,15.402,2013,8,14,40984736.93034589,16142148.953024914,-24842587.977320977,2.655259567182662,6.670893733778981,9.354779631572551,5.052639028115526,5.93339299016243
Kvinden i buret,93,"Thriller,Mystery,Crime",5649897,13656380,7.1,592,8.275,2013,10,3,6615986.920815726,15991518.334881056,9375531.414065331,2.823800453234981,6.669165073906639,9.354779631572551,2.7653957695354303,5.4032852320624
The Green Inferno,100,"Horror,Thriller,Adventure",5000000,12666449,5.7,1140,30.404,2013,9,8,5854962.418620841,14832316.574475506,8977354.155854665,2.8218971234904684,7.017385256411155,9.354779631572551,3.607100668163287,5.700290669909365
Stoker,99,"Drama,Horror,Thriller",12000000,12077441,6.6,1910,16.537,2013,2,28,14051909.804690016,14142592.6336221,90682.82893208228,2.779078705931729,7.547074029604375,9.354779631572551,3.456653714095997,5.784396520301162
ദൃശ്യം,164,"Crime,Thriller",750000,12000000,7.8,136,5.297,2013,12,19,878244.362793126,14051909.804690016,13173665.441896891,2.841891866454545,5.56865007248921,9.354779631572551,0.8308895258453103,4.649052774090404
యాక్షన్ 3D,150,Comedy,6100000,12000000,4.0,1,1.4,2013,6,21,7143054.150717426,14051909.804690016,6908855.65397259,2.8119887502229224,1.108085761905766,9.354779631572551,1.3490064315123782,3.655965143803405
சூது கவ்வும்,138,"Comedy,Thriller,Crime",310000,12000000,7.1,51,3.051,2013,5,1,363007.66995449207,14051909.804690016,13688902.134735525,2.8443371973027176,4.709499877668382,9.354779631572551,1.9402138128706552,4.712207629853577
Los amantes pasajeros,90,Comedy,5000000,11724119,5.8,589,6.953,2013,3,8,5854962.418620841,13728855.227287712,7873892.808666871,2.8166157395209814,6.503453249338189,9.354779631572551,2.5046558083018375,5.29487610718339
La Cage Dorée,90,Comedy,7000000,11311521,6.8,284,5.998,2013,4,19,8196947.386069178,13245706.070488086,5048758.684418908,2.803048737877632,6.047534211378078,9.354779631572551,2.5046558083018375,5.177504597282525
Before Midnight,109,"Romance,Drama",3000000,11176469,7.5,1913,10.287,2013,4,5,3512977.451172504,13087561.19357617,9574583.742403666,2.8247514637757294,7.6505076338327695,9.354779631572551,7.3471119141906565,6.794287660842926
總舖師,145,"Comedy,Drama",2500803,11074988,6.3,17,0.836,2013,8,16,2928421.5162748503,12968727.705335358,10040306.189060507,2.826975291841581,3.7358084654222,9.354779631572551,1.572959122264569,4.372630627775225
வணக்கம் சென்னை,151,"Romance,Comedy",1500000,11000000,6.3,7,1.146,2013,10,11,1756488.725586252,12880917.32096585,11124428.595379598,2.832145220752243,3.0265737859420567,9.354779631572551,1.3071974851620163,4.130174030857217
शूटआऊट ऍट वडाला,150,"Action,Crime,Drama,History",6900000,11000000,6.1,23,0.6,2013,5,3,8079848.13769676,12880917.32096585,4801069.183269091,2.8018561385901894,3.9516394869711418,9.354779631572551,1.3490064315123782,4.3643204221615655
Le passé,130,"Drama,Mystery",11000000,10631747,7.3,436,6.524,2013,5,17,12880917.32096585,12449695.825856974,-431221.4951088764,2.776543499176343,6.446887723210394,9.354779631572551,2.481016219949205,5.264806768477123
Getaway,90,"Action,Crime",18000000,10501938,5.1,550,15.642,2013,8,29,21077864.707035027,12297690.462537223,-8780174.244497802,2.735668165512008,6.345888069962166,9.354779631572551,2.5046558083018375,5.235247918837141
L'écume des jours,131,"Drama,Fantasy",16040770,10435322,6.2,526,6.774,2013,1,10,18783621.10314812,12219683.627241451,-6563937.475906668,2.746577865990299,6.466338183083282,9.354779631572551,2.403409176170009,5.242776214204035
Only God Forgives,90,"Drama,Thriller,Crime",4800000,10337387,5.9,2084,12.195,2013,5,30,5620763.921876007,12105002.478347924,6484238.556471919,2.8099504576328287,7.527145976668562,9.354779631572551,2.5046558083018375,5.549132968543945
La Vie d'Adèle - Chapitres 1 et 2,180,"Romance,Drama",4300000,10165694,7.1,3948,15.902,2013,10,9,5035267.680013923,11903951.265839873,6868683.58582595,2.811795975229788,8.185831369986248,9.354779631572551,0.36065608006770816,5.178265764214074
Alan Partridge: Alpha Papa,90,Comedy,4000000,9800000,6.7,369,8.015,2013,7,24,4683969.934896673,11475726.34049685,6791756.405600176,2.8114267854084756,6.244970846885816,9.354779631572551,2.5046558083018375,5.22895826804217
Jeune & Jolie,95,Drama,4645437,9757417,6.4,1021,42.7,2013,8,21,5439771.810614148,11425861.967562422,5986090.156948274,2.8075573058094068,7.0218503033141095,9.354779631572551,2.965046124366789,5.537308341265715
Wolf Creek 2,106,"Horror,Thriller",8000000,9630444,6.3,476,12.409,2013,8,30,9367939.869793346,11277177.538926514,1909237.669133168,2.7878945208297794,6.399289236202017,9.354779631572551,5.052639028115526,5.898650604179968
The Young and Prodigious T.S. Spivet,105,"Adventure,Drama,Family",33000000,9494789,6.8,609,19.821,2013,10,16,38642751.96289755,11118326.55354691,-27524425.40935064,2.6415958292198183,6.657286823380964,9.354779631572551,4.699377407242841,5.838259922854045
Bullet to the Head,92,"Action,Crime,Thriller",55000000,9489829,5.5,1060,16.027,2013,1,31,64404586.604829244,11112518.430827642,-53292068.1740016,2.5065187439880963,6.930677622974162,9.354779631572551,2.673904464568282,5.366470115775773
Filth,97,"Crime,Drama,Comedy",5000000,9114264,6.9,1437,7.891,2013,9,23,5854962.418620841,10672734.638677772,4817772.220056932,2.8019365779431653,7.355163415972387,9.354779631572551,3.1923316390626058,5.676052816137678
The Fifth Estate,128,"Drama,Thriller",28000000,8555008,6.0,869,8.546,2013,10,11,32787789.54427671,10017850.066200126,-22769939.478076585,2.665771559873066,6.841418378119384,9.354779631572551,2.6477873237680716,5.377439223333268
నాయక్,160,"Action,Drama",5393500,8552550,4.8,14,2.538,2013,1,9,6315747.960966301,10014971.766675135,3699223.805708836,2.7965447037621423,3.363255991730585,9.354779631572551,0.9660105569784239,4.120147721010926
బలుపు,149,"Action,Comedy",4000000,8500000,5.9,12,1.783,2013,6,29,4683969.934896673,9953436.111655427,5269466.176758754,2.804110994241792,3.4049688426837723,9.354779631572551,1.3917402971413744,4.238899941409873
Hummingbird,100,"Action,Thriller",20000000,8352885,6.2,1422,47.07,2013,5,7,23419849.674483363,9781165.552412348,-13638684.122071017,2.711597966016184,7.26127157332797,9.354779631572551,3.607100668163287,5.733687459769999
சமர்,144,"Action,Thriller",3700000,8300000,4.8,12,0.636,2013,1,13,4332672.189779422,9719237.614910595,5386565.425131173,2.8046744249013527,3.2400410539112525,9.354779631572551,1.6211318543381104,4.255156741180817
मटरू की बिजली का मंडोला,151,"Comedy,Drama",6500000,8100000,5.6,33,2.051,2013,1,10,7611451.144207092,9485039.11816576,1873587.9739586688,2.787721969575605,4.171843690274122,9.354779631572551,1.3071974851620163,4.405385694146074
Metallica: Through the Never,93,Music,18000000,7972967,6.8,239,14.294,2013,9,25,21077864.707035027,9336284.429980831,-11741580.277054196,2.7210220027882808,5.909643846568907,9.354779631572551,2.7653957695354303,5.187710312616293
What If,93,"Drama,Comedy,Romance",11000000,7847000,6.7,1733,15.389,2013,9,7,12880917.32096585,9188778.019783547,-3692139.3011823017,2.7606505203615455,7.481361268054175,9.354779631572551,2.7653957695354303,5.5905467973809255
Bad Words,89,Comedy,9500000,7800000,6.4,669,8.759,2013,9,6,11124428.595379598,9133741.37304851,-1990687.222331088,2.768954395545206,6.683936918386319,9.354779631572551,2.4259875150868893,5.308414615147742
Only Lovers Left Alive,123,"Drama,Romance",7000000,7600000,7.3,1829,14.718,2013,12,12,8196947.386069178,8899542.876303677,702595.4902344989,2.782048195659822,7.5930113184838515,9.354779631572551,3.1566749875732114,5.7216285333223595
F.C. De Kampioenen: Kampioen zijn blijft plezant,115,Comedy,3849796,7471304,5.9,21,1.4,2013,12,17,4508082.179871367,8748840.827618314,4240758.647746947,2.7991564266019293,3.8522780896520574,9.354779631572551,4.608678927952807,5.153723268944837
रमैया वस्तावैया,148,"Romance,Action,Comedy",4600000,7300000,6.4,25,2.781,2013,7,19,5386565.425131175,8548245.131186428,3161679.706055253,2.7939498130787794,4.056662135821248,9.354779631572551,1.4354477566303974,4.410209834275744
En solitaire,97,"Adventure,Drama",1700000,7029858,6.2,199,4.71,2013,11,6,1990687.2223310857,8231910.879648212,6241223.657317126,2.808783245898991,5.689406971077775,9.354779631572551,3.1923316390626058,5.261325371902981
Black Nativity,93,"Music,Drama",17500000,7018189,5.4,46,4.592,2013,11,27,20492368.465172943,8218246.568355636,-12274121.896817312,2.7183798519756697,4.408254018504241,9.354779631572551,2.7653957695354303,4.811702317896973
The Spectacular Now,95,"Comedy,Drama,Romance",2500000,6854611,6.6,2552,21.222,2013,8,2,2927481.2093104203,8026697.959853006,5099216.750542585,2.8032916260318235,7.77869480895709,9.354779631572551,2.965046124366789,5.7254530477320635
हिम्मतवाला,150,"Action,Comedy,Drama",9500000,6800000,3.4,36,0.6,2013,3,29,11124428.595379598,7962748.889324343,-3161679.706055256,2.7632420863776486,3.8425420994067974,9.354779631572551,1.3490064315123782,4.3273925622173435
Madras Cafe,130,"Thriller,Drama,Action",5400000,6500000,6.6,87,4.828,2013,8,23,6323359.412110508,7611451.144207092,1288091.7320965845,2.7848865275472683,5.078029895750975,9.354779631572551,2.481016219949205,4.924678068704999
एक थी डायन,135,"Horror,Romance,Thriller",3500000,6500000,5.5,21,1.661,2013,4,18,4098473.693034589,7611451.144207092,3512977.451172503,2.795645908016083,3.7961627784723064,9.354779631572551,2.123910636172074,4.517624738558254
All Is Lost,106,"Action,Adventure,Drama",9000000,6108720,6.6,1370,10.576,2013,8,23,10538932.353517514,7153265.205175501,-3385667.1483420124,2.7621480899274884,7.281467675843465,9.354779631572551,5.052639028115526,6.112758606364758
शाहिद,129,"Drama,Crime",970000,6100000,7.5,47,2.233,2013,10,18,1135862.709212443,7143054.150717426,6007191.441504983,2.8076587197407656,4.68802245009803,9.354779631572551,2.562342096666572,4.85320072451948
20 Feet from Stardom,89,"Documentary,Music",1000000,5892466,7.4,204,6.666,2013,6,14,1170992.4837241685,6900033.396600215,5729040.912876046,2.8063216187956415,5.850665460187718,9.354779631572551,2.4259875150868893,5.1094385564107
The Immigrant,117,"Drama,Romance",16000000,5867686,6.3,697,8.229,2013,11,27,18735879.73958669,6871016.20285353,-11864863.536733162,2.7204105737649638,6.704122012915696,9.354779631572551,4.103831165736279,5.720785845997373
The Damned,87,"Thriller,Horror,Mystery",3000000,5758519,5.6,216,9.775,2013,10,17,3512977.451172504,6743182.466382814,3230205.015210309,2.7942807398343974,5.673573252887138,9.354779631572551,2.278751101486535,5.025346181445155
डी डे,153,"Action,Thriller",3900000,5600000,6.7,32,2.948,2013,7,19,4566870.686524255,6557557.908855341,1990687.2223310864,2.788288711974162,4.290597323953064,9.354779631572551,1.226176823794652,4.414960622823608
新兵正传2,113,"Comedy,Drama,War",2120000,5600000,6.7,6,1.51,2013,1,31,2482504.0654952363,6557557.908855341,4075053.843360105,2.798357521656886,2.9525629902433677,9.354779631572551,5.361010890650784,5.116677758530898
Quai d’Orsay,113,Comedy,5112027,5586646,6.1,242,5.29,2013,11,6,5986145.19359501,6541920.47522769,555775.2816326804,2.7813359956454495,5.832781990519947,9.354779631572551,5.361010890650784,5.832477127097183
Chashme Baddoor,120,"Comedy,Drama",37000000,5500000,4.5,17,2.746,2013,4,5,43326721.897794224,6440458.660482925,-36886263.237311296,2.593333813363165,3.466861187604982,9.354779631572551,3.5611317967223375,4.744026607315758
The Frozen Ground,105,"Thriller,Crime",27220000,5496951,6.3,1245,10.949,2013,7,11,31874415.40697186,6436888.30440005,-25437527.10257181,2.652234477820153,7.167808910958353,9.354779631572551,4.699377407242841,5.9685501068984745
गो गोआ गॉन,111,"Comedy,Horror",2700000,5400000,5.7,82,6.712,2013,5,10,3161679.7060552537,6323359.412110508,3161679.7060552537,2.7939498130787794,4.913537004165799,9.354779631572551,6.895361408722341,5.989406964384868
घनचक्कर,137,"Comedy,Crime,Thriller",4100000,5300000,5.5,26,2.613,2013,6,28,4801069.183269088,6206260.163738091,1405190.9804690024,2.7854538468591294,3.9668757426806684,9.354779631572551,1.9993515522660426,4.526615193344598
फुकरे,137,"Comedy,Drama,Romance",2200000,5200000,6.8,46,2.619,2013,6,14,2576183.46419317,6089160.915365675,3512977.451172505,2.795645908016083,4.592515017505813,9.354779631572551,1.9993515522660426,4.685573027340123
Oldboy,104,"Drama,Thriller,Mystery,Action",30000000,5186767,5.9,1685,14.95,2013,11,14,35129774.51172504,6073665.171828552,-29056109.339896485,2.6337602235393387,7.357272724921752,9.354779631572551,4.411761987908632,5.939393641985568
"Guten Tag, Ramón",119,Drama,4000000,5104868,8.0,110,13.342,2013,10,21,4683969.934896673,5977762.058404026,1293792.1235073523,2.7849141473273966,5.419292715317668,9.354779631572551,3.722265704949242,5.3203130497917135
लूटेरा,136,"Drama,Romance",4100000,5100000,6.9,60,3.889,2013,4,4,4801069.183269088,5972061.666993258,1170992.4837241694,2.7843190926411863,4.8165645594592394,9.354779631572551,2.0605303934550108,4.754048419281997
Остров везения,82,"Comedy,Adventure",2000000,4803665,4.6,12,1.617,2013,12,5,2341984.9674483365,5625055.609328857,3283070.64188052,2.794536015083026,3.206022519253454,9.354779631572551,1.9574938938206707,4.328208014932426
La casa del fin de los tiempos,101,"Horror,Drama,Fantasy",300000,4588899,6.7,253,11.909,2013,6,21,351297.7451172504,5373566.237569351,5022268.4924521,2.8029212145803957,5.94330367794064,9.354779631572551,3.773201659770226,5.468551545965953
Hunting Elephants,107,"Comedy,Crime",2300000,4500000,6.5,20,1.887,2013,7,3,2693282.7125655874,5269466.176758757,2576183.464193169,2.7911206977955536,3.8906928942410812,9.354779631572551,5.511429179343715,5.387005600738226
Метро,130,"Action,Thriller",13000000,4463059,6.8,282,7.492,2013,2,21,15222902.288414184,5226208.543417501,-9996693.744996682,2.729661161364264,6.041885319197207,9.354779631572551,2.481016219949205,5.151835583020807
రామయ్యా వస్తావయ్యా,166,"Drama,Action",4200000,4300000,4.5,4,1.247,2013,10,10,4918168.431641507,5035267.680013923,117099.248372416,2.7792069650592532,2.3103172611565537,9.354779631572551,0.7664170726442341,3.8026802326081484
எதிர் நீச்சல்,134,"Romance,Comedy",700000,4200000,6.7,14,1.175,2013,5,1,819694.7386069177,4918168.431641507,4098473.693034589,2.7984704485392156,3.629820809015584,9.354779631572551,2.1896720913454186,4.4931857451181925
Welcome to the Punch,99,"Action,Adventure,Crime",8500000,3926386,5.9,546,7.259,2013,3,15,9953436.111655427,4597768.494199802,-5355667.617455625,2.7525075107061276,6.4565232528363055,9.354779631572551,3.456653714095997,5.505116027302745
Curse of Chucky,97,"Horror,Thriller",5000000,3800000,5.9,1275,41.051,2013,10,4,5854962.418620841,4449771.438151838,-1405190.9804690024,2.7718061355277586,7.134408231245867,9.354779631572551,3.1923316390626058,5.613331409352195
Gåten Ragnarok,120,"Action,Adventure",6500000,3721345,5.6,179,12.397,2013,1,1,7611451.144207092,4357667.024344515,-3253784.119862577,2.762792283681258,5.523387893479112,9.354779631572551,3.5611317967223375,5.300522901363815
О чём молчат девушки,82,Comedy,2500000,3678530,0.8,3,0.6,2013,3,7,2927481.2093104203,4307530.981153864,1380049.771843444,2.7853320531441477,0.699775220950768,9.354779631572551,1.9574938938206707,3.699345199872034
Empire State,94,"Action,Drama",11000000,3639345,5.4,577,38.739,2013,9,3,12880917.32096585,4261645.640679133,-8619271.680286717,2.736461692613116,6.42988200147009,9.354779631572551,2.8622110171854453,5.3458335857103005
Tèo Em,99,Comedy,450000,3600000,7.1,4,0.715,2013,12,20,526946.6176758757,4215572.941407005,3688626.3237311295,2.7964935697242597,2.674818761118117,9.354779631572551,3.456653714095997,4.570686419127731
The To Do List,104,"Comedy,Romance",1500000,3566225,5.7,884,7.794,2013,7,24,1756488.725586252,4176022.6702692215,2419533.9446829697,2.79036328161609,6.814098308210745,9.354779631572551,4.411761987908632,5.842750802327005
സൗണ്ട്  തോമ,160,Comedy,833333,3166666,4.6,7,0.806,2013,4,4,975826.6794393122,3708142.084464877,2732315.405025564,2.7918754069656457,2.7751945761199037,9.354779631572551,0.9660105569784239,3.971965042909131
চাঁদের পাহাড়,149,"Adventure,Mystery",2300000,3100000,5.7,13,1.43,2013,12,20,2693282.7125655874,3630076.6995449206,936793.9869793332,2.783183875763539,3.441382857950785,9.354779631572551,1.3917402971413744,4.242771665607062
Jabardasth,153,"Romance,Comedy",2700000,3100000,3.5,3,1.022,2013,2,22,3161679.7060552537,3630076.6995449206,468396.9934896669,2.780912051762513,1.8794893180230035,9.354779631572551,1.226176823794652,3.81033945628818
In a World...,93,Comedy,1000000,2963902,6.4,436,6.516,2013,8,9,1170992.4837241685,3470706.9644950298,2299714.4807708617,2.789783803660729,6.341716777732899,9.354779631572551,2.7653957695354303,5.312918995625402
Moshi Monsters: The Movie,81,"Adventure,Animation,Family,Comedy,Fantasy",1849089,2900000,6.6,7,1.982,2013,12,20,2165269.3207370383,3395878.202800087,1230608.882063049,2.784607993875091,3.0637579283683567,9.354779631572551,1.8997067729362336,4.275713081688058
Home Run,114,Drama,1200000,2861020,6.0,45,4.622,2013,4,19,1405190.9804690017,3350232.91578452,1945041.9353155184,2.7880678094882,4.474902182315223,9.354779631572551,4.939557128746698,5.3893266880306685
ಗೂಗ್ಲಿ,144,"Comedy,Romance",670000,2830000,7.3,8,1.549,2013,7,19,784564.9640951926,3313908.728939396,2529343.7648442034,2.790894244681357,3.251066262043725,9.354779631572551,1.6211318543381104,4.254467998158936
Pizza 2: Villa,102,"Horror,Thriller",970000,2800000,5.7,8,1.4,2013,11,14,1135862.709212443,3278778.9544276707,2142916.245215228,2.7890253049212346,3.0533092185780686,9.354779631572551,3.9587201747611567,4.788958582458253
What Maisie Knew,93,Drama,6000000,2711379,7.1,364,5.546,2013,5,2,7025954.902345008,3175004.429527551,-3850950.472817457,2.7598741733486074,6.280416052223533,9.354779631572551,2.7653957695354303,5.29011640667003
Bombay Talkies,127,"Drama,Romance",11000000,2700000,6.5,46,5.614,2013,5,3,12880917.32096585,3161679.7060552537,-9719237.614910595,2.731032364238545,4.556449580534051,9.354779631572551,2.737820558606711,4.845020533737965
తడాఖ,147,"Action,Romance,Family",2100000,2600000,5.0,5,0.6,2013,5,10,2459084.215820753,3044580.4576828377,585496.2418620843,2.7814801817208825,2.5728954621136664,9.354779631572551,1.4801813566798907,4.047334158021748
Околофутбола,100,"Drama,Thriller",2400005,2505528,6.3,32,2.235,2013,9,24,2810387.8159004217,2933954.455760448,123566.6398600256,2.7792383651574024,4.241393181832421,9.354779631572551,3.607100668163287,4.995627961681415
Blood Ties,128,"Thriller,Crime,Drama",25500000,2415472,6.1,387,19.033,2013,8,22,29860308.334966287,2828499.5566461845,-27031808.778320104,2.6441109636060105,6.208049926380366,9.354779631572551,2.6477873237680716,5.2136819613317495
The East,116,"Drama,Thriller",6500000,2401510,6.5,645,8.669,2013,5,31,7611451.144207092,2812150.1595884264,-4799300.984618666,2.7552336167768616,6.667127679945389,9.354779631572551,4.335979064537514,5.778279998208079
Joe,118,Drama,4000000,2365467,6.5,785,9.31,2013,5,16,4683969.934896673,2769944.077497557,-1914025.8573991165,2.769327952346622,6.824139827509908,9.354779631572551,3.9015741067015357,5.712455379532654
Short Term 12,96,Drama,1000000,2300000,7.8,1084,12.073,2013,8,23,1170992.4837241685,2693282.7125655874,1522290.228841419,2.7860210506473857,7.227834642344413,9.354779631572551,3.074742673261191,5.610844499456386
Ugly,128,"Thriller,Drama,Mystery,Crime",700000,2200000,7.0,92,4.272,2013,5,17,819694.7386069177,2576183.46419317,1756488.7255862523,2.7871551119351876,5.169728069082503,9.354779631572551,2.6477873237680716,4.989862534089578
Austenland,97,"Comedy,Romance",4900000,2159041,6.4,374,8.466,2013,8,15,5737863.170248425,2528220.783052312,-3209642.387196113,2.7630078641420996,6.219112703463963,9.354779631572551,3.1923316390626058,5.382307959560305
