,id,original_title,genres,release_date,vote_average,vote_count,popularity,budget,revenue,overview
744,249799,Parnell,"Drama,History,Romance",1937-06-04,5.0,5,0.741,1547000,1576000,"Irish politician Charles Stewart Parnell (1846-1891) struggles to free his country from English rule, but his relationship with married Katie O'Shea threatens to ruin all his dreams of freedom."
745,112885,The Bride Wore Red,"Comedy,Drama,Romance",1937-10-08,6.7,16,1.208,960000,1200000,A poor singer in a bar masquerades as a rich society woman thanks to a rich benefactor.
746,91727,Night Must Fall,"Drama,Mystery,Thriller",1937-04-30,7.4,28,1.871,589000,1015000,"Wealthy widow Mrs. Bramson notices that her maid is distracted, and when she learns the girl's fiancé, Danny, is the reason, she summons him in. Mrs. Bramson's niece Olivia takes a liking to Danny, and comes to believe that he may have been involved in the disappearance of a local woman."
747,259325,The Woman I Love,Drama,1937-04-15,0.0,0,0.883,725000,783000,"In World War I France, a pilot falls in love with the wife of his friend and superior officer."
748,155751,A Family Affair,Comedy,1937-03-12,6.1,10,1.597,178000,502000,"Judge Hardy faces problems at work and at home. Powerful men in town are upset with his decisions and want to see him impeached; his daughters, Joan and Marion, have romantic problems; and his son, Andy discovers Polly Benedict. As usual, Judge Hardy is concerned with everyone in the family and lends wisdom and calmness to all."
749,26252,Pépé le Moko,"Crime,Romance,Drama",1937-01-28,7.2,105,5.712,0,155895,"Pépé le Moko, one of France's most wanted criminals, hides out in the Casbah section of Algiers. He knows police will be waiting for him if he tries to leave the city. When Pépé meets Gaby, a gorgeous woman from Paris who is lost in the Casbah, he falls for her."
750,325708,Please Teacher,,1937-01-01,0.0,0,0.6,0,75,"Tommy Deacon learns that a gift bequeathed by his aunt is hidden in her house inside a bust of Napoleon. However, the house has been sold, and is now a girls school and to gain admission Tommy has to pose as the elder brother of Anne, one of the pupils. His arrival in the school results in a variety of escapades, but Tommy resolutely persists in his search for the missing legacy..."
751,1018889,Darby and Joan,,1937-02-28,0.0,0,0.6,0,0,"Darby is a blind girl and Joan is her elder sister. The story revolves around Joan's passion for Yorke - an idle scamp - and her marriage to his uncle, the family benefactor."
752,1018788,African Holiday,,1937-06-03,0.0,0,0.6,0,0,"Mr. and Mrs. Harry Pearson tell their friend, the Major, that they are planning an expedition to Africa. They tell the Major that they are going to try and photograph many African rarities, including scarce animals and strange native tribes. After packing, the Pearsons travel by boat to England, where they board an Imperial Airways plane to Nairobi, in the British colony of Kenya. In Nairobi, they assemble their expedition force and head into the wild game country of the Serenageti Plains in the Tanganyika Territory. Once in the game country, the Pearsons find and shoot many different types of wild game, including lions, zebras, antelopes and cheetahs."
753,1016256,Flugmeeting,Documentary,1937-01-02,0.0,0,0.6,0,0,"Tuggener had already photographed the airshow in Dübendorf in 1934, and in 1937 made his first film at the event. Children gazing in amazement, airplanes in formation and time for a chat: the airshow was also a social occasion."
